ref_compo,categorie,aero,desc,lifespan,taux_usure_actuel,cout
FLAE170-E170_6353-22,1,E170_6353,Flaps,11025.0,5.746875,14480.0
SPOE170-E170_6353-23,1,E170_6353,Spoilers,13426.0,4.49695,12456.0
FREE170-E170_6353-24,1,E170_6353,Freins,11015.0,29.816125,12664.0
SYSE170-E170_6353-25,1,E170_6353,Système de contrôle des surfaces de vol,11125.0,10.334375,12191.0
GOUE170-E170_6353-26,1,E170_6353,Gouvernail de direction,12643.0,31.348225,12059.0
SYSE170-E170_6353-27,1,E170_6353,Système de pressurisation,11338.0,5.75035,13233.0
SYSE170-E170_6353-28,1,E170_6353,Système de conditionnement d'air,10343.0,2.155725,13453.0
SYSE170-E170_6353-29,1,E170_6353,Système d'extinction d'incendie,11971.0,49.257825,10109.0
ECLE170-E170_6353-30,0,E170_6353,Éclairage de cabine,12779.0,48.378425,4788.0
SIEE170-E170_6353-31,0,E170_6353,Siège pilote,12106.0,19.85795,2151.0
SIEE170-E170_6353-32,0,E170_6353,Siège copilote,14200.0,40.625,3722.0
SYSE170-E170_6353-33,0,E170_6353,Système de divertissement en vol,13985.0,33.358875000000005,2723.0
SYSE170-E170_6353-34,0,E170_6353,Système d'annonce publique,13876.0,5.3007,2021.0
TOIE170-E170_6353-35,0,E170_6353,Toilettes,13230.0,9.28225,4801.0
SYSE170-E170_6353-36,1,E170_6353,Système de conditionnement d'air,10343.0,47.925725,13453.0
DETE170-E170_6353-37,0,E170_6353,Détecteurs de fumée,11066.0,11.74995,2147.0
ECLE170-E170_6353-38,0,E170_6353,Éclairage d'urgence,14359.0,4.496925,4936.0
PORE170-E170_6353-39,0,E170_6353,Porte cargo,11447.0,8.938525,2850.0
SYSE170-E170_6353-40,0,E170_6353,Systèmes d'oxygène d'urgence,13038.0,24.00785,4745.0
PORE170-E170_6353-41,0,E170_6353,Portes passagers,13107.0,17.253025,3053.0
HUBE170-E170_6353-42,0,E170_6353,Hublots,68978.0,10.53335,3593.0
ECLE170-E170_6353-43,0,E170_6353,Éclairage de la cabine,10639.0,50.677925,4965.0
SYSE170-E170_6353-44,0,E170_6353,Système d'approvisionnement en eau,12796.0,21.5097,4701.0
REAB767-B767_2803-0,2,B767_2803,Réacteur gauche,13045.0,4.18443,15552.0
REAB767-B767_2803-1,2,B767_2803,Réacteur droit,13626.0,19.225804,17559.0
SYSB767-B767_2803-2,2,B767_2803,Système de navigation,10541.0,46.559214,16514.0
ORDB767-B767_2803-3,2,B767_2803,Ordinateur de vol,10441.0,25.593814,16047.0
AUTB767-B767_2803-4,2,B767_2803,Autopilote,14847.0,4.121738,19362.0
SYSB767-B767_2803-5,2,B767_2803,Système de contrôle de vol,12580.0,26.22932,19492.0
RADB767-B767_2803-6,2,B767_2803,Radar météorologique,11923.0,57.263842,17567.0
SYSB767-B767_2803-7,2,B767_2803,Système de communication radio,10370.0,20.11998,19214.0
SYSB767-B767_2803-8,2,B767_2803,Système de gestion de carburant,13219.0,10.413826,18351.0
SYSB767-B767_2803-9,2,B767_2803,Système d'alerte de proximité au sol (GPWS),10423.0,20.522842,18680.0
SYSB767-B767_2803-10,2,B767_2803,Système de commande des gaz,11747.0,23.134338,18091.0
UNIB767-B767_2803-11,2,B767_2803,Unité de gestion de l'air,13224.0,43.234096,17834.0
SYSB767-B767_2803-12,2,B767_2803,Système de gestion électrique,10409.0,41.022086,16266.0
SYSB767-B767_2803-13,2,B767_2803,Système d'atterrissage automatique,13537.0,39.640998,15045.0
SYSB767-B767_2803-14,2,B767_2803,Système de surveillance du trafic aérien,10023.0,52.591242,17135.0
SYSB767-B767_2803-15,1,B767_2803,Système hydraulique principal,14811.0,26.239794,14197.0
GENB767-B767_2803-16,1,B767_2803,Générateur électrique,13716.0,46.500664,10833.0
TRAB767-B767_2803-17,1,B767_2803,Train d'atterrissage principal,10389.0,5.631006,12512.0
TRAB767-B767_2803-18,1,B767_2803,Train d'atterrissage avant,13964.0,25.494056,14173.0
SYSB767-B767_2803-19,1,B767_2803,Système anti-givre,14807.0,4.639578,13366.0
AILB767-B767_2803-20,1,B767_2803,Ailerons,10524.0,59.668296,10290.0
EMPB767-B767_2803-21,1,B767_2803,Empennage,13736.0,45.221744,10528.0
FLAB767-B767_2803-22,1,B767_2803,Flaps,11025.0,1.7153500000000004,14480.0
SPOB767-B767_2803-23,1,B767_2803,Spoilers,13426.0,48.815004,12456.0
FREB767-B767_2803-24,1,B767_2803,Freins,11015.0,3.2148100000000004,12664.0
SYSB767-B767_2803-25,1,B767_2803,Système de contrôle des surfaces de vol,11125.0,37.99075,12191.0
GOUB767-B767_2803-26,1,B767_2803,Gouvernail de direction,12643.0,35.882722,12059.0
SYSB767-B767_2803-27,1,B767_2803,Système de pressurisation,11338.0,1.952252,13233.0
SYSB767-B767_2803-28,1,B767_2803,Système de conditionnement d'air,10343.0,56.768522,13453.0
SYSB767-B767_2803-29,1,B767_2803,Système d'extinction d'incendie,11971.0,20.706434,10109.0
ECLB767-B767_2803-30,0,B767_2803,Éclairage de cabine,12779.0,20.800066,4788.0
SIEB767-B767_2803-31,0,B767_2803,Siège pilote,12106.0,56.463724,2151.0
SIEB767-B767_2803-32,0,B767_2803,Siège copilote,14200.0,41.716800000000006,3722.0
SYSB767-B767_2803-33,0,B767_2803,Système de divertissement en vol,13985.0,34.05519,2723.0
SYSB767-B767_2803-34,0,B767_2803,Système d'annonce publique,13876.0,3.919304,2021.0
TOIB767-B767_2803-35,0,B767_2803,Toilettes,13230.0,37.69442,4801.0
SYSB767-B767_2803-36,1,B767_2803,Système de conditionnement d'air,10343.0,56.708522,13453.0
DETB767-B767_2803-37,0,B767_2803,Détecteurs de fumée,11066.0,51.267564,2147.0
ECLB767-B767_2803-38,0,B767_2803,Éclairage d'urgence,14359.0,25.265386,4936.0
PORB767-B767_2803-39,0,B767_2803,Porte cargo,11447.0,23.438138,2850.0
SYSB767-B767_2803-40,0,B767_2803,Systèmes d'oxygène d'urgence,13038.0,14.354052,4745.0
PORB767-B767_2803-41,0,B767_2803,Portes passagers,13107.0,36.427778,3053.0
HUBB767-B767_2803-42,0,B767_2803,Hublots,68978.0,10.384812,3593.0
ECLB767-B767_2803-43,0,B767_2803,Éclairage de la cabine,10639.0,51.334506,4965.0
SYSB767-B767_2803-44,0,B767_2803,Système d'approvisionnement en eau,12796.0,20.000984,4701.0
REACRJ700-CRJ700_6943-0,2,CRJ700_6943,Réacteur gauche,13045.0,9.73021,15552.0
REACRJ700-CRJ700_6943-1,2,CRJ700_6943,Réacteur droit,13626.0,41.86038799999999,17559.0
SYSCRJ700-CRJ700_6943-2,2,CRJ700_6943,Système de navigation,10541.0,19.144658000000003,16514.0
ORDCRJ700-CRJ700_6943-3,2,CRJ700_6943,Ordinateur de vol,10441.0,3.3208580000000003,16047.0
AUTCRJ700-CRJ700_6943-4,2,CRJ700_6943,Autopilote,14847.0,39.168886,19362.0
SYSCRJ700-CRJ700_6943-5,2,CRJ700_6943,Système de contrôle de vol,12580.0,49.99604,19492.0
RADCRJ700-CRJ700_6943-6,2,CRJ700_6943,Radar météorologique,11923.0,47.575374,17567.0
SYSCRJ700-CRJ700_6943-7,2,CRJ700_6943,Système de communication radio,10370.0,38.17106,19214.0
SYSCRJ700-CRJ700_6943-8,2,CRJ700_6943,Système de gestion de carburant,13219.0,51.154222,18351.0
SYSCRJ700-CRJ700_6943-9,2,CRJ700_6943,Système d'alerte de proximité au sol (GPWS),10423.0,39.878374,18680.0
SYSCRJ700-CRJ700_6943-10,2,CRJ700_6943,Système de commande des gaz,11747.0,22.951086,18091.0
UNICRJ700-CRJ700_6943-11,2,CRJ700_6943,Unité de gestion de l'air,13224.0,16.964911999999998,17834.0
SYSCRJ700-CRJ700_6943-12,2,CRJ700_6943,Système de gestion électrique,10409.0,10.786442,16266.0
SYSCRJ700-CRJ700_6943-13,2,CRJ700_6943,Système d'atterrissage automatique,13537.0,25.908106,15045.0
SYSCRJ700-CRJ700_6943-14,2,CRJ700_6943,Système de surveillance du trafic aérien,10023.0,56.503174,17135.0
SYSCRJ700-CRJ700_6943-15,1,CRJ700_6943,Système hydraulique principal,14811.0,40.383918,14197.0
GENCRJ700-CRJ700_6943-16,1,CRJ700_6943,Générateur électrique,13716.0,47.302808,10833.0
TRACRJ700-CRJ700_6943-17,1,CRJ700_6943,Train d'atterrissage principal,10389.0,43.433682000000005,12512.0
TRACRJ700-CRJ700_6943-18,1,CRJ700_6943,Train d'atterrissage avant,13964.0,49.067032,14173.0
SYSCRJ700-CRJ700_6943-19,1,CRJ700_6943,Système anti-givre,14807.0,42.693366,13366.0
AILCRJ700-CRJ700_6943-20,1,CRJ700_6943,Ailerons,10524.0,33.812312,10290.0
EMPCRJ700-CRJ700_6943-21,1,CRJ700_6943,Empennage,13736.0,48.445568,10528.0
FLACRJ700-CRJ700_6943-22,1,CRJ700_6943,Flaps,11025.0,49.42145,14480.0
SPOCRJ700-CRJ700_6943-23,1,CRJ700_6943,Spoilers,13426.0,36.482788,12456.0
FRECRJ700-CRJ700_6943-24,1,CRJ700_6943,Freins,11015.0,6.840070000000001,12664.0
SYSCRJ700-CRJ700_6943-25,1,CRJ700_6943,Système de contrôle des surfaces de vol,11125.0,51.89525,12191.0
GOUCRJ700-CRJ700_6943-26,1,CRJ700_6943,Gouvernail de direction,12643.0,5.514734000000001,12059.0
SYSCRJ700-CRJ700_6943-27,1,CRJ700_6943,Système de pressurisation,11338.0,55.704644,13233.0
SYSCRJ700-CRJ700_6943-28,1,CRJ700_6943,Système de conditionnement d'air,10343.0,51.72733399999999,13453.0
SYSCRJ700-CRJ700_6943-29,1,CRJ700_6943,Système d'extinction d'incendie,11971.0,16.941997999999998,10109.0
ECLCRJ700-CRJ700_6943-30,0,CRJ700_6943,Éclairage de cabine,12779.0,37.833502,4788.0
SIECRJ700-CRJ700_6943-31,0,CRJ700_6943,Siège pilote,12106.0,31.790628,2151.0
SIECRJ700-CRJ700_6943-32,0,CRJ700_6943,Siège copilote,14200.0,21.1096,3722.0
SYSCRJ700-CRJ700_6943-33,0,CRJ700_6943,Système de divertissement en vol,13985.0,19.15993,2723.0
SYSCRJ700-CRJ700_6943-34,0,CRJ700_6943,Système d'annonce publique,13876.0,38.294888,2021.0
TOICRJ700-CRJ700_6943-35,0,CRJ700_6943,Toilettes,13230.0,17.675739999999998,4801.0
SYSCRJ700-CRJ700_6943-36,1,CRJ700_6943,Système de conditionnement d'air,10343.0,1.6273340000000005,13453.0
DETCRJ700-CRJ700_6943-37,0,CRJ700_6943,Détecteurs de fumée,11066.0,55.277108000000005,2147.0
ECLCRJ700-CRJ700_6943-38,0,CRJ700_6943,Éclairage d'urgence,14359.0,40.691542,4936.0
PORCRJ700-CRJ700_6943-39,0,CRJ700_6943,Porte cargo,11447.0,2.0896860000000004,2850.0
SYSCRJ700-CRJ700_6943-40,0,CRJ700_6943,Systèmes d'oxygène d'urgence,13038.0,35.479244,4745.0
PORCRJ700-CRJ700_6943-41,0,CRJ700_6943,Portes passagers,13107.0,33.808766,3053.0
HUBCRJ700-CRJ700_6943-42,0,CRJ700_6943,Hublots,68978.0,17.858964,3593.0
ECLCRJ700-CRJ700_6943-43,0,CRJ700_6943,Éclairage de la cabine,10639.0,52.178182,4965.0
SYSCRJ700-CRJ700_6943-44,0,CRJ700_6943,Système d'approvisionnement en eau,12796.0,6.385848,4701.0
REAA350-A350_1177-0,2,A350_1177,Réacteur gauche,13045.0,29.893600000000003,15552.0
REAA350-A350_1177-1,2,A350_1177,Réacteur droit,13626.0,16.30008,17559.0
SYSA350-A350_1177-2,2,A350_1177,Système de navigation,10541.0,11.18328,16514.0
ORDA350-A350_1177-3,2,A350_1177,Ordinateur de vol,10441.0,33.12528,16047.0
AUTA350-A350_1177-4,2,A350_1177,Autopilote,14847.0,50.36776,19362.0
SYSA350-A350_1177-5,2,A350_1177,Système de contrôle de vol,12580.0,52.5964,19492.0
RADA350-A350_1177-6,2,A350_1177,Radar météorologique,11923.0,23.03384,17567.0
SYSA350-A350_1177-7,2,A350_1177,Système de communication radio,10370.0,31.8696,19214.0
SYSA350-A350_1177-8,2,A350_1177,Système de gestion de carburant,13219.0,18.75752,18351.0
SYSA350-A350_1177-9,2,A350_1177,Système d'alerte de proximité au sol (GPWS),10423.0,13.76384,18680.0
SYSA350-A350_1177-10,2,A350_1177,Système de commande des gaz,11747.0,20.85976,18091.0
UNIA350-A350_1177-11,2,A350_1177,Unité de gestion de l'air,13224.0,19.36792,17834.0
SYSA350-A350_1177-12,2,A350_1177,Système de gestion électrique,10409.0,35.55272,16266.0
SYSA350-A350_1177-13,2,A350_1177,Système d'atterrissage automatique,13537.0,36.75296,15045.0
SYSA350-A350_1177-14,2,A350_1177,Système de surveillance du trafic aérien,10023.0,15.57184,17135.0
SYSA350-A350_1177-15,1,A350_1177,Système hydraulique principal,14811.0,36.20488,14197.0
GENA350-A350_1177-16,1,A350_1177,Générateur électrique,13716.0,24.40728,10833.0
TRAA350-A350_1177-17,1,A350_1177,Train d'atterrissage principal,10389.0,44.28112,12512.0
TRAA350-A350_1177-18,1,A350_1177,Train d'atterrissage avant,13964.0,6.90712,14173.0
SYSA350-A350_1177-19,1,A350_1177,Système anti-givre,14807.0,21.284560000000003,13366.0
AILA350-A350_1177-20,1,A350_1177,Ailerons,10524.0,56.81192,10290.0
EMPA350-A350_1177-21,1,A350_1177,Empennage,13736.0,6.01888,10528.0
FLAA350-A350_1177-22,1,A350_1177,Flaps,11025.0,37.162,14480.0
SPOA350-A350_1177-23,1,A350_1177,Spoilers,13426.0,19.69408,12456.0
FREA350-A350_1177-24,1,A350_1177,Freins,11015.0,55.2612,12664.0
SYSA350-A350_1177-25,1,A350_1177,Système de contrôle des surfaces de vol,11125.0,58.58,12191.0
GOUA350-A350_1177-26,1,A350_1177,Gouvernail de direction,12643.0,41.07144,12059.0
SYSA350-A350_1177-27,1,A350_1177,Système de pressurisation,11338.0,3.4870400000000004,13233.0
SYSA350-A350_1177-28,1,A350_1177,Système de conditionnement d'air,10343.0,34.08744,13453.0
SYSA350-A350_1177-29,1,A350_1177,Système d'extinction d'incendie,11971.0,24.96768,10109.0
ECLA350-A350_1177-30,0,A350_1177,Éclairage de cabine,12779.0,11.44232,4788.0
SIEA350-A350_1177-31,0,A350_1177,Siège pilote,12106.0,41.75848,2151.0
SIEA350-A350_1177-32,0,A350_1177,Siège copilote,14200.0,40.596,3722.0
SYSA350-A350_1177-33,0,A350_1177,Système de divertissement en vol,13985.0,23.4588,2723.0
SYSA350-A350_1177-34,0,A350_1177,Système d'annonce publique,13876.0,40.780080000000005,2021.0
TOIA350-A350_1177-35,0,A350_1177,Toilettes,13230.0,42.3384,4801.0
SYSA350-A350_1177-36,1,A350_1177,Système de conditionnement d'air,10343.0,28.64744,13453.0
DETA350-A350_1177-37,0,A350_1177,Détecteurs de fumée,11066.0,49.75528,2147.0
ECLA350-A350_1177-38,0,A350_1177,Éclairage d'urgence,14359.0,6.97872,4936.0
PORA350-A350_1177-39,0,A350_1177,Porte cargo,11447.0,47.74576,2850.0
SYSA350-A350_1177-40,0,A350_1177,Systèmes d'oxygène d'urgence,13038.0,3.7430400000000006,4745.0
PORA350-A350_1177-41,0,A350_1177,Portes passagers,13107.0,24.80856,3053.0
HUBA350-A350_1177-42,0,A350_1177,Hublots,68978.0,46.90824,3593.0
ECLA350-A350_1177-43,0,A350_1177,Éclairage de la cabine,10639.0,37.67112,4965.0
SYSA350-A350_1177-44,0,A350_1177,Système d'approvisionnement en eau,12796.0,54.85368,4701.0
REAB777-B777_4029-0,2,B777_4029,Réacteur gauche,13045.0,30.858755,15552.0
REAB777-B777_4029-1,2,B777_4029,Réacteur droit,13626.0,20.241414,17559.0
SYSB777-B777_4029-2,2,B777_4029,Système de navigation,10541.0,29.481099,16514.0
ORDB777-B777_4029-3,2,B777_4029,Ordinateur de vol,10441.0,12.967199,16047.0
AUTB777-B777_4029-4,2,B777_4029,Autopilote,14847.0,53.259033,19362.0
SYSB777-B777_4029-5,2,B777_4029,Système de contrôle de vol,12580.0,16.56062,19492.0
RADB777-B777_4029-6,2,B777_4029,Radar météorologique,11923.0,59.684997,17567.0
SYSB777-B777_4029-7,2,B777_4029,Système de communication radio,10370.0,27.01443,19214.0
SYSB777-B777_4029-8,2,B777_4029,Système de gestion de carburant,13219.0,33.525541,18351.0
SYSB777-B777_4029-9,2,B777_4029,Système d'alerte de proximité au sol (GPWS),10423.0,35.916497,18680.0
SYSB777-B777_4029-10,2,B777_4029,Système de commande des gaz,11747.0,21.498133,18091.0
UNIB777-B777_4029-11,2,B777_4029,Unité de gestion de l'air,13224.0,25.585736,17834.0
SYSB777-B777_4029-12,2,B777_4029,Système de gestion électrique,10409.0,23.415951000000003,16266.0
SYSB777-B777_4029-13,2,B777_4029,Système d'atterrissage automatique,13537.0,42.457943,15045.0
SYSB777-B777_4029-14,2,B777_4029,Système de surveillance du trafic aérien,10023.0,29.550897,17135.0
SYSB777-B777_4029-15,1,B777_4029,Système hydraulique principal,14811.0,22.147629,14197.0
GENB777-B777_4029-16,1,B777_4029,Générateur électrique,13716.0,19.284924,10833.0
TRAB777-B777_4029-17,1,B777_4029,Train d'atterrissage principal,10389.0,4.685171,12512.0
TRAB777-B777_4029-18,1,B777_4029,Train d'atterrissage avant,13964.0,46.094596,14173.0
SYSB777-B777_4029-19,1,B777_4029,Système anti-givre,14807.0,12.927473,13366.0
AILB777-B777_4029-20,1,B777_4029,Ailerons,10524.0,36.540436,10290.0
EMPB777-B777_4029-21,1,B777_4029,Empennage,13736.0,54.135704,10528.0
FLAB777-B777_4029-22,1,B777_4029,Flaps,11025.0,29.149975,14480.0
SPOB777-B777_4029-23,1,B777_4029,Spoilers,13426.0,42.983614,12456.0
FREB777-B777_4029-24,1,B777_4029,Freins,11015.0,28.249585,12664.0
SYSB777-B777_4029-25,1,B777_4029,Système de contrôle des surfaces de vol,11125.0,21.283875,12191.0
GOUB777-B777_4029-26,1,B777_4029,Gouvernail de direction,12643.0,13.103077,12059.0
SYSB777-B777_4029-27,1,B777_4029,Système de pressurisation,11338.0,41.712182000000006,13233.0
SYSB777-B777_4029-28,1,B777_4029,Système de conditionnement d'air,10343.0,34.913377,13453.0
SYSB777-B777_4029-29,1,B777_4029,Système d'extinction d'incendie,11971.0,3.496869,10109.0
ECLB777-B777_4029-30,0,B777_4029,Éclairage de cabine,12779.0,12.058381,4788.0
SIEB777-B777_4029-31,0,B777_4029,Siège pilote,12106.0,56.022134,2151.0
SIEB777-B777_4029-32,0,B777_4029,Siège copilote,14200.0,46.4038,3722.0
SYSB777-B777_4029-33,0,B777_4029,Système de divertissement en vol,13985.0,53.135415,2723.0
SYSB777-B777_4029-34,0,B777_4029,Système d'annonce publique,13876.0,59.941164,2021.0
TOIB777-B777_4029-35,0,B777_4029,Toilettes,13230.0,31.01597,4801.0
SYSB777-B777_4029-36,1,B777_4029,Système de conditionnement d'air,10343.0,31.153377,13453.0
DETB777-B777_4029-37,0,B777_4029,Détecteurs de fumée,11066.0,2.501574,2147.0
ECLB777-B777_4029-38,0,B777_4029,Éclairage d'urgence,14359.0,56.170001,4936.0
PORB777-B777_4029-39,0,B777_4029,Porte cargo,11447.0,51.186433,2850.0
SYSB777-B777_4029-40,0,B777_4029,Systèmes d'oxygène d'urgence,13038.0,43.618482,4745.0
PORB777-B777_4029-41,0,B777_4029,Portes passagers,13107.0,45.211173,3053.0
HUBB777-B777_4029-42,0,B777_4029,Hublots,68978.0,31.560142000000003,3593.0
ECLB777-B777_4029-43,0,B777_4029,Éclairage de la cabine,10639.0,46.014921,4965.0
SYSB777-B777_4029-44,0,B777_4029,Système d'approvisionnement en eau,12796.0,43.209044,4701.0
REAE175-E175_3327-0,2,E175_3327,Réacteur gauche,13045.0,15.640485000000002,15552.0
REAE175-E175_3327-1,2,E175_3327,Réacteur droit,13626.0,7.469658,17559.0
SYSE175-E175_3327-2,2,E175_3327,Système de navigation,10541.0,52.997853,16514.0
ORDE175-E175_3327-3,2,E175_3327,Ordinateur de vol,10441.0,6.464553,16047.0
AUTE175-E175_3327-4,2,E175_3327,Autopilote,14847.0,6.379951,19362.0
SYSE175-E175_3327-5,2,E175_3327,Système de contrôle de vol,12580.0,46.21514,19492.0
RADE175-E175_3327-6,2,E175_3327,Radar météorologique,11923.0,3.973459,17567.0
SYSE175-E175_3327-7,2,E175_3327,Système de communication radio,10370.0,26.92221,19214.0
SYSE175-E175_3327-8,2,E175_3327,Système de gestion de carburant,13219.0,36.216227,18351.0
SYSE175-E175_3327-9,2,E175_3327,Système d'alerte de proximité au sol (GPWS),10423.0,27.553959000000003,18680.0
SYSE175-E175_3327-10,2,E175_3327,Système de commande des gaz,11747.0,8.227651,18091.0
UNIE175-E175_3327-11,2,E175_3327,Unité de gestion de l'air,13224.0,30.826392,17834.0
SYSE175-E175_3327-12,2,E175_3327,Système de gestion électrique,10409.0,45.963497,16266.0
SYSE175-E175_3327-13,2,E175_3327,Système d'atterrissage automatique,13537.0,30.846721,15045.0
SYSE175-E175_3327-14,2,E175_3327,Système de surveillance du trafic aérien,10023.0,11.590759,17135.0
SYSE175-E175_3327-15,1,E175_3327,Système hydraulique principal,14811.0,49.778763,14197.0
GENE175-E175_3327-16,1,E175_3327,Générateur électrique,13716.0,32.492628,10833.0
TRAE175-E175_3327-17,1,E175_3327,Train d'atterrissage principal,10389.0,4.202837,12512.0
TRAE175-E175_3327-18,1,E175_3327,Train d'atterrissage avant,13964.0,24.380812,14173.0
SYSE175-E175_3327-19,1,E175_3327,Système anti-givre,14807.0,44.378631,13366.0
AILE175-E175_3327-20,1,E175_3327,Ailerons,10524.0,16.087292,10290.0
EMPE175-E175_3327-21,1,E175_3327,Empennage,13736.0,31.023288,10528.0
FLAE175-E175_3327-22,1,E175_3327,Flaps,11025.0,34.973825,14480.0
SPOE175-E175_3327-23,1,E175_3327,Spoilers,13426.0,6.703058,12456.0
FREE175-E175_3327-24,1,E175_3327,Freins,11015.0,47.343495,12664.0
SYSE175-E175_3327-25,1,E175_3327,Système de contrôle des surfaces de vol,11125.0,16.767125,12191.0
GOUE175-E175_3327-26,1,E175_3327,Gouvernail de direction,12643.0,37.597219,12059.0
SYSE175-E175_3327-27,1,E175_3327,Système de pressurisation,11338.0,28.844154,13233.0
SYSE175-E175_3327-28,1,E175_3327,Système de conditionnement d'air,10343.0,41.781319,13453.0
SYSE175-E175_3327-29,1,E175_3327,Système d'extinction d'incendie,11971.0,32.475043,10109.0
ECLE175-E175_3327-30,0,E175_3327,Éclairage de cabine,12779.0,8.361707000000001,4788.0
SIEE175-E175_3327-31,0,E175_3327,Siège pilote,12106.0,25.449498,2151.0
SIEE175-E175_3327-32,0,E175_3327,Siège copilote,14200.0,28.2386,3722.0
SYSE175-E175_3327-33,0,E175_3327,Système de divertissement en vol,13985.0,20.911505,2723.0
SYSE175-E175_3327-34,0,E175_3327,Système d'annonce publique,13876.0,9.347908,2021.0
TOIE175-E175_3327-35,0,E175_3327,Toilettes,13230.0,21.14659,4801.0
SYSE175-E175_3327-36,1,E175_3327,Système de conditionnement d'air,10343.0,43.791319,13453.0
DETE175-E175_3327-37,0,E175_3327,Détecteurs de fumée,11066.0,18.015178,2147.0
ECLE175-E175_3327-38,0,E175_3327,Éclairage d'urgence,14359.0,10.403847,4936.0
PORE175-E175_3327-39,0,E175_3327,Porte cargo,11447.0,18.307751,2850.0
SYSE175-E175_3327-40,0,E175_3327,Systèmes d'oxygène d'urgence,13038.0,55.220254,4745.0
PORE175-E175_3327-41,0,E175_3327,Portes passagers,13107.0,3.482531,3053.0
HUBE175-E175_3327-42,0,E175_3327,Hublots,68978.0,33.116274,3593.0
ECLE175-E175_3327-43,0,E175_3327,Éclairage de la cabine,10639.0,36.681087,4965.0
SYSE175-E175_3327-44,0,E175_3327,Système d'approvisionnement en eau,12796.0,24.912268,4701.0
REAA330-A330_4129-0,2,A330_4129,Réacteur gauche,13045.0,23.989205,15552.0
REAA330-A330_4129-1,2,A330_4129,Réacteur droit,13626.0,25.217674,17559.0
SYSA330-A330_4129-2,2,A330_4129,Système de navigation,10541.0,2.6965090000000003,16514.0
ORDA330-A330_4129-3,2,A330_4129,Ordinateur de vol,10441.0,27.991609,16047.0
AUTA330-A330_4129-4,2,A330_4129,Autopilote,14847.0,21.427503,19362.0
SYSA330-A330_4129-5,2,A330_4129,Système de contrôle de vol,12580.0,38.75642,19492.0
RADA330-A330_4129-6,2,A330_4129,Radar météorologique,11923.0,47.404227000000006,17567.0
SYSA330-A330_4129-7,2,A330_4129,Système de communication radio,10370.0,53.69813,19214.0
SYSA330-A330_4129-8,2,A330_4129,Système de gestion de carburant,13219.0,19.357731,18351.0
SYSA330-A330_4129-9,2,A330_4129,Système d'alerte de proximité au sol (GPWS),10423.0,14.690727,18680.0
SYSA330-A330_4129-10,2,A330_4129,Système de commande des gaz,11747.0,3.165603,18091.0
UNIA330-A330_4129-11,2,A330_4129,Unité de gestion de l'air,13224.0,59.037976,17834.0
SYSA330-A330_4129-12,2,A330_4129,Système de gestion électrique,10409.0,34.990041,16266.0
SYSA330-A330_4129-13,2,A330_4129,Système d'atterrissage automatique,13537.0,55.303313,15045.0
SYSA330-A330_4129-14,2,A330_4129,Système de surveillance du trafic aérien,10023.0,11.461127,17135.0
SYSA330-A330_4129-15,1,A330_4129,Système hydraulique principal,14811.0,5.1557390000000005,14197.0
GENA330-A330_4129-16,1,A330_4129,Générateur électrique,13716.0,31.672084,10833.0
TRAA330-A330_4129-17,1,A330_4129,Train d'atterrissage principal,10389.0,39.169061,12512.0
