ref_compo,categorie,aero,desc,lifespan,taux_usure_actuel,cout
REACRJ700-CRJ700_6943-1,Composants Critiques,CRJ700_6943,Réacteur droit,13626,41.86038799999999,17559
SYSCRJ700-CRJ700_6943-2,Composants Critiques,CRJ700_6943,Système de navigation,10541,19.144658000000003,16514
ORDCRJ700-CRJ700_6943-3,Composants Critiques,CRJ700_6943,Ordinateur de vol,10441,3.3208580000000003,16047
AUTCRJ700-CRJ700_6943-4,Composants Critiques,CRJ700_6943,Autopilote,14847,39.168886,19362
SYSCRJ700-CRJ700_6943-5,Composants Critiques,CRJ700_6943,Système de contrôle de vol,12580,49.99604,19492
RADCRJ700-CRJ700_6943-6,Composants Critiques,CRJ700_6943,Radar météorologique,11923,47.575374,17567
SYSCRJ700-CRJ700_6943-7,Composants Critiques,CRJ700_6943,Système de communication radio,10370,38.17106,19214
SYSCRJ700-CRJ700_6943-8,Composants Critiques,CRJ700_6943,Système de gestion de carburant,13219,51.154222,18351
SYSCRJ700-CRJ700_6943-9,Composants Critiques,CRJ700_6943,Système d'alerte de proximité au sol (GPWS),10423,39.878373999999994,18680
SYSCRJ700-CRJ700_6943-10,Composants Critiques,CRJ700_6943,Système de commande des gaz,11747,22.951085999999997,18091
UNICRJ700-CRJ700_6943-11,Composants Critiques,CRJ700_6943,Unité de gestion de l'air,13224,16.964911999999998,17834
SYSCRJ700-CRJ700_6943-12,Composants Critiques,CRJ700_6943,Système de gestion électrique,10409,10.786442000000001,16266
SYSCRJ700-CRJ700_6943-13,Composants Critiques,CRJ700_6943,Système d'atterrissage automatique,13537,25.908106,15045
SYSCRJ700-CRJ700_6943-14,Composants Critiques,CRJ700_6943,Système de surveillance du trafic aérien,10023,56.503174,17135
SYSCRJ700-CRJ700_6943-15,Composants Majeurs,CRJ700_6943,Système hydraulique principal,14811,40.383918,14197
GENCRJ700-CRJ700_6943-16,Composants Majeurs,CRJ700_6943,Générateur électrique,13716,47.302808,10833
TRACRJ700-CRJ700_6943-17,Composants Majeurs,CRJ700_6943,Train d'atterrissage principal,10389,43.433682000000005,12512
TRACRJ700-CRJ700_6943-18,Composants Majeurs,CRJ700_6943,Train d'atterrissage avant,13964,49.067032,14173
SYSCRJ700-CRJ700_6943-19,Composants Majeurs,CRJ700_6943,Système anti-givre,14807,42.693366,13366
AILCRJ700-CRJ700_6943-20,Composants Majeurs,CRJ700_6943,Ailerons,10524,33.812312,10290
EMPCRJ700-CRJ700_6943-21,Composants Majeurs,CRJ700_6943,Empennage,13736,48.445567999999994,10528
FLACRJ700-CRJ700_6943-22,Composants Majeurs,CRJ700_6943,Flaps,11025,49.42145,14480
SPOCRJ700-CRJ700_6943-23,Composants Majeurs,CRJ700_6943,Spoilers,13426,36.482788,12456
FRECRJ700-CRJ700_6943-24,Composants Majeurs,CRJ700_6943,Freins,11015,6.840070000000001,12664
SYSCRJ700-CRJ700_6943-25,Composants Majeurs,CRJ700_6943,Système de contrôle des surfaces de vol,11125,51.89525,12191
GOUCRJ700-CRJ700_6943-26,Composants Majeurs,CRJ700_6943,Gouvernail de direction,12643,5.514734000000001,12059
SYSCRJ700-CRJ700_6943-27,Composants Majeurs,CRJ700_6943,Système de pressurisation,11338,55.704644,13233
SYSCRJ700-CRJ700_6943-28,Composants Majeurs,CRJ700_6943,Système de conditionnement d'air,10343,51.72733399999999,13453
SYSCRJ700-CRJ700_6943-29,Composants Majeurs,CRJ700_6943,Système d'extinction d'incendie,11971,16.941997999999998,10109
ECLCRJ700-CRJ700_6943-30,Composants Secondaires,CRJ700_6943,Éclairage de cabine,12779,37.833501999999996,4788
SIECRJ700-CRJ700_6943-31,Composants Secondaires,CRJ700_6943,Siège pilote,12106,31.790628,2151
SIECRJ700-CRJ700_6943-32,Composants Secondaires,CRJ700_6943,Siège copilote,14200,21.1096,3722
SYSCRJ700-CRJ700_6943-33,Composants Secondaires,CRJ700_6943,Système de divertissement en vol,13985,19.15993,2723
SYSCRJ700-CRJ700_6943-34,Composants Secondaires,CRJ700_6943,Système d'annonce publique,13876,38.294888,2021
TOICRJ700-CRJ700_6943-35,Composants Secondaires,CRJ700_6943,Toilettes,13230,17.675739999999998,4801
SYSCRJ700-CRJ700_6943-36,Composants Majeurs,CRJ700_6943,Système de conditionnement d'air,10343,1.6273340000000003,13453
DETCRJ700-CRJ700_6943-37,Composants Secondaires,CRJ700_6943,Détecteurs de fumée,11066,55.277108000000005,2147
ECLCRJ700-CRJ700_6943-38,Composants Secondaires,CRJ700_6943,Éclairage d'urgence,14359,40.691542,4936
PORCRJ700-CRJ700_6943-39,Composants Secondaires,CRJ700_6943,Porte cargo,11447,2.0896860000000004,2850
SYSCRJ700-CRJ700_6943-40,Composants Secondaires,CRJ700_6943,Systèmes d'oxygène d'urgence,13038,35.479244,4745
PORCRJ700-CRJ700_6943-41,Composants Secondaires,CRJ700_6943,Portes passagers,13107,33.808766,3053
HUBCRJ700-CRJ700_6943-42,Composants Secondaires,CRJ700_6943,Hublots,68978,17.858964,3593
ECLCRJ700-CRJ700_6943-43,Composants Secondaires,CRJ700_6943,Éclairage de la cabine,10639,52.178182,4965
SYSCRJ700-CRJ700_6943-44,Composants Secondaires,CRJ700_6943,Système d'approvisionnement en eau,12796,6.385848,4701
REAA350-A350_1177-0,Composants Critiques,A350_1177,Réacteur gauche,13045,29.893600000000003,15552
REAA350-A350_1177-1,Composants Critiques,A350_1177,Réacteur droit,13626,16.30008,17559
SYSA350-A350_1177-2,Composants Critiques,A350_1177,Système de navigation,10541,11.18328,16514
ORDA350-A350_1177-3,Composants Critiques,A350_1177,Ordinateur de vol,10441,33.12528,16047
AUTA350-A350_1177-4,Composants Critiques,A350_1177,Autopilote,14847,50.36776,19362
SYSA350-A350_1177-5,Composants Critiques,A350_1177,Système de contrôle de vol,12580,52.5964,19492
RADA350-A350_1177-6,Composants Critiques,A350_1177,Radar météorologique,11923,23.033839999999998,17567
SYSA350-A350_1177-7,Composants Critiques,A350_1177,Système de communication radio,10370,31.8696,19214
SYSA350-A350_1177-8,Composants Critiques,A350_1177,Système de gestion de carburant,13219,18.75752,18351
SYSA350-A350_1177-9,Composants Critiques,A350_1177,Système d'alerte de proximité au sol (GPWS),10423,13.76384,18680
SYSA350-A350_1177-10,Composants Critiques,A350_1177,Système de commande des gaz,11747,20.85976,18091
UNIA350-A350_1177-11,Composants Critiques,A350_1177,Unité de gestion de l'air,13224,19.367919999999998,17834
SYSA350-A350_1177-12,Composants Critiques,A350_1177,Système de gestion électrique,10409,35.55272,16266
SYSA350-A350_1177-13,Composants Critiques,A350_1177,Système d'atterrissage automatique,13537,36.75296,15045
SYSA350-A350_1177-14,Composants Critiques,A350_1177,Système de surveillance du trafic aérien,10023,15.57184,17135
SYSA350-A350_1177-15,Composants Majeurs,A350_1177,Système hydraulique principal,14811,36.20488,14197
GENA350-A350_1177-16,Composants Majeurs,A350_1177,Générateur électrique,13716,24.40728,10833
TRAA350-A350_1177-17,Composants Majeurs,A350_1177,Train d'atterrissage principal,10389,44.28112,12512
TRAA350-A350_1177-18,Composants Majeurs,A350_1177,Train d'atterrissage avant,13964,6.90712,14173
SYSA350-A350_1177-19,Composants Majeurs,A350_1177,Système anti-givre,14807,21.284560000000003,13366
AILA350-A350_1177-20,Composants Majeurs,A350_1177,Ailerons,10524,56.81192,10290
EMPA350-A350_1177-21,Composants Majeurs,A350_1177,Empennage,13736,6.01888,10528
FLAA350-A350_1177-22,Composants Majeurs,A350_1177,Flaps,11025,37.162,14480
SPOA350-A350_1177-23,Composants Majeurs,A350_1177,Spoilers,13426,19.69408,12456
FREA350-A350_1177-24,Composants Majeurs,A350_1177,Freins,11015,55.2612,12664
SYSA350-A350_1177-25,Composants Majeurs,A350_1177,Système de contrôle des surfaces de vol,11125,58.58,12191
GOUA350-A350_1177-26,Composants Majeurs,A350_1177,Gouvernail de direction,12643,41.07144,12059
SYSA350-A350_1177-27,Composants Majeurs,A350_1177,Système de pressurisation,11338,3.4870400000000004,13233
SYSA350-A350_1177-28,Composants Majeurs,A350_1177,Système de conditionnement d'air,10343,34.08744,13453
SYSA350-A350_1177-29,Composants Majeurs,A350_1177,Système d'extinction d'incendie,11971,24.96768,10109
ECLA350-A350_1177-30,Composants Secondaires,A350_1177,Éclairage de cabine,12779,11.44232,4788
SIEA350-A350_1177-31,Composants Secondaires,A350_1177,Siège pilote,12106,41.75848,2151
SIEA350-A350_1177-32,Composants Secondaires,A350_1177,Siège copilote,14200,40.596000000000004,3722
SYSA350-A350_1177-33,Composants Secondaires,A350_1177,Système de divertissement en vol,13985,23.4588,2723
SYSA350-A350_1177-34,Composants Secondaires,A350_1177,Système d'annonce publique,13876,40.780080000000005,2021
TOIA350-A350_1177-35,Composants Secondaires,A350_1177,Toilettes,13230,42.3384,4801
SYSA350-A350_1177-36,Composants Majeurs,A350_1177,Système de conditionnement d'air,10343,28.64744,13453
DETA350-A350_1177-37,Composants Secondaires,A350_1177,Détecteurs de fumée,11066,49.75528,2147
ECLA350-A350_1177-38,Composants Secondaires,A350_1177,Éclairage d'urgence,14359,6.97872,4936
PORA350-A350_1177-39,Composants Secondaires,A350_1177,Porte cargo,11447,47.74576,2850
SYSA350-A350_1177-40,Composants Secondaires,A350_1177,Systèmes d'oxygène d'urgence,13038,3.7430400000000006,4745
PORA350-A350_1177-41,Composants Secondaires,A350_1177,Portes passagers,13107,24.80856,3053
HUBA350-A350_1177-42,Composants Secondaires,A350_1177,Hublots,68978,46.90824,3593
ECLA350-A350_1177-43,Composants Secondaires,A350_1177,Éclairage de la cabine,10639,37.67112,4965
SYSA350-A350_1177-44,Composants Secondaires,A350_1177,Système d'approvisionnement en eau,12796,54.85368,4701
REAB777-B777_4029-0,Composants Critiques,B777_4029,Réacteur gauche,13045,30.858755000000002,15552
REAB777-B777_4029-1,Composants Critiques,B777_4029,Réacteur droit,13626,20.241414000000002,17559
SYSB777-B777_4029-2,Composants Critiques,B777_4029,Système de navigation,10541,29.481099,16514
ORDB777-B777_4029-3,Composants Critiques,B777_4029,Ordinateur de vol,10441,12.967199,16047
AUTB777-B777_4029-4,Composants Critiques,B777_4029,Autopilote,14847,53.259033,19362
SYSB777-B777_4029-5,Composants Critiques,B777_4029,Système de contrôle de vol,12580,16.56062,19492
RADB777-B777_4029-6,Composants Critiques,B777_4029,Radar météorologique,11923,59.684996999999996,17567
SYSB777-B777_4029-7,Composants Critiques,B777_4029,Système de communication radio,10370,27.01443,19214
SYSB777-B777_4029-8,Composants Critiques,B777_4029,Système de gestion de carburant,13219,33.525541,18351
SYSB777-B777_4029-9,Composants Critiques,B777_4029,Système d'alerte de proximité au sol (GPWS),10423,35.916497,18680
SYSB777-B777_4029-10,Composants Critiques,B777_4029,Système de commande des gaz,11747,21.498133,18091
UNIB777-B777_4029-11,Composants Critiques,B777_4029,Unité de gestion de l'air,13224,25.585736,17834
SYSB777-B777_4029-12,Composants Critiques,B777_4029,Système de gestion électrique,10409,23.415951000000003,16266
SYSB777-B777_4029-13,Composants Critiques,B777_4029,Système d'atterrissage automatique,13537,42.457943,15045
SYSB777-B777_4029-14,Composants Critiques,B777_4029,Système de surveillance du trafic aérien,10023,29.550897,17135
SYSB777-B777_4029-15,Composants Majeurs,B777_4029,Système hydraulique principal,14811,22.147629000000002,14197
GENB777-B777_4029-16,Composants Majeurs,B777_4029,Générateur électrique,13716,19.284924,10833
TRAB777-B777_4029-17,Composants Majeurs,B777_4029,Train d'atterrissage principal,10389,4.685171,12512
TRAB777-B777_4029-18,Composants Majeurs,B777_4029,Train d'atterrissage avant,13964,46.094595999999996,14173
SYSB777-B777_4029-19,Composants Majeurs,B777_4029,Système anti-givre,14807,12.927472999999999,13366
AILB777-B777_4029-20,Composants Majeurs,B777_4029,Ailerons,10524,36.540436,10290
EMPB777-B777_4029-21,Composants Majeurs,B777_4029,Empennage,13736,54.135704000000004,10528
FLAB777-B777_4029-22,Composants Majeurs,B777_4029,Flaps,11025,29.149974999999998,14480
SPOB777-B777_4029-23,Composants Majeurs,B777_4029,Spoilers,13426,42.983614,12456
FREB777-B777_4029-24,Composants Majeurs,B777_4029,Freins,11015,28.249585,12664
SYSB777-B777_4029-25,Composants Majeurs,B777_4029,Système de contrôle des surfaces de vol,11125,21.283875000000002,12191
GOUB777-B777_4029-26,Composants Majeurs,B777_4029,Gouvernail de direction,12643,13.103076999999999,12059
SYSB777-B777_4029-27,Composants Majeurs,B777_4029,Système de pressurisation,11338,41.712182000000006,13233
SYSB777-B777_4029-28,Composants Majeurs,B777_4029,Système de conditionnement d'air,10343,34.913377,13453
SYSB777-B777_4029-29,Composants Majeurs,B777_4029,Système d'extinction d'incendie,11971,3.496869,10109
ECLB777-B777_4029-30,Composants Secondaires,B777_4029,Éclairage de cabine,12779,12.058381,4788
SIEB777-B777_4029-31,Composants Secondaires,B777_4029,Siège pilote,12106,56.022133999999994,2151
SIEB777-B777_4029-32,Composants Secondaires,B777_4029,Siège copilote,14200,46.403800000000004,3722
SYSB777-B777_4029-33,Composants Secondaires,B777_4029,Système de divertissement en vol,13985,53.135415,2723
SYSB777-B777_4029-34,Composants Secondaires,B777_4029,Système d'annonce publique,13876,59.941164,2021
TOIB777-B777_4029-35,Composants Secondaires,B777_4029,Toilettes,13230,31.01597,4801
SYSB777-B777_4029-36,Composants Majeurs,B777_4029,Système de conditionnement d'air,10343,31.153377,13453
DETB777-B777_4029-37,Composants Secondaires,B777_4029,Détecteurs de fumée,11066,2.5015739999999997,2147
ECLB777-B777_4029-38,Composants Secondaires,B777_4029,Éclairage d'urgence,14359,56.170001,4936
PORB777-B777_4029-39,Composants Secondaires,B777_4029,Porte cargo,11447,51.186433,2850
SYSB777-B777_4029-40,Composants Secondaires,B777_4029,Systèmes d'oxygène d'urgence,13038,43.618482,4745
PORB777-B777_4029-41,Composants Secondaires,B777_4029,Portes passagers,13107,45.211173,3053
HUBB777-B777_4029-42,Composants Secondaires,B777_4029,Hublots,68978,31.560142000000003,3593
ECLB777-B777_4029-43,Composants Secondaires,B777_4029,Éclairage de la cabine,10639,46.014921,4965
SYSB777-B777_4029-44,Composants Secondaires,B777_4029,Système d'approvisionnement en eau,12796,43.209044,4701
REAE175-E175_3327-0,Composants Critiques,E175_3327,Réacteur gauche,13045,15.640485000000002,15552
REAE175-E175_3327-1,Composants Critiques,E175_3327,Réacteur droit,13626,7.469658,17559
SYSE175-E175_3327-2,Composants Critiques,E175_3327,Système de navigation,10541,52.997853,16514
ORDE175-E175_3327-3,Composants Critiques,E175_3327,Ordinateur de vol,10441,6.464553,16047
AUTE175-E175_3327-4,Composants Critiques,E175_3327,Autopilote,14847,6.379951,19362
SYSE175-E175_3327-5,Composants Critiques,E175_3327,Système de contrôle de vol,12580,46.21514,19492
RADE175-E175_3327-6,Composants Critiques,E175_3327,Radar météorologique,11923,3.973459,17567
SYSE175-E175_3327-7,Composants Critiques,E175_3327,Système de communication radio,10370,26.92221,19214
SYSE175-E175_3327-8,Composants Critiques,E175_3327,Système de gestion de carburant,13219,36.216227,18351
SYSE175-E175_3327-9,Composants Critiques,E175_3327,Système d'alerte de proximité au sol (GPWS),10423,27.553959000000003,18680
SYSE175-E175_3327-10,Composants Critiques,E175_3327,Système de commande des gaz,11747,8.227651,18091
UNIE175-E175_3327-11,Composants Critiques,E175_3327,Unité de gestion de l'air,13224,30.826392000000002,17834
SYSE175-E175_3327-12,Composants Critiques,E175_3327,Système de gestion électrique,10409,45.963497,16266
SYSE175-E175_3327-13,Composants Critiques,E175_3327,Système d'atterrissage automatique,13537,30.846721,15045
SYSE175-E175_3327-14,Composants Critiques,E175_3327,Système de surveillance du trafic aérien,10023,11.590759,17135
SYSE175-E175_3327-15,Composants Majeurs,E175_3327,Système hydraulique principal,14811,49.778763,14197
GENE175-E175_3327-16,Composants Majeurs,E175_3327,Générateur électrique,13716,32.492627999999996,10833
TRAE175-E175_3327-17,Composants Majeurs,E175_3327,Train d'atterrissage principal,10389,4.202837,12512
TRAE175-E175_3327-18,Composants Majeurs,E175_3327,Train d'atterrissage avant,13964,24.380812000000002,14173
SYSE175-E175_3327-19,Composants Majeurs,E175_3327,Système anti-givre,14807,44.378631,13366
AILE175-E175_3327-20,Composants Majeurs,E175_3327,Ailerons,10524,16.087292,10290
EMPE175-E175_3327-21,Composants Majeurs,E175_3327,Empennage,13736,31.023288,10528
FLAE175-E175_3327-22,Composants Majeurs,E175_3327,Flaps,11025,34.973825,14480
SPOE175-E175_3327-23,Composants Majeurs,E175_3327,Spoilers,13426,6.7030579999999995,12456
FREE175-E175_3327-24,Composants Majeurs,E175_3327,Freins,11015,47.343495,12664
SYSE175-E175_3327-25,Composants Majeurs,E175_3327,Système de contrôle des surfaces de vol,11125,16.767125,12191
GOUE175-E175_3327-26,Composants Majeurs,E175_3327,Gouvernail de direction,12643,37.597219,12059
SYSE175-E175_3327-27,Composants Majeurs,E175_3327,Système de pressurisation,11338,28.844154,13233
SYSE175-E175_3327-28,Composants Majeurs,E175_3327,Système de conditionnement d'air,10343,41.781318999999996,13453
SYSE175-E175_3327-29,Composants Majeurs,E175_3327,Système d'extinction d'incendie,11971,32.475043,10109
ECLE175-E175_3327-30,Composants Secondaires,E175_3327,Éclairage de cabine,12779,8.361707000000001,4788
SIEE175-E175_3327-31,Composants Secondaires,E175_3327,Siège pilote,12106,25.449498000000002,2151
SIEE175-E175_3327-32,Composants Secondaires,E175_3327,Siège copilote,14200,28.238599999999998,3722
SYSE175-E175_3327-33,Composants Secondaires,E175_3327,Système de divertissement en vol,13985,20.911505,2723
SYSE175-E175_3327-34,Composants Secondaires,E175_3327,Système d'annonce publique,13876,9.347908,2021
TOIE175-E175_3327-35,Composants Secondaires,E175_3327,Toilettes,13230,21.14659,4801
SYSE175-E175_3327-36,Composants Majeurs,E175_3327,Système de conditionnement d'air,10343,43.791319,13453
DETE175-E175_3327-37,Composants Secondaires,E175_3327,Détecteurs de fumée,11066,18.015178,2147
ECLE175-E175_3327-38,Composants Secondaires,E175_3327,Éclairage d'urgence,14359,10.403846999999999,4936
PORE175-E175_3327-39,Composants Secondaires,E175_3327,Porte cargo,11447,18.307751,2850
SYSE175-E175_3327-40,Composants Secondaires,E175_3327,Systèmes d'oxygène d'urgence,13038,55.220254,4745
PORE175-E175_3327-41,Composants Secondaires,E175_3327,Portes passagers,13107,3.482531,3053
HUBE175-E175_3327-42,Composants Secondaires,E175_3327,Hublots,68978,33.116274,3593
ECLE175-E175_3327-43,Composants Secondaires,E175_3327,Éclairage de la cabine,10639,36.681087,4965
