ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03584280,A380_6283,2024-06-03,5.5,"{'temp': '-5.0°C', 'pressure': '859.4 hPa', 'vibrations': '1.308300168540466 m/s²'}",0
V09863205,A320_6731,2024-06-03,6.4,"{'temp': '-16.7°C', 'pressure': '932.1 hPa', 'vibrations': '1.4085156199616917 m/s²'}",1
V03868272,B757_6092,2024-06-03,3.7,"{'temp': '5.3°C', 'pressure': '1003.8 hPa', 'vibrations': '4.083537195279521 m/s²'}",0
V05479733,A380_6907,2024-06-03,6.0,"{'temp': '7.8°C', 'pressure': '967.3 hPa', 'vibrations': '3.7818099368242697 m/s²'}",0
V06660880,B777_6740,2024-06-03,0.9,"{'temp': '4.5°C', 'pressure': '944.6 hPa', 'vibrations': '0.10343530951470947 m/s²'}",0
V08903414,CRJ900_3675,2024-06-03,5.0,"{'temp': '-3.7°C', 'pressure': '985.2 hPa', 'vibrations': '1.6687778784521838 m/s²'}",0
V02246612,E170_1544,2024-06-03,7.2,"{'temp': '25.9°C', 'pressure': '925.2 hPa', 'vibrations': '0.8304878373981517 m/s²'}",1
V00456209,B767_2803,2024-06-03,7.5,"{'temp': '-3.5°C', 'pressure': '958.8 hPa', 'vibrations': '3.559568420540069 m/s²'}",0
V04280090,B767_3878,2024-06-03,8.4,"{'temp': '9.3°C', 'pressure': '905.0 hPa', 'vibrations': '3.98717675109681 m/s²'}",0
V05622034,B747_0472,2024-06-03,4.0,"{'temp': '-9.1°C', 'pressure': '972.5 hPa', 'vibrations': '4.40456557291096 m/s²'}",0
V09893934,A330_1199,2024-06-03,10.8,"{'temp': '-17.0°C', 'pressure': '961.5 hPa', 'vibrations': '3.720230444436221 m/s²'}",1
V03114701,A340_3962,2024-06-03,7.2,"{'temp': '11.5°C', 'pressure': '911.2 hPa', 'vibrations': '3.3269655164396097 m/s²'}",0
V05115198,A320_1930,2024-06-03,4.4,"{'temp': '-4.2°C', 'pressure': '922.6 hPa', 'vibrations': '1.7770396928578376 m/s²'}",0
V07838370,A380_2079,2024-06-03,5.4,"{'temp': '12.1°C', 'pressure': '997.4 hPa', 'vibrations': '0.6292904464285093 m/s²'}",0
V01647630,B747_2389,2024-06-03,9.0,"{'temp': '10.7°C', 'pressure': '868.0 hPa', 'vibrations': '4.918508754895148 m/s²'}",0
V05691906,B747_4211,2024-06-03,5.2,"{'temp': '-4.1°C', 'pressure': '972.6 hPa', 'vibrations': '0.5029677667584254 m/s²'}",0
V00333008,A350_5568,2024-06-03,7.3,"{'temp': '-7.9°C', 'pressure': '876.5 hPa', 'vibrations': '2.20923047282324 m/s²'}",0
V02443291,A330_3411,2024-06-03,2.8,"{'temp': '-8.9°C', 'pressure': '987.3 hPa', 'vibrations': '0.4943376087696716 m/s²'}",0
V00651813,CRJ700_3181,2024-06-03,5.6,"{'temp': '8.7°C', 'pressure': '954.4 hPa', 'vibrations': '2.2521268871145006 m/s²'}",0
V08676691,A340_2793,2024-06-03,4.3,"{'temp': '2.4°C', 'pressure': '1074.1 hPa', 'vibrations': '2.695821197775294 m/s²'}",0
V04279278,B747_4824,2024-06-03,8.1,"{'temp': '-9.1°C', 'pressure': '943.0 hPa', 'vibrations': '3.8752183250997407 m/s²'}",0
V04193381,A380_0178,2024-06-03,4.7,"{'temp': '3.9°C', 'pressure': '913.3 hPa', 'vibrations': '0.36041525204422775 m/s²'}",0
V08835972,A350_3976,2024-06-03,5.7,"{'temp': '-3.1°C', 'pressure': '926.1 hPa', 'vibrations': '0.9472601309654499 m/s²'}",0
V04849483,B777_3000,2024-06-03,5.3,"{'temp': '15.2°C', 'pressure': '1018.4 hPa', 'vibrations': '4.41611158426575 m/s²'}",0
V07106765,B747_0442,2024-06-03,5.1,"{'temp': '-13.2°C', 'pressure': '829.7 hPa', 'vibrations': '0.16248056077016737 m/s²'}",1
V00922138,E175_3327,2024-06-03,6.6,"{'temp': '-7.5°C', 'pressure': '944.3 hPa', 'vibrations': '1.0722719374912253 m/s²'}",0
V03053687,A350_6902,2024-06-03,3.9,"{'temp': '5.6°C', 'pressure': '940.9 hPa', 'vibrations': '0.286613442899033 m/s²'}",0
V08649401,CRJ700_0969,2024-06-03,7.1,"{'temp': '-5.8°C', 'pressure': '983.6 hPa', 'vibrations': '2.3733709577709288 m/s²'}",0
V01339545,A320_3178,2024-06-03,4.3,"{'temp': '-10.2°C', 'pressure': '939.5 hPa', 'vibrations': '2.111007402605108 m/s²'}",0
V04318384,A340_4940,2024-06-03,3.4,"{'temp': '1.7°C', 'pressure': '1041.4 hPa', 'vibrations': '3.196663604964428 m/s²'}",0
V09413717,B767_2368,2024-06-03,7.1,"{'temp': '-10.9°C', 'pressure': '936.6 hPa', 'vibrations': '3.842014611859159 m/s²'}",0
V00876680,A380_0710,2024-06-03,6.3,"{'temp': '1.4°C', 'pressure': '1024.8 hPa', 'vibrations': '4.925560348368371 m/s²'}",0
