ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07043690,CRJ900_5738,2023-11-07,8.1,"{'temp': '-18.5°C', 'pressure': '1032.0 hPa', 'vibrations': '3.809146433119332 m/s²'}",2
V09716960,A330_3390,2023-11-07,4.0,"{'temp': '-12.1°C', 'pressure': '972.9 hPa', 'vibrations': '4.437709147271236 m/s²'}",1
V08945916,E170_4314,2023-11-07,9.9,"{'temp': '2.7°C', 'pressure': '986.1 hPa', 'vibrations': '4.167959530638222 m/s²'}",0
V03834834,E170_4833,2023-11-07,4.4,"{'temp': '-10.4°C', 'pressure': '1024.4 hPa', 'vibrations': '0.9797757607689761 m/s²'}",0
V08405568,A350_0577,2023-11-07,2.2,"{'temp': '-3.9°C', 'pressure': '925.4 hPa', 'vibrations': '3.3150190465854683 m/s²'}",0
V04957815,A330_3862,2023-11-07,3.6,"{'temp': '-12.3°C', 'pressure': '982.1 hPa', 'vibrations': '1.738246444711729 m/s²'}",1
V01228229,B767_6363,2023-11-07,5.1,"{'temp': '-10.8°C', 'pressure': '1014.4 hPa', 'vibrations': '0.06673996404708615 m/s²'}",0
V01565816,B737_4325,2023-11-07,1.7,"{'temp': '10.4°C', 'pressure': '964.9 hPa', 'vibrations': '1.2696959646521877 m/s²'}",0
V09722507,CRJ700_6685,2023-11-07,10.7,"{'temp': '7.9°C', 'pressure': '880.7 hPa', 'vibrations': '3.1639398840750066 m/s²'}",0
V00917212,B757_3406,2023-11-07,5.9,"{'temp': '-7.7°C', 'pressure': '1059.1 hPa', 'vibrations': '0.6073113032939775 m/s²'}",0
V09026309,A350_5847,2023-11-07,2.6,"{'temp': '7.7°C', 'pressure': '903.7 hPa', 'vibrations': '1.6656881971204203 m/s²'}",0
V00094931,B777_2675,2023-11-07,6.6,"{'temp': '5.6°C', 'pressure': '1002.7 hPa', 'vibrations': '0.13368263435880545 m/s²'}",0
V03913925,E175_6180,2023-11-07,7.4,"{'temp': '-8.3°C', 'pressure': '963.0 hPa', 'vibrations': '0.32828250510301415 m/s²'}",0
V09909851,B767_5913,2023-11-07,5.5,"{'temp': '-12.4°C', 'pressure': '926.4 hPa', 'vibrations': '1.0768506847449377 m/s²'}",1
V08303494,E175_4571,2023-11-07,1.2,"{'temp': '7.7°C', 'pressure': '1026.8 hPa', 'vibrations': '3.4292542766822476 m/s²'}",0
V03228400,B767_1923,2023-11-07,3.6,"{'temp': '8.4°C', 'pressure': '981.5 hPa', 'vibrations': '1.6283915458610132 m/s²'}",0
V01878640,A340_6409,2023-11-07,6.9,"{'temp': '4.7°C', 'pressure': '918.5 hPa', 'vibrations': '3.528933053451065 m/s²'}",2
