ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V08787011,CRJ700_2863,2024-06-09,4.6,"{'temp': '3.6°C', 'pressure': '977.4 hPa', 'vibrations': '2.930718271016861 m/s²'}",0
V02084993,A350_6031,2024-06-09,3.7,"{'temp': '5.7°C', 'pressure': '942.2 hPa', 'vibrations': '0.7872327077509406 m/s²'}",0
V00773966,B737_1117,2024-06-09,5.1,"{'temp': '-4.8°C', 'pressure': '950.3 hPa', 'vibrations': '3.2535550168184373 m/s²'}",0
V08762990,B747_0442,2024-06-09,8.2,"{'temp': '3.7°C', 'pressure': '937.4 hPa', 'vibrations': '1.1919702548317057 m/s²'}",0
V00967861,A321_0473,2024-06-09,2.5,"{'temp': '2.8°C', 'pressure': '985.8 hPa', 'vibrations': '3.848195972692141 m/s²'}",0
V08518804,CRJ700_6849,2024-06-09,4.6,"{'temp': '6.5°C', 'pressure': '945.5 hPa', 'vibrations': '3.4436012906793563 m/s²'}",0
V05627307,B747_2846,2024-06-09,4.4,"{'temp': '-1.5°C', 'pressure': '940.1 hPa', 'vibrations': '4.561271532052778 m/s²'}",0
V01526055,CRJ700_1002,2024-06-09,4.6,"{'temp': '-11.9°C', 'pressure': '934.9 hPa', 'vibrations': '0.9317131308812449 m/s²'}",0
V09329850,A350_2655,2024-06-09,5.9,"{'temp': '-8.5°C', 'pressure': '952.2 hPa', 'vibrations': '2.2134843793284382 m/s²'}",0
V00378590,A330_5146,2024-06-09,2.0,"{'temp': '-6.5°C', 'pressure': '1049.2 hPa', 'vibrations': '2.17591286378571 m/s²'}",0
V05430271,A350_4603,2024-06-09,2.6,"{'temp': '2.9°C', 'pressure': '900.1 hPa', 'vibrations': '4.242960706282799 m/s²'}",0
V06274185,A340_4940,2024-06-09,9.2,"{'temp': '-6.9°C', 'pressure': '1015.4 hPa', 'vibrations': '2.635997982047728 m/s²'}",0
V02387730,A350_6452,2024-06-09,7.6,"{'temp': '-21.3°C', 'pressure': '1009.1 hPa', 'vibrations': '0.09712379922028669 m/s²'}",1
V03335777,A380_3155,2024-06-09,5.8,"{'temp': '8.0°C', 'pressure': '890.3 hPa', 'vibrations': '4.355245390017075 m/s²'}",0
V06913696,B737_0789,2024-06-09,2.7,"{'temp': '-5.1°C', 'pressure': '895.2 hPa', 'vibrations': '0.7166847238406143 m/s²'}",0
V03282698,CRJ900_6738,2024-06-09,6.0,"{'temp': '-1.1°C', 'pressure': '975.8 hPa', 'vibrations': '0.6317044240884462 m/s²'}",0
V06116389,B767_4217,2024-06-09,3.9,"{'temp': '-11.4°C', 'pressure': '921.9 hPa', 'vibrations': '0.04154037912748876 m/s²'}",0
V09996157,A350_0643,2024-06-09,3.9,"{'temp': '7.7°C', 'pressure': '1034.9 hPa', 'vibrations': '3.401478181059449 m/s²'}",0
V07499682,A321_3707,2024-06-09,2.4,"{'temp': '1.0°C', 'pressure': '984.2 hPa', 'vibrations': '4.946324213084222 m/s²'}",0
V01649824,CRJ700_2189,2024-06-09,7.2,"{'temp': '7.2°C', 'pressure': '854.3 hPa', 'vibrations': '1.2183857169467256 m/s²'}",0
V05427570,CRJ900_3675,2024-06-09,7.8,"{'temp': '6.3°C', 'pressure': '954.7 hPa', 'vibrations': '4.012064271638441 m/s²'}",0
V09865413,E175_5586,2024-06-09,0.6,"{'temp': '-9.6°C', 'pressure': '932.7 hPa', 'vibrations': '2.4885365621451205 m/s²'}",0
V02962579,A320_2497,2024-06-09,1.3,"{'temp': '14.0°C', 'pressure': '914.6 hPa', 'vibrations': '3.1900549351253993 m/s²'}",0
V07280714,A340_3962,2024-06-09,5.3,"{'temp': '11.5°C', 'pressure': '918.4 hPa', 'vibrations': '4.39117198382119 m/s²'}",0
V09246986,E170_4215,2024-06-09,5.3,"{'temp': '-5.6°C', 'pressure': '896.9 hPa', 'vibrations': '3.2205680469657354 m/s²'}",0
V07596998,B757_0697,2024-06-09,3.5,"{'temp': '-7.4°C', 'pressure': '988.0 hPa', 'vibrations': '2.100737138823811 m/s²'}",0
V02286261,A320_1930,2024-06-09,3.0,"{'temp': '8.6°C', 'pressure': '991.2 hPa', 'vibrations': '3.103918040507944 m/s²'}",0
V04494748,A350_5987,2024-06-09,4.3,"{'temp': '10.3°C', 'pressure': '861.4 hPa', 'vibrations': '3.891416612114515 m/s²'}",0
V09571242,A340_2827,2024-06-09,3.8,"{'temp': '9.3°C', 'pressure': '973.3 hPa', 'vibrations': '3.9803327712465784 m/s²'}",1
V00797395,A321_0181,2024-06-09,7.1,"{'temp': '-3.2°C', 'pressure': '912.4 hPa', 'vibrations': '2.7968482061186246 m/s²'}",0
V09018583,B747_0472,2024-06-09,0.6,"{'temp': '-8.7°C', 'pressure': '876.1 hPa', 'vibrations': '0.6516892799722229 m/s²'}",0
V06601004,CRJ900_4042,2024-06-09,4.0,"{'temp': '-7.5°C', 'pressure': '961.6 hPa', 'vibrations': '2.3312096786837144 m/s²'}",0
V09391855,A320_4367,2024-06-09,0.6,"{'temp': '-7.5°C', 'pressure': '1053.8 hPa', 'vibrations': '4.367632893711804 m/s²'}",0
V06410391,B757_0375,2024-06-09,8.2,"{'temp': '-10.8°C', 'pressure': '772.2 hPa', 'vibrations': '4.871589041457604 m/s²'}",0
V03427840,A340_3887,2024-06-09,1.6,"{'temp': '-11.4°C', 'pressure': '858.7 hPa', 'vibrations': '0.36852379597082374 m/s²'}",0
V03344010,A340_6668,2024-06-09,3.2,"{'temp': '-1.6°C', 'pressure': '757.3 hPa', 'vibrations': '1.9550953440881713 m/s²'}",0
V07666852,A380_6878,2024-06-09,9.8,"{'temp': '-2.2°C', 'pressure': '966.5 hPa', 'vibrations': '2.4809624791442686 m/s²'}",0
V09055910,B757_6477,2024-06-09,7.1,"{'temp': '7.7°C', 'pressure': '952.7 hPa', 'vibrations': '4.599222066930557 m/s²'}",0
V09251915,A340_3214,2024-06-09,5.4,"{'temp': '0.1°C', 'pressure': '968.9 hPa', 'vibrations': '3.490251070884802 m/s²'}",0
V00302246,B737_1256,2024-06-09,4.6,"{'temp': '-7.3°C', 'pressure': '930.1 hPa', 'vibrations': '1.1238636471149466 m/s²'}",0
V07354269,E175_4558,2024-06-09,7.3,"{'temp': '-13.1°C', 'pressure': '1062.1 hPa', 'vibrations': '2.089225131303608 m/s²'}",1
V04227795,B777_0122,2024-06-09,2.6,"{'temp': '-12.9°C', 'pressure': '918.3 hPa', 'vibrations': '2.8503714083571112 m/s²'}",1
V05803351,CRJ900_3374,2024-06-09,0.6,"{'temp': '-7.7°C', 'pressure': '911.3 hPa', 'vibrations': '3.3540362511142607 m/s²'}",0
V08086211,A380_5199,2024-06-09,6.8,"{'temp': '-5.9°C', 'pressure': '1017.6 hPa', 'vibrations': '0.08385686067859943 m/s²'}",0
V03650753,A320_6242,2024-06-09,2.4,"{'temp': '3.9°C', 'pressure': '980.1 hPa', 'vibrations': '4.996702939888821 m/s²'}",0
V09460080,A340_4633,2024-06-09,4.8,"{'temp': '-2.8°C', 'pressure': '1040.9 hPa', 'vibrations': '0.44655708947217154 m/s²'}",0
V00444177,A340_1505,2024-06-09,2.0,"{'temp': '7.7°C', 'pressure': '993.1 hPa', 'vibrations': '1.8665531170839533 m/s²'}",0
V01062353,B737_0940,2024-06-09,5.9,"{'temp': '-11.9°C', 'pressure': '1032.3 hPa', 'vibrations': '0.07822029453356638 m/s²'}",0
