ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00777566,A350_6495,2024-06-08,6.9,"{'temp': '-15.0°C', 'pressure': '1022.9 hPa', 'vibrations': '3.9751322544339103 m/s²'}",1
V04141515,E175_2945,2024-06-08,7.6,"{'temp': '-5.7°C', 'pressure': '1004.6 hPa', 'vibrations': '0.4384008745206658 m/s²'}",0
V00323488,B777_3944,2024-06-08,5.3,"{'temp': '-1.6°C', 'pressure': '1017.9 hPa', 'vibrations': '0.08433020689135706 m/s²'}",0
V08802396,A350_3976,2024-06-08,5.0,"{'temp': '22.3°C', 'pressure': '966.1 hPa', 'vibrations': '1.977016460571817 m/s²'}",1
V09351624,CRJ900_3374,2024-06-08,6.8,"{'temp': '5.7°C', 'pressure': '992.1 hPa', 'vibrations': '2.026849542968158 m/s²'}",0
V01340765,A321_1460,2024-06-08,3.5,"{'temp': '21.6°C', 'pressure': '887.1 hPa', 'vibrations': '2.622976793170102 m/s²'}",1
V01013538,B777_4029,2024-06-08,4.7,"{'temp': '2.6°C', 'pressure': '971.4 hPa', 'vibrations': '3.6743950361366027 m/s²'}",0
V01156685,CRJ900_6319,2024-06-08,6.6,"{'temp': '-0.0°C', 'pressure': '870.9 hPa', 'vibrations': '0.6478819795692697 m/s²'}",0
V07942537,B747_6800,2024-06-08,2.7,"{'temp': '-5.1°C', 'pressure': '955.0 hPa', 'vibrations': '0.18408220380483342 m/s²'}",0
V06826899,B757_4595,2024-06-08,6.3,"{'temp': '28.8°C', 'pressure': '952.7 hPa', 'vibrations': '3.560683328533093 m/s²'}",1
V02503799,A350_6902,2024-06-08,5.1,"{'temp': '-11.7°C', 'pressure': '913.2 hPa', 'vibrations': '4.7105987678067205 m/s²'}",0
V07291101,CRJ700_4386,2024-06-08,5.7,"{'temp': '6.2°C', 'pressure': '959.9 hPa', 'vibrations': '4.095736729772624 m/s²'}",0
V01844534,B777_5812,2024-06-08,3.9,"{'temp': '-1.8°C', 'pressure': '952.4 hPa', 'vibrations': '4.347923246123241 m/s²'}",0
V04089373,A340_2793,2024-06-08,7.3,"{'temp': '16.2°C', 'pressure': '902.8 hPa', 'vibrations': '0.6981437154455022 m/s²'}",0
V05891077,B767_2790,2024-06-08,4.6,"{'temp': '14.7°C', 'pressure': '894.3 hPa', 'vibrations': '1.7832826361689236 m/s²'}",0
V09827019,A340_4940,2024-06-08,6.7,"{'temp': '14.5°C', 'pressure': '868.1 hPa', 'vibrations': '3.2323665806401465 m/s²'}",0
V00120173,B767_3878,2024-06-08,2.4,"{'temp': '-6.7°C', 'pressure': '902.8 hPa', 'vibrations': '1.2714744060351568 m/s²'}",0
V05967874,CRJ900_1993,2024-06-08,6.9,"{'temp': '7.1°C', 'pressure': '971.9 hPa', 'vibrations': '0.10474993787050246 m/s²'}",0
V05569300,A330_4856,2024-06-08,7.2,"{'temp': '9.0°C', 'pressure': '988.2 hPa', 'vibrations': '3.2343059333404063 m/s²'}",0
V03368659,A321_0181,2024-06-08,8.0,"{'temp': '6.6°C', 'pressure': '931.9 hPa', 'vibrations': '3.299717108704005 m/s²'}",0
V08803527,A350_1689,2024-06-08,3.9,"{'temp': '2.6°C', 'pressure': '1004.5 hPa', 'vibrations': '2.305677319777679 m/s²'}",0
V08377580,B777_3776,2024-06-08,1.6,"{'temp': '-0.4°C', 'pressure': '1003.4 hPa', 'vibrations': '0.3813919531213139 m/s²'}",0
V00777824,A380_0415,2024-06-08,3.6,"{'temp': '-15.9°C', 'pressure': '902.5 hPa', 'vibrations': '4.0862715033682315 m/s²'}",1
