ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09689548,B737_4369,2024-06-04,7.7,"{'temp': '9.5°C', 'pressure': '1009.2 hPa', 'vibrations': '2.202362908974206 m/s²'}",0
V08085793,A330_6095,2024-06-04,6.7,"{'temp': '2.2°C', 'pressure': '920.3 hPa', 'vibrations': '3.0127963837016836 m/s²'}",0
V00694712,E175_2805,2024-06-04,6.2,"{'temp': '-7.7°C', 'pressure': '873.2 hPa', 'vibrations': '0.6128689704836321 m/s²'}",0
V08102611,A350_3976,2024-06-04,5.3,"{'temp': '-0.2°C', 'pressure': '902.7 hPa', 'vibrations': '3.339683386633207 m/s²'}",0
V05051358,E175_2945,2024-06-04,4.1,"{'temp': '5.6°C', 'pressure': '952.8 hPa', 'vibrations': '0.16007932038840988 m/s²'}",0
V02794729,B777_4029,2024-06-04,6.9,"{'temp': '-0.6°C', 'pressure': '932.6 hPa', 'vibrations': '4.36785899124093 m/s²'}",0
V00522446,CRJ900_1943,2024-06-04,4.9,"{'temp': '-7.7°C', 'pressure': '962.8 hPa', 'vibrations': '4.914896025722417 m/s²'}",0
V04474980,A320_1930,2024-06-04,10.4,"{'temp': '10.9°C', 'pressure': '933.6 hPa', 'vibrations': '1.9039897417637035 m/s²'}",0
V01188885,E170_6353,2024-06-04,6.9,"{'temp': '-2.2°C', 'pressure': '980.7 hPa', 'vibrations': '1.2345734030927824 m/s²'}",0
V04261163,CRJ900_6738,2024-06-04,4.8,"{'temp': '3.1°C', 'pressure': '1035.7 hPa', 'vibrations': '3.4761245761523405 m/s²'}",0
V08077554,A330_2237,2024-06-04,2.2,"{'temp': '3.9°C', 'pressure': '1078.8 hPa', 'vibrations': '4.640306225650446 m/s²'}",0
V03716740,E170_2943,2024-06-04,5.8,"{'temp': '7.6°C', 'pressure': '927.8 hPa', 'vibrations': '2.6658174364834606 m/s²'}",0
V01631603,E170_2583,2024-06-04,4.5,"{'temp': '0.9°C', 'pressure': '909.1 hPa', 'vibrations': '2.516196151956281 m/s²'}",0
V06130120,B737_1936,2024-06-04,0.6,"{'temp': '18.8°C', 'pressure': '966.1 hPa', 'vibrations': '0.42895065370538943 m/s²'}",0
V05554052,A340_1505,2024-06-04,3.6,"{'temp': '12.0°C', 'pressure': '873.3 hPa', 'vibrations': '0.31599599073731943 m/s²'}",0
V07844710,A321_1460,2024-06-04,8.3,"{'temp': '8.7°C', 'pressure': '934.1 hPa', 'vibrations': '1.0095337832523865 m/s²'}",0
V01618630,A380_0594,2024-06-04,8.5,"{'temp': '2.9°C', 'pressure': '1011.7 hPa', 'vibrations': '3.3424022640733253 m/s²'}",0
V07050444,B747_2389,2024-06-04,4.2,"{'temp': '17.9°C', 'pressure': '1036.2 hPa', 'vibrations': '1.6240580449906745 m/s²'}",0
V06584722,A380_3162,2024-06-04,5.5,"{'temp': '10.4°C', 'pressure': '958.5 hPa', 'vibrations': '3.5133567706264084 m/s²'}",0
V06601952,E170_5551,2024-06-04,5.3,"{'temp': '-6.1°C', 'pressure': '920.9 hPa', 'vibrations': '1.1598209971147333 m/s²'}",0
V09596387,A330_6708,2024-06-04,4.0,"{'temp': '-11.2°C', 'pressure': '972.1 hPa', 'vibrations': '0.1422212620319674 m/s²'}",0
V01756275,B747_0472,2024-06-04,1.2,"{'temp': '2.2°C', 'pressure': '967.6 hPa', 'vibrations': '3.598317284197838 m/s²'}",0
V04907244,A330_4129,2024-06-04,4.8,"{'temp': '1.2°C', 'pressure': '938.6 hPa', 'vibrations': '3.739337531910423 m/s²'}",0
V05368435,B737_2262,2024-06-04,7.9,"{'temp': '9.3°C', 'pressure': '1025.0 hPa', 'vibrations': '2.7847760703759175 m/s²'}",0
V06961892,B747_4659,2024-06-04,3.3,"{'temp': '3.0°C', 'pressure': '944.3 hPa', 'vibrations': '2.5305506623595155 m/s²'}",0
V01547021,A320_6493,2024-06-04,2.4,"{'temp': '6.5°C', 'pressure': '940.7 hPa', 'vibrations': '2.6061710789105383 m/s²'}",0
V06151343,B767_4965,2024-06-04,5.8,"{'temp': '-13.9°C', 'pressure': '933.9 hPa', 'vibrations': '4.9345911833572735 m/s²'}",1
V00373105,B747_4824,2024-06-04,8.7,"{'temp': '20.7°C', 'pressure': '956.8 hPa', 'vibrations': '3.7573988779929457 m/s²'}",1
V07037970,A380_0710,2024-06-04,5.9,"{'temp': '-4.6°C', 'pressure': '929.3 hPa', 'vibrations': '3.821667840917719 m/s²'}",0
V07783242,B757_2908,2024-06-04,5.1,"{'temp': '-24.7°C', 'pressure': '927.4 hPa', 'vibrations': '1.4182403047010295 m/s²'}",1
V04345620,A321_1968,2024-06-04,9.7,"{'temp': '-0.8°C', 'pressure': '1080.1 hPa', 'vibrations': '4.230231661289351 m/s²'}",0
V05590224,E170_4783,2024-06-04,5.5,"{'temp': '9.4°C', 'pressure': '917.4 hPa', 'vibrations': '3.8131773228248416 m/s²'}",0
V00364123,CRJ900_4821,2024-06-04,3.4,"{'temp': '16.7°C', 'pressure': '928.0 hPa', 'vibrations': '4.12686374761271 m/s²'}",0
V05090845,CRJ700_0969,2024-06-04,7.6,"{'temp': '16.5°C', 'pressure': '911.6 hPa', 'vibrations': '3.8509802636997374 m/s²'}",0
V03364448,B777_0122,2024-06-04,5.3,"{'temp': '2.3°C', 'pressure': '973.7 hPa', 'vibrations': '3.761385434649914 m/s²'}",0
V00155519,A340_3614,2024-06-04,6.8,"{'temp': '11.0°C', 'pressure': '869.2 hPa', 'vibrations': '3.6987783708648196 m/s²'}",0
V06818877,B747_5273,2024-06-04,3.6,"{'temp': '-7.8°C', 'pressure': '922.1 hPa', 'vibrations': '4.104994330228386 m/s²'}",0
V05110639,A350_4789,2024-06-04,4.0,"{'temp': '9.2°C', 'pressure': '930.7 hPa', 'vibrations': '1.2818474044562267 m/s²'}",0
V03006727,B767_5501,2024-06-04,7.2,"{'temp': '-0.5°C', 'pressure': '931.6 hPa', 'vibrations': '4.820147563624561 m/s²'}",0
V05029166,A350_4039,2024-06-04,4.8,"{'temp': '-4.4°C', 'pressure': '973.2 hPa', 'vibrations': '0.3435789531196476 m/s²'}",0
V00849891,A320_2497,2024-06-04,7.3,"{'temp': '2.9°C', 'pressure': '974.9 hPa', 'vibrations': '4.104927536132722 m/s²'}",0
V02049680,E175_5586,2024-06-04,4.6,"{'temp': '10.1°C', 'pressure': '991.1 hPa', 'vibrations': '4.417740108840112 m/s²'}",0
V06981411,CRJ700_2863,2024-06-04,5.0,"{'temp': '10.1°C', 'pressure': '889.6 hPa', 'vibrations': '1.2324548620068905 m/s²'}",0
V02068934,A340_6933,2024-06-04,5.8,"{'temp': '0.4°C', 'pressure': '906.7 hPa', 'vibrations': '2.6614543487735505 m/s²'}",0
V03315272,B747_5923,2024-06-04,3.8,"{'temp': '-7.1°C', 'pressure': '937.3 hPa', 'vibrations': '3.962487449456054 m/s²'}",0
V06768236,B747_1988,2024-06-04,3.3,"{'temp': '-2.8°C', 'pressure': '894.5 hPa', 'vibrations': '2.140715850277916 m/s²'}",0
V06431541,A340_3962,2024-06-04,5.0,"{'temp': '-7.2°C', 'pressure': '899.8 hPa', 'vibrations': '4.804369291130363 m/s²'}",0
V09985804,CRJ700_4386,2024-06-04,4.6,"{'temp': '4.1°C', 'pressure': '942.4 hPa', 'vibrations': '1.7199636957457303 m/s²'}",0
V06301893,A380_2017,2024-06-04,3.8,"{'temp': '-1.6°C', 'pressure': '982.2 hPa', 'vibrations': '4.849569660535195 m/s²'}",0
V04938486,A320_6678,2024-06-04,2.0,"{'temp': '13.9°C', 'pressure': '890.3 hPa', 'vibrations': '1.9978278136993106 m/s²'}",0
V06106198,B757_4595,2024-06-04,3.7,"{'temp': '-20.9°C', 'pressure': '905.9 hPa', 'vibrations': '2.970310464767832 m/s²'}",1
