ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03299176,E175_4558,2024-06-07,3.3,"{'temp': '3.6°C', 'pressure': '903.2 hPa', 'vibrations': '2.3644307979229238 m/s²'}",0
V01865907,A380_3162,2024-06-07,2.7,"{'temp': '-5.2°C', 'pressure': '964.7 hPa', 'vibrations': '0.9927223625796083 m/s²'}",0
V07037671,A350_0643,2024-06-07,10.7,"{'temp': '1.0°C', 'pressure': '930.9 hPa', 'vibrations': '3.5488875747064395 m/s²'}",0
V06819133,A320_6678,2024-06-07,3.6,"{'temp': '-10.2°C', 'pressure': '912.7 hPa', 'vibrations': '2.5547721672981334 m/s²'}",0
V06963467,A330_4856,2024-06-07,7.6,"{'temp': '12.1°C', 'pressure': '969.8 hPa', 'vibrations': '2.760813524175952 m/s²'}",0
V04814219,A380_0710,2024-06-07,5.0,"{'temp': '0.7°C', 'pressure': '933.9 hPa', 'vibrations': '2.5998462327807297 m/s²'}",0
V03512175,CRJ700_2189,2024-06-07,3.9,"{'temp': '4.0°C', 'pressure': '965.1 hPa', 'vibrations': '1.3952387743481713 m/s²'}",0
V05354226,B767_2790,2024-06-07,7.4,"{'temp': '6.0°C', 'pressure': '883.6 hPa', 'vibrations': '1.6639965169861748 m/s²'}",0
V03018891,B737_2262,2024-06-07,1.9,"{'temp': '2.2°C', 'pressure': '1015.1 hPa', 'vibrations': '3.5124129652716887 m/s²'}",0
V01637311,B737_1256,2024-06-07,4.5,"{'temp': '-3.8°C', 'pressure': '945.1 hPa', 'vibrations': '1.5199775279331862 m/s²'}",0
V02159063,A330_4046,2024-06-07,3.4,"{'temp': '-6.2°C', 'pressure': '1047.4 hPa', 'vibrations': '1.5288130053629245 m/s²'}",0
V07971245,A350_1689,2024-06-07,6.5,"{'temp': '1.1°C', 'pressure': '919.3 hPa', 'vibrations': '2.6863755585065 m/s²'}",0
V08669769,CRJ700_0545,2024-06-07,5.7,"{'temp': '-13.0°C', 'pressure': '879.2 hPa', 'vibrations': '3.9886776312969463 m/s²'}",1
V08478998,B757_0375,2024-06-07,1.4,"{'temp': '-2.4°C', 'pressure': '990.4 hPa', 'vibrations': '2.344364510408172 m/s²'}",0
V03655645,B777_3000,2024-06-07,6.7,"{'temp': '-21.0°C', 'pressure': '892.4 hPa', 'vibrations': '4.556860433114621 m/s²'}",1
V03053284,B777_4962,2024-06-07,2.3,"{'temp': '1.2°C', 'pressure': '960.3 hPa', 'vibrations': '0.5109151430800052 m/s²'}",0
V07658832,A380_4294,2024-06-07,5.5,"{'temp': '-0.7°C', 'pressure': '984.0 hPa', 'vibrations': '2.8835304261431425 m/s²'}",0
V05018519,B777_6740,2024-06-07,5.3,"{'temp': '5.9°C', 'pressure': '1009.2 hPa', 'vibrations': '0.8810609069128367 m/s²'}",0
V05194752,B757_6092,2024-06-07,3.4,"{'temp': '-10.1°C', 'pressure': '930.0 hPa', 'vibrations': '0.7095211678906743 m/s²'}",0
V02655736,E170_5551,2024-06-07,0.6,"{'temp': '-13.7°C', 'pressure': '903.6 hPa', 'vibrations': '4.332326433679554 m/s²'}",1
V03789877,CRJ700_2988,2024-06-07,7.6,"{'temp': '-0.8°C', 'pressure': '951.4 hPa', 'vibrations': '0.0945269483772393 m/s²'}",0
V02432443,A321_3033,2024-06-07,2.7,"{'temp': '4.3°C', 'pressure': '1014.8 hPa', 'vibrations': '0.0479090656186143 m/s²'}",0
V09993913,B747_5923,2024-06-07,10.4,"{'temp': '-3.3°C', 'pressure': '957.1 hPa', 'vibrations': '1.712700438189484 m/s²'}",0
V06340155,B737_0616,2024-06-07,6.1,"{'temp': '-4.0°C', 'pressure': '962.7 hPa', 'vibrations': '0.29956559807921224 m/s²'}",0
V09094864,A321_0181,2024-06-07,4.5,"{'temp': '2.0°C', 'pressure': '975.0 hPa', 'vibrations': '2.942307360321161 m/s²'}",0
V04669295,B757_6477,2024-06-07,0.6,"{'temp': '26.9°C', 'pressure': '994.1 hPa', 'vibrations': '0.6505180275348349 m/s²'}",1
V09919400,A340_3214,2024-06-07,7.3,"{'temp': '-21.8°C', 'pressure': '959.5 hPa', 'vibrations': '0.14412962690489528 m/s²'}",1
V09704478,A350_3976,2024-06-07,5.2,"{'temp': '-5.5°C', 'pressure': '934.9 hPa', 'vibrations': '4.875769609987974 m/s²'}",0
V01221334,CRJ900_3675,2024-06-07,9.9,"{'temp': '-12.9°C', 'pressure': '956.1 hPa', 'vibrations': '0.7864474348829031 m/s²'}",1
V02203800,A350_6031,2024-06-07,11.0,"{'temp': '-8.6°C', 'pressure': '1005.3 hPa', 'vibrations': '4.746322840281766 m/s²'}",0
V08002457,CRJ700_3699,2024-06-07,5.4,"{'temp': '0.7°C', 'pressure': '891.9 hPa', 'vibrations': '3.8312813364072067 m/s²'}",0
V08014357,CRJ700_3108,2024-06-07,0.6,"{'temp': '5.1°C', 'pressure': '907.7 hPa', 'vibrations': '2.3787088741485976 m/s²'}",0
V07960136,A321_6807,2024-06-07,2.8,"{'temp': '-11.0°C', 'pressure': '899.2 hPa', 'vibrations': '1.8345160273195782 m/s²'}",0
V03418889,A350_6092,2024-06-07,5.9,"{'temp': '8.5°C', 'pressure': '981.2 hPa', 'vibrations': '3.3334406752084824 m/s²'}",0
V00185589,A330_3411,2024-06-07,5.6,"{'temp': '-2.4°C', 'pressure': '999.6 hPa', 'vibrations': '1.786404218634543 m/s²'}",0
V03408422,CRJ700_3181,2024-06-07,2.4,"{'temp': '14.1°C', 'pressure': '918.8 hPa', 'vibrations': '1.2886125537408084 m/s²'}",0
V09402919,E170_5551,2024-06-07,7.6,"{'temp': '-2.5°C', 'pressure': '932.5 hPa', 'vibrations': '0.8048907276903339 m/s²'}",0
V02806027,CRJ900_6319,2024-06-07,3.0,"{'temp': '5.1°C', 'pressure': '961.9 hPa', 'vibrations': '4.812919274470968 m/s²'}",0
V00443049,A330_1199,2024-06-07,5.6,"{'temp': '-5.7°C', 'pressure': '928.7 hPa', 'vibrations': '3.7293303914323688 m/s²'}",0
V03945543,E170_6353,2024-06-07,9.9,"{'temp': '-12.4°C', 'pressure': '918.2 hPa', 'vibrations': '3.5682327917092573 m/s²'}",1
V02164530,B747_4659,2024-06-07,4.3,"{'temp': '13.2°C', 'pressure': '870.8 hPa', 'vibrations': '2.829031213699003 m/s²'}",0
V08674977,CRJ900_3749,2024-06-07,4.3,"{'temp': '-2.5°C', 'pressure': '1036.8 hPa', 'vibrations': '1.2176391566257765 m/s²'}",0
V00215518,B767_2417,2024-06-07,5.3,"{'temp': '-19.0°C', 'pressure': '940.9 hPa', 'vibrations': '2.291639737826061 m/s²'}",1
V06109512,A321_5206,2024-06-07,2.8,"{'temp': '-8.1°C', 'pressure': '945.9 hPa', 'vibrations': '3.5034211046933823 m/s²'}",0
V03387419,A340_1047,2024-06-07,5.9,"{'temp': '8.4°C', 'pressure': '934.6 hPa', 'vibrations': '2.19964943521675 m/s²'}",0
V00474251,B777_5397,2024-06-07,7.2,"{'temp': '10.5°C', 'pressure': '1015.3 hPa', 'vibrations': '3.4919695317618302 m/s²'}",0
V07243403,A321_1458,2024-06-07,4.2,"{'temp': '-16.3°C', 'pressure': '949.4 hPa', 'vibrations': '0.9905059905096819 m/s²'}",1
V01226538,A321_1968,2024-06-07,4.2,"{'temp': '-7.9°C', 'pressure': '952.4 hPa', 'vibrations': '1.1162188621148783 m/s²'}",0
V07026445,A340_2793,2024-06-07,7.1,"{'temp': '-3.5°C', 'pressure': '972.3 hPa', 'vibrations': '1.6914148564859766 m/s²'}",0
V04787275,E175_5414,2024-06-07,5.1,"{'temp': '-8.7°C', 'pressure': '932.6 hPa', 'vibrations': '1.0559940242969463 m/s²'}",0
V01626798,A340_1505,2024-06-07,7.8,"{'temp': '-8.3°C', 'pressure': '981.0 hPa', 'vibrations': '3.7753973478567597 m/s²'}",0
V01195022,A330_2237,2024-06-07,4.3,"{'temp': '8.8°C', 'pressure': '924.6 hPa', 'vibrations': '3.4437266432730196 m/s²'}",0
V00138804,B767_0906,2024-06-07,0.7,"{'temp': '15.8°C', 'pressure': '876.4 hPa', 'vibrations': '0.9810514498575751 m/s²'}",0
V00392019,B767_5501,2024-06-07,1.6,"{'temp': '-5.0°C', 'pressure': '960.5 hPa', 'vibrations': '2.297108585211109 m/s²'}",0
V09369915,B747_4007,2024-06-07,9.1,"{'temp': '7.8°C', 'pressure': '926.1 hPa', 'vibrations': '1.3193571594292512 m/s²'}",0
V09113545,A350_6452,2024-06-07,3.6,"{'temp': '-6.3°C', 'pressure': '931.9 hPa', 'vibrations': '4.726200534766913 m/s²'}",0
V01300525,A380_6283,2024-06-07,4.5,"{'temp': '-2.3°C', 'pressure': '997.6 hPa', 'vibrations': '3.7164456068166456 m/s²'}",0
V04120343,A330_6095,2024-06-07,5.6,"{'temp': '11.4°C', 'pressure': '851.9 hPa', 'vibrations': '3.1235170602972024 m/s²'}",0
V03518066,CRJ900_1993,2024-06-07,5.8,"{'temp': '-2.2°C', 'pressure': '1041.5 hPa', 'vibrations': '4.442761764490179 m/s²'}",0
