ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00742572,A330_2602,2024-06-02,11.8,"{'temp': '12.2°C', 'pressure': '931.8 hPa', 'vibrations': '0.7713919029364058 m/s²'}",1
V03068133,CRJ900_1993,2024-06-02,4.3,"{'temp': '-0.8°C', 'pressure': '889.4 hPa', 'vibrations': '0.6274437152384305 m/s²'}",0
V01629781,B777_5688,2024-06-02,8.1,"{'temp': '4.5°C', 'pressure': '928.4 hPa', 'vibrations': '4.336721939941646 m/s²'}",0
V01412177,E175_4082,2024-06-02,4.4,"{'temp': '-6.0°C', 'pressure': '926.3 hPa', 'vibrations': '0.1289597809474624 m/s²'}",0
V01361835,E170_0081,2024-06-02,5.7,"{'temp': '-2.1°C', 'pressure': '988.5 hPa', 'vibrations': '2.69463465069133 m/s²'}",1
V06478671,A380_0594,2024-06-02,3.5,"{'temp': '4.5°C', 'pressure': '929.7 hPa', 'vibrations': '3.8820547316880853 m/s²'}",0
V07542081,E175_6729,2024-06-02,6.0,"{'temp': '11.9°C', 'pressure': '925.5 hPa', 'vibrations': '3.3242793105027086 m/s²'}",0
V01256609,A340_2793,2024-06-02,5.5,"{'temp': '-11.9°C', 'pressure': '903.9 hPa', 'vibrations': '0.8437004655859026 m/s²'}",0
V03247079,B757_2908,2024-06-02,5.8,"{'temp': '8.4°C', 'pressure': '945.0 hPa', 'vibrations': '4.167307004605548 m/s²'}",0
V06414465,A350_0643,2024-06-02,5.0,"{'temp': '8.1°C', 'pressure': '894.3 hPa', 'vibrations': '0.8223449547775424 m/s²'}",0
V09443852,B737_0616,2024-06-02,0.6,"{'temp': '-7.8°C', 'pressure': '864.0 hPa', 'vibrations': '2.0858754093832195 m/s²'}",0
V03632700,B747_4211,2024-06-02,8.0,"{'temp': '-8.4°C', 'pressure': '954.2 hPa', 'vibrations': '4.212268701563983 m/s²'}",0
V07772916,A320_6731,2024-06-02,4.3,"{'temp': '6.5°C', 'pressure': '968.4 hPa', 'vibrations': '2.1689274743766243 m/s²'}",0
V08709900,A320_6242,2024-06-02,1.8,"{'temp': '12.6°C', 'pressure': '865.2 hPa', 'vibrations': '3.3305039080747028 m/s²'}",0
V09911367,A380_4294,2024-06-02,7.2,"{'temp': '3.1°C', 'pressure': '915.0 hPa', 'vibrations': '3.107744000538924 m/s²'}",0
V09317154,B747_4659,2024-06-02,0.6,"{'temp': '-2.9°C', 'pressure': '956.1 hPa', 'vibrations': '1.297831307345917 m/s²'}",0
V06787760,A380_3162,2024-06-02,5.6,"{'temp': '-4.3°C', 'pressure': '980.6 hPa', 'vibrations': '3.8198722989617595 m/s²'}",0
V02548469,B757_6477,2024-06-02,5.7,"{'temp': '-2.7°C', 'pressure': '983.6 hPa', 'vibrations': '1.4865739994161853 m/s²'}",0
V01981346,B747_4152,2024-06-02,4.9,"{'temp': '2.5°C', 'pressure': '959.7 hPa', 'vibrations': '2.57530771607444 m/s²'}",0
V07487588,A320_3521,2024-06-02,0.6,"{'temp': '3.7°C', 'pressure': '903.1 hPa', 'vibrations': '0.9415680507830165 m/s²'}",0
V08048016,B747_4007,2024-06-02,6.3,"{'temp': '6.7°C', 'pressure': '983.0 hPa', 'vibrations': '3.173507243818179 m/s²'}",0
V02022424,E170_6723,2024-06-02,9.1,"{'temp': '-8.3°C', 'pressure': '889.2 hPa', 'vibrations': '1.4385970515806334 m/s²'}",0
V05466029,B737_1524,2024-06-02,6.0,"{'temp': '6.1°C', 'pressure': '923.1 hPa', 'vibrations': '0.14485567966298019 m/s²'}",0
V08381968,A350_2804,2024-06-02,2.7,"{'temp': '-7.5°C', 'pressure': '955.9 hPa', 'vibrations': '4.485846437506881 m/s²'}",0
V03649246,B777_4962,2024-06-02,5.6,"{'temp': '12.8°C', 'pressure': '928.9 hPa', 'vibrations': '2.8227084935909383 m/s²'}",0
V08282070,CRJ700_1002,2024-06-02,1.0,"{'temp': '-1.9°C', 'pressure': '1000.6 hPa', 'vibrations': '4.735456041552412 m/s²'}",0
V04037217,A321_4232,2024-06-02,6.6,"{'temp': '-16.7°C', 'pressure': '957.1 hPa', 'vibrations': '3.201794573263931 m/s²'}",1
V09869941,B777_3944,2024-06-02,10.4,"{'temp': '3.1°C', 'pressure': '943.7 hPa', 'vibrations': '1.4743385707240448 m/s²'}",1
V03834833,E170_6913,2024-06-02,6.2,"{'temp': '-1.7°C', 'pressure': '956.7 hPa', 'vibrations': '0.5645504255134037 m/s²'}",0
V07480208,CRJ900_3675,2024-06-02,3.4,"{'temp': '-7.1°C', 'pressure': '1053.1 hPa', 'vibrations': '0.17726046101126103 m/s²'}",0
V00477759,A340_6943,2024-06-02,4.8,"{'temp': '3.2°C', 'pressure': '957.8 hPa', 'vibrations': '2.532262850171441 m/s²'}",0
V02930702,A330_4686,2024-06-02,5.1,"{'temp': '-8.5°C', 'pressure': '925.2 hPa', 'vibrations': '2.1402589263899765 m/s²'}",0
V06422209,E175_3843,2024-06-02,7.3,"{'temp': '-8.0°C', 'pressure': '1040.3 hPa', 'vibrations': '1.2843916424588335 m/s²'}",0
V04107192,CRJ700_6943,2024-06-02,7.9,"{'temp': '-13.9°C', 'pressure': '963.5 hPa', 'vibrations': '0.45608767523149574 m/s²'}",1
V00614887,A330_3548,2024-06-02,1.2,"{'temp': '8.2°C', 'pressure': '905.9 hPa', 'vibrations': '2.1511054212156973 m/s²'}",0
V06548316,A321_0181,2024-06-02,6.1,"{'temp': '2.1°C', 'pressure': '1038.6 hPa', 'vibrations': '0.5236160966425046 m/s²'}",0
V08603436,B737_0940,2024-06-02,3.6,"{'temp': '-5.6°C', 'pressure': '879.2 hPa', 'vibrations': '1.1941292015226768 m/s²'}",0
V09764993,B757_4533,2024-06-02,4.5,"{'temp': '-3.1°C', 'pressure': '944.2 hPa', 'vibrations': '0.10393012355558617 m/s²'}",0
V04074377,A320_1930,2024-06-02,7.9,"{'temp': '3.6°C', 'pressure': '978.0 hPa', 'vibrations': '0.1257234297668064 m/s²'}",0
V02890494,E175_5586,2024-06-02,6.9,"{'temp': '14.1°C', 'pressure': '1005.6 hPa', 'vibrations': '1.8971597669557099 m/s²'}",0
V00311367,B737_2975,2024-06-02,2.8,"{'temp': '-9.2°C', 'pressure': '988.0 hPa', 'vibrations': '2.871237715096768 m/s²'}",0
V03565329,A340_2827,2024-06-02,3.9,"{'temp': '4.4°C', 'pressure': '1004.5 hPa', 'vibrations': '4.3857692665756245 m/s²'}",0
V06481484,A350_4789,2024-06-02,3.5,"{'temp': '4.8°C', 'pressure': '879.0 hPa', 'vibrations': '1.800780053405862 m/s²'}",0
V09447011,E175_6879,2024-06-02,6.6,"{'temp': '0.6°C', 'pressure': '918.4 hPa', 'vibrations': '4.411713998856753 m/s²'}",0
V09482904,B767_2368,2024-06-02,3.5,"{'temp': '5.5°C', 'pressure': '994.1 hPa', 'vibrations': '4.435337601661461 m/s²'}",0
V00059310,A330_4856,2024-06-02,8.8,"{'temp': '12.7°C', 'pressure': '943.9 hPa', 'vibrations': '4.528158924595234 m/s²'}",0
V09608237,CRJ900_4821,2024-06-02,2.8,"{'temp': '8.0°C', 'pressure': '936.8 hPa', 'vibrations': '4.661005186697576 m/s²'}",1
V03887233,A380_0178,2024-06-02,9.2,"{'temp': '18.6°C', 'pressure': '914.4 hPa', 'vibrations': '1.6765254386711965 m/s²'}",0
V03324901,A340_6933,2024-06-02,5.2,"{'temp': '-5.8°C', 'pressure': '927.8 hPa', 'vibrations': '2.959526780812614 m/s²'}",0
V09628538,CRJ700_2988,2024-06-02,7.9,"{'temp': '-6.1°C', 'pressure': '906.0 hPa', 'vibrations': '0.5924007786371349 m/s²'}",0
V02788505,A350_5568,2024-06-02,1.7,"{'temp': '-2.1°C', 'pressure': '910.8 hPa', 'vibrations': '2.400416706609136 m/s²'}",0
V00182650,A380_6924,2024-06-02,6.9,"{'temp': '-16.7°C', 'pressure': '987.1 hPa', 'vibrations': '0.44643993815223937 m/s²'}",1
V00315208,A321_3707,2024-06-02,4.0,"{'temp': '4.5°C', 'pressure': '936.4 hPa', 'vibrations': '0.8065734511733375 m/s²'}",0
V06531875,CRJ900_4042,2024-06-02,0.6,"{'temp': '-1.0°C', 'pressure': '1026.6 hPa', 'vibrations': '3.8862206146177702 m/s²'}",0
V08463212,A330_6573,2024-06-02,2.9,"{'temp': '2.6°C', 'pressure': '962.9 hPa', 'vibrations': '0.6279787599599118 m/s²'}",0
V04021787,A380_5199,2024-06-02,6.2,"{'temp': '1.3°C', 'pressure': '991.2 hPa', 'vibrations': '2.6697111799684654 m/s²'}",0
V09024946,B757_1844,2024-06-02,2.1,"{'temp': '2.1°C', 'pressure': '906.1 hPa', 'vibrations': '0.4389734155911845 m/s²'}",0
V08808415,A340_4662,2024-06-02,10.5,"{'temp': '5.0°C', 'pressure': '941.6 hPa', 'vibrations': '3.485781922135514 m/s²'}",0
V03575726,A340_4021,2024-06-02,9.3,"{'temp': '-10.4°C', 'pressure': '922.8 hPa', 'vibrations': '2.502658503873236 m/s²'}",0
V01602497,A340_1505,2024-06-02,5.2,"{'temp': '-7.0°C', 'pressure': '898.2 hPa', 'vibrations': '0.7505893090618393 m/s²'}",0
V01068652,E170_3927,2024-06-02,6.1,"{'temp': '0.4°C', 'pressure': '865.4 hPa', 'vibrations': '4.6080981801396685 m/s²'}",0
V02245014,A380_3155,2024-06-02,2.9,"{'temp': '-4.7°C', 'pressure': '928.5 hPa', 'vibrations': '4.092395273456538 m/s²'}",0
V07835166,CRJ700_1442,2024-06-02,5.1,"{'temp': '-0.0°C', 'pressure': '957.3 hPa', 'vibrations': '1.665695383945562 m/s²'}",3
V02818045,B757_0697,2024-06-02,3.7,"{'temp': '4.7°C', 'pressure': '951.5 hPa', 'vibrations': '3.7858781957417813 m/s²'}",0
V09092482,B747_5273,2024-06-02,8.7,"{'temp': '-3.2°C', 'pressure': '1035.5 hPa', 'vibrations': '0.7331107365806583 m/s²'}",0
V01941224,A330_2982,2024-06-02,12.1,"{'temp': '22.4°C', 'pressure': '961.4 hPa', 'vibrations': '2.7961754688925837 m/s²'}",1
V03152252,B747_2389,2024-06-02,3.6,"{'temp': '8.8°C', 'pressure': '914.3 hPa', 'vibrations': '0.2659422594512151 m/s²'}",0
V09795782,A330_4129,2024-06-02,1.5,"{'temp': '-1.4°C', 'pressure': '872.1 hPa', 'vibrations': '2.358621203506259 m/s²'}",0
V07678580,B747_2846,2024-06-02,8.6,"{'temp': '-5.3°C', 'pressure': '866.8 hPa', 'vibrations': '0.32972090537519483 m/s²'}",0
V06477218,B757_4595,2024-06-02,4.7,"{'temp': '-15.8°C', 'pressure': '967.0 hPa', 'vibrations': '0.5322723736683688 m/s²'}",1
V03133569,B737_1256,2024-06-02,6.4,"{'temp': '-6.4°C', 'pressure': '966.1 hPa', 'vibrations': '3.600632348965733 m/s²'}",0
V01537338,E170_2943,2024-06-02,6.4,"{'temp': '-18.3°C', 'pressure': '973.3 hPa', 'vibrations': '2.0827694406743524 m/s²'}",1
V01318087,A350_6495,2024-06-02,5.9,"{'temp': '2.8°C', 'pressure': '949.4 hPa', 'vibrations': '3.029759269497611 m/s²'}",0
V04468315,B777_3776,2024-06-02,1.3,"{'temp': '-6.0°C', 'pressure': '925.1 hPa', 'vibrations': '2.2291476661216194 m/s²'}",0
