ref_compo,categorie,aero,desc,lifespan,taux_usure_actuel,cout
REAE175-E175_6334-0,Composants Critiques,E175_6334,Réacteur gauche,11950,44.47635000000002,19845
REAE175-E175_6334-1,Composants Critiques,E175_6334,Réacteur droit,14014,75.17870200000002,17416
SYSE175-E175_6334-2,Composants Critiques,E175_6334,Système de navigation,12519,53.485167000000004,16184
ORDE175-E175_6334-3,Composants Critiques,E175_6334,Ordinateur de vol,11612,21.783115999999996,18574
AUTE175-E175_6334-4,Composants Critiques,E175_6334,Autopilote,10655,49.24141500000001,18769
SYSE175-E175_6334-5,Composants Critiques,E175_6334,Système de contrôle de vol,14817,23.736681,19328
RADE175-E175_6334-6,Composants Critiques,E175_6334,Radar météorologique,11392,32.630655999999995,18424
SYSE175-E175_6334-7,Composants Critiques,E175_6334,Système de communication radio,13735,59.715855,16827
SYSE175-E175_6334-8,Composants Critiques,E175_6334,Système de gestion de carburant,10158,30.108494000000007,19628
SYSE175-E175_6334-9,Composants Critiques,E175_6334,Système d'alerte de proximité au sol (GPWS),10474,55.85548199999999,17009
SYSE175-E175_6334-10,Composants Critiques,E175_6334,Système de commande des gaz,10195,54.44263500000001,17283
UNIE175-E175_6334-11,Composants Critiques,E175_6334,Unité de gestion de l'air,10141,28.058213,18452
SYSE175-E175_6334-12,Composants Critiques,E175_6334,Système de gestion électrique,10219,28.501266999999995,19476
SYSE175-E175_6334-13,Composants Critiques,E175_6334,Système d'atterrissage automatique,13906,40.699858,16052
SYSE175-E175_6334-14,Composants Critiques,E175_6334,Système de surveillance du trafic aérien,10602,37.738186000000006,19732
SYSE175-E175_6334-15,Composants Majeurs,E175_6334,Système hydraulique principal,13527,54.747711,11311
GENE175-E175_6334-16,Composants Majeurs,E175_6334,Générateur électrique,12651,62.14264300000001,12119
TRAE175-E175_6334-17,Composants Majeurs,E175_6334,Train d'atterrissage principal,12237,59.608741000000016,12977
TRAE175-E175_6334-18,Composants Majeurs,E175_6334,Train d'atterrissage avant,12260,22.076180000000004,10146
SYSE175-E175_6334-19,Composants Majeurs,E175_6334,Système anti-givre,13273,59.90468900000002,10559
AILE175-E175_6334-20,Composants Majeurs,E175_6334,Ailerons,10026,68.01101799999999,10133
EMPE175-E175_6334-21,Composants Majeurs,E175_6334,Empennage,11349,28.709357,12118
FLAE175-E175_6334-22,Composants Majeurs,E175_6334,Flaps,14015,27.549895000000003,12551
SPOE175-E175_6334-23,Composants Majeurs,E175_6334,Spoilers,10451,25.988043,14457
FREE175-E175_6334-24,Composants Majeurs,E175_6334,Freins,14314,43.836602,13805
SYSE175-E175_6334-25,Composants Majeurs,E175_6334,Système de contrôle des surfaces de vol,12676,74.552468,13869
GOUE175-E175_6334-26,Composants Majeurs,E175_6334,Gouvernail de direction,10109,54.180037,11480
SYSE175-E175_6334-27,Composants Majeurs,E175_6334,Système de pressurisation,72395,0.0,14625
SYSE175-E175_6334-28,Composants Majeurs,E175_6334,Système de conditionnement d'air,11250,15.731249999999998,14422
SYSE175-E175_6334-29,Composants Majeurs,E175_6334,Système d'extinction d'incendie,13444,54.07869200000001,13295
ECLE175-E175_6334-30,Composants Secondaires,E175_6334,Éclairage de cabine,10139,29.915826999999993,3821
SIEE175-E175_6334-31,Composants Secondaires,E175_6334,Siège pilote,13077,17.260861000000002,3472
SIEE175-E175_6334-32,Composants Secondaires,E175_6334,Siège copilote,14412,61.103515999999985,3904
SYSE175-E175_6334-33,Composants Secondaires,E175_6334,Système de divertissement en vol,13112,18.712616000000004,3507
SYSE175-E175_6334-34,Composants Secondaires,E175_6334,Système d'annonce publique,14990,75.04306999999999,2256
TOIE175-E175_6334-35,Composants Secondaires,E175_6334,Toilettes,13151,30.449143000000003,3605
SYSE175-E175_6334-36,Composants Majeurs,E175_6334,Système de conditionnement d'air,11250,63.191250000000004,14422
DETE175-E175_6334-37,Composants Secondaires,E175_6334,Détecteurs de fumée,12928,61.71310399999999,4640
ECLE175-E175_6334-38,Composants Secondaires,E175_6334,Éclairage d'urgence,10969,45.636017,3701
PORE175-E175_6334-39,Composants Secondaires,E175_6334,Porte cargo,11188,16.367283999999998,2227
SYSE175-E175_6334-40,Composants Secondaires,E175_6334,Systèmes d'oxygène d'urgence,12602,51.734186000000015,4344
PORE175-E175_6334-41,Composants Secondaires,E175_6334,Portes passagers,11227,44.75381099999999,2970
HUBE175-E175_6334-42,Composants Secondaires,E175_6334,Hublots,14930,36.99149000000001,2567
ECLE175-E175_6334-43,Composants Secondaires,E175_6334,Éclairage de la cabine,11837,65.891541,4034
SYSE175-E175_6334-44,Composants Secondaires,E175_6334,Système d'approvisionnement en eau,13487,57.11999100000001,2226
REAB777-B777_1214-0,Composants Critiques,B777_1214,Réacteur gauche,11950,41.941950000000006,19845
REAB777-B777_1214-1,Composants Critiques,B777_1214,Réacteur droit,14014,63.79081399999998,17416
SYSB777-B777_1214-2,Composants Critiques,B777_1214,Système de navigation,12519,39.855318999999994,16184
ORDB777-B777_1214-3,Composants Critiques,B777_1214,Ordinateur de vol,11612,34.286012,18574
AUTB777-B777_1214-4,Composants Critiques,B777_1214,Autopilote,10655,61.51665500000001,18769
SYSB777-B777_1214-5,Composants Critiques,B777_1214,Système de contrôle de vol,14817,55.465217,19328
RADB777-B777_1214-6,Composants Critiques,B777_1214,Radar météorologique,11392,43.88179200000002,18424
SYSB777-B777_1214-7,Composants Critiques,B777_1214,Système de communication radio,13735,44.995735,16827
SYSB777-B777_1214-8,Composants Critiques,B777_1214,Système de gestion de carburant,10158,41.109758,19628
SYSB777-B777_1214-9,Composants Critiques,B777_1214,Système d'alerte de proximité au sol (GPWS),10474,27.169274,17009
SYSB777-B777_1214-10,Composants Critiques,B777_1214,Système de commande des gaz,10195,69.93419499999999,17283
UNIB777-B777_1214-11,Composants Critiques,B777_1214,Unité de gestion de l'air,10141,48.76934099999998,18452
SYSB777-B777_1214-12,Composants Critiques,B777_1214,Système de gestion électrique,10219,65.753019,19476
SYSB777-B777_1214-13,Composants Critiques,B777_1214,Système d'atterrissage automatique,13906,62.241105999999995,16052
SYSB777-B777_1214-14,Composants Critiques,B777_1214,Système de surveillance du trafic aérien,10602,50.26300199999999,19732
SYSB777-B777_1214-15,Composants Majeurs,B777_1214,Système hydraulique principal,13527,45.535926999999994,11311
GENB777-B777_1214-16,Composants Majeurs,B777_1214,Générateur électrique,12651,41.653851,12119
TRAB777-B777_1214-17,Composants Majeurs,B777_1214,Train d'atterrissage principal,12237,26.16663700000001,12977
TRAB777-B777_1214-18,Composants Majeurs,B777_1214,Train d'atterrissage avant,12260,72.31426000000002,10146
SYSB777-B777_1214-19,Composants Majeurs,B777_1214,Système anti-givre,13273,47.810873000000015,10559
AILB777-B777_1214-20,Composants Majeurs,B777_1214,Ailerons,10026,24.681226000000006,10133
EMPB777-B777_1214-21,Composants Majeurs,B777_1214,Empennage,11349,37.190149,12118
FLAB777-B777_1214-22,Composants Majeurs,B777_1214,Flaps,14015,23.142015,12551
SPOB777-B777_1214-23,Composants Majeurs,B777_1214,Spoilers,10451,61.151651,14457
FREB777-B777_1214-24,Composants Majeurs,B777_1214,Freins,14314,62.841114,13805
SYSB777-B777_1214-25,Composants Majeurs,B777_1214,Système de contrôle des surfaces de vol,12676,44.023876,13869
GOUB777-B777_1214-26,Composants Majeurs,B777_1214,Gouvernail de direction,10109,56.03090900000001,11480
SYSB777-B777_1214-27,Composants Majeurs,B777_1214,Système de pressurisation,72395,0.0,14625
SYSB777-B777_1214-28,Composants Majeurs,B777_1214,Système de conditionnement d'air,11250,31.63125000000001,14422
SYSB777-B777_1214-29,Composants Majeurs,B777_1214,Système d'extinction d'incendie,13444,30.916243999999995,13295
ECLB777-B777_1214-30,Composants Secondaires,B777_1214,Éclairage de cabine,10139,58.146939,3821
SIEB777-B777_1214-31,Composants Secondaires,B777_1214,Siège pilote,13077,57.965476999999986,3472
SIEB777-B777_1214-32,Composants Secondaires,B777_1214,Siège copilote,14412,61.878811999999996,3904
SYSB777-B777_1214-33,Composants Secondaires,B777_1214,Système de divertissement en vol,13112,16.887512,3507
SYSB777-B777_1214-34,Composants Secondaires,B777_1214,Système d'annonce publique,14990,20.852990000000005,2256
TOIB777-B777_1214-35,Composants Secondaires,B777_1214,Toilettes,13151,49.54435100000002,3605
SYSB777-B777_1214-36,Composants Majeurs,B777_1214,Système de conditionnement d'air,11250,66.42124999999999,14422
DETB777-B777_1214-37,Composants Secondaires,B777_1214,Détecteurs de fumée,12928,50.92652799999998,4640
ECLB777-B777_1214-38,Composants Secondaires,B777_1214,Éclairage d'urgence,10969,41.883768999999994,3701
PORB777-B777_1214-39,Composants Secondaires,B777_1214,Porte cargo,11188,31.496788000000006,2227
SYSB777-B777_1214-40,Composants Secondaires,B777_1214,Systèmes d'oxygène d'urgence,12602,48.825002,4344
PORB777-B777_1214-41,Composants Secondaires,B777_1214,Portes passagers,11227,51.103627,2970
HUBB777-B777_1214-42,Composants Secondaires,B777_1214,Hublots,14930,20.260930000000002,2567
ECLB777-B777_1214-43,Composants Secondaires,B777_1214,Éclairage de la cabine,11837,48.576237000000006,4034
SYSB777-B777_1214-44,Composants Secondaires,B777_1214,Système d'approvisionnement en eau,13487,22.477887000000003,2226
REACRJ900-CRJ900_0813-0,Composants Critiques,CRJ900_0813,Réacteur gauche,11950,21.544050000000006,19845
REACRJ900-CRJ900_0813-1,Composants Critiques,CRJ900_0813,Réacteur droit,14014,50.348306,17416
SYSCRJ900-CRJ900_0813-2,Composants Critiques,CRJ900_0813,Système de navigation,12519,32.604201,16184
ORDCRJ900-CRJ900_0813-3,Composants Critiques,CRJ900_0813,Ordinateur de vol,11612,67.71694799999999,18574
AUTCRJ900-CRJ900_0813-4,Composants Critiques,CRJ900_0813,Autopilote,10655,63.805745,18769
SYSCRJ900-CRJ900_0813-5,Composants Critiques,CRJ900_0813,Système de contrôle de vol,14817,50.12414300000002,19328
RADCRJ900-CRJ900_0813-6,Composants Critiques,CRJ900_0813,Radar météorologique,11392,38.38356800000001,18424
SYSCRJ900-CRJ900_0813-7,Composants Critiques,CRJ900_0813,Système de communication radio,13735,66.31306500000001,16827
SYSCRJ900-CRJ900_0813-8,Composants Critiques,CRJ900_0813,Système de gestion de carburant,10158,23.568881999999995,19628
SYSCRJ900-CRJ900_0813-9,Composants Critiques,CRJ900_0813,Système d'alerte de proximité au sol (GPWS),10474,60.66664600000001,17009
SYSCRJ900-CRJ900_0813-10,Composants Critiques,CRJ900_0813,Système de commande des gaz,10195,15.961405000000003,17283
UNICRJ900-CRJ900_0813-11,Composants Critiques,CRJ900_0813,Unité de gestion de l'air,10141,61.42393899999999,18452
SYSCRJ900-CRJ900_0813-12,Composants Critiques,CRJ900_0813,Système de gestion électrique,10219,67.072501,19476
SYSCRJ900-CRJ900_0813-13,Composants Critiques,CRJ900_0813,Système d'atterrissage automatique,13906,16.593374000000004,16052
SYSCRJ900-CRJ900_0813-14,Composants Critiques,CRJ900_0813,Système de surveillance du trafic aérien,10602,52.76915799999999,19732
SYSCRJ900-CRJ900_0813-15,Composants Majeurs,CRJ900_0813,Système hydraulique principal,13527,47.910233,11311
GENCRJ900-CRJ900_0813-16,Composants Majeurs,CRJ900_0813,Générateur électrique,12651,39.670229,12119
TRACRJ900-CRJ900_0813-17,Composants Majeurs,CRJ900_0813,Train d'atterrissage principal,12237,39.946323,12977
TRACRJ900-CRJ900_0813-18,Composants Majeurs,CRJ900_0813,Train d'atterrissage avant,12260,12.506540000000001,10146
SYSCRJ900-CRJ900_0813-19,Composants Majeurs,CRJ900_0813,Système anti-givre,13273,52.17696699999999,10559
AILCRJ900-CRJ900_0813-20,Composants Majeurs,CRJ900_0813,Ailerons,10026,31.642854000000007,10133
EMPCRJ900-CRJ900_0813-21,Composants Majeurs,CRJ900_0813,Empennage,11349,39.025771000000006,12118
FLACRJ900-CRJ900_0813-22,Composants Majeurs,CRJ900_0813,Flaps,14015,66.63918500000001,12551
SPOCRJ900-CRJ900_0813-23,Composants Majeurs,CRJ900_0813,Spoilers,10451,12.546429,14457
FRECRJ900-CRJ900_0813-24,Composants Majeurs,CRJ900_0813,Freins,14314,21.032006000000003,13805
SYSCRJ900-CRJ900_0813-25,Composants Majeurs,CRJ900_0813,Système de contrôle des surfaces de vol,12676,16.472204,13869
GOUCRJ900-CRJ900_0813-26,Composants Majeurs,CRJ900_0813,Gouvernail de direction,10109,32.775811000000004,11480
SYSCRJ900-CRJ900_0813-27,Composants Majeurs,CRJ900_0813,Système de pressurisation,72395,0.0,14625
SYSCRJ900-CRJ900_0813-28,Composants Majeurs,CRJ900_0813,Système de conditionnement d'air,11250,58.06875000000001,14422
SYSCRJ900-CRJ900_0813-29,Composants Majeurs,CRJ900_0813,Système d'extinction d'incendie,13444,71.487276,13295
ECLCRJ900-CRJ900_0813-30,Composants Secondaires,CRJ900_0813,Éclairage de cabine,10139,19.942180999999998,3821
SIECRJ900-CRJ900_0813-31,Composants Secondaires,CRJ900_0813,Siège pilote,13077,26.12468299999999,3472
SIECRJ900-CRJ900_0813-32,Composants Secondaires,CRJ900_0813,Siège copilote,14412,20.068148,3904
SYSCRJ900-CRJ900_0813-33,Composants Secondaires,CRJ900_0813,Système de divertissement en vol,13112,23.945448,3507
SYSCRJ900-CRJ900_0813-34,Composants Secondaires,CRJ900_0813,Système d'annonce publique,14990,52.56621,2256
TOICRJ900-CRJ900_0813-35,Composants Secondaires,CRJ900_0813,Toilettes,13151,70.719729,3605
SYSCRJ900-CRJ900_0813-36,Composants Majeurs,CRJ900_0813,Système de conditionnement d'air,11250,38.49875000000001,14422
DETCRJ900-CRJ900_0813-37,Composants Secondaires,CRJ900_0813,Détecteurs de fumée,12928,41.143712,4640
ECLCRJ900-CRJ900_0813-38,Composants Secondaires,CRJ900_0813,Éclairage d'urgence,10969,44.01175099999999,3701
PORCRJ900-CRJ900_0813-39,Composants Secondaires,CRJ900_0813,Porte cargo,11188,64.264252,2227
SYSCRJ900-CRJ900_0813-40,Composants Secondaires,CRJ900_0813,Systèmes d'oxygène d'urgence,12602,47.217158,4344
PORCRJ900-CRJ900_0813-41,Composants Secondaires,CRJ900_0813,Portes passagers,11227,32.93853299999999,2970
HUBCRJ900-CRJ900_0813-42,Composants Secondaires,CRJ900_0813,Hublots,14930,64.63346999999997,2567
ECLCRJ900-CRJ900_0813-43,Composants Secondaires,CRJ900_0813,Éclairage de la cabine,11837,10.494723000000002,4034
SYSCRJ900-CRJ900_0813-44,Composants Secondaires,CRJ900_0813,Système d'approvisionnement en eau,13487,55.925073,2226
REAA340-A340_0268-0,Composants Critiques,A340_0268,Réacteur gauche,11950,31.374999999999996,19845
REAA340-A340_0268-1,Composants Critiques,A340_0268,Réacteur droit,14014,75.0954,17416
SYSA340-A340_0268-2,Composants Critiques,A340_0268,Système de navigation,12519,27.310900000000007,16184
ORDA340-A340_0268-3,Composants Critiques,A340_0268,Ordinateur de vol,11612,48.08320000000001,18574
AUTA340-A340_0268-4,Composants Critiques,A340_0268,Autopilote,10655,59.38049999999999,18769
SYSA340-A340_0268-5,Composants Critiques,A340_0268,Système de contrôle de vol,14817,55.66870000000001,19328
RADA340-A340_0268-6,Composants Critiques,A340_0268,Radar météorologique,11392,40.061200000000014,18424
SYSA340-A340_0268-7,Composants Critiques,A340_0268,Système de communication radio,13735,69.98850000000002,16827
SYSA340-A340_0268-8,Composants Critiques,A340_0268,Système de gestion de carburant,10158,47.53380000000001,19628
SYSA340-A340_0268-9,Composants Critiques,A340_0268,Système d'alerte de proximité au sol (GPWS),10474,20.9914,17009
SYSA340-A340_0268-10,Composants Critiques,A340_0268,Système de commande des gaz,10195,16.044500000000003,17283
UNIA340-A340_0268-11,Composants Critiques,A340_0268,Unité de gestion de l'air,10141,63.625099999999996,18452
SYSA340-A340_0268-12,Composants Critiques,A340_0268,Système de gestion électrique,10219,19.7809,19476
SYSA340-A340_0268-13,Composants Critiques,A340_0268,Système d'atterrissage automatique,13906,46.876599999999996,16052
SYSA340-A340_0268-14,Composants Critiques,A340_0268,Système de surveillance du trafic aérien,10602,49.752200000000016,19732
SYSA340-A340_0268-15,Composants Majeurs,A340_0268,Système hydraulique principal,13527,22.4997,11311
GENA340-A340_0268-16,Composants Majeurs,A340_0268,Générateur électrique,12651,54.606100000000005,12119
TRAA340-A340_0268-17,Composants Majeurs,A340_0268,Train d'atterrissage principal,12237,31.210699999999996,12977
TRAA340-A340_0268-18,Composants Majeurs,A340_0268,Train d'atterrissage avant,12260,26.426000000000002,10146
SYSA340-A340_0268-19,Composants Majeurs,A340_0268,Système anti-givre,13273,70.96030000000003,10559
AILA340-A340_0268-20,Composants Majeurs,A340_0268,Ailerons,10026,50.7486,10133
EMPA340-A340_0268-21,Composants Majeurs,A340_0268,Empennage,11349,35.83389999999999,12118
FLAA340-A340_0268-22,Composants Majeurs,A340_0268,Flaps,14015,16.2365,12551
SPOA340-A340_0268-23,Composants Majeurs,A340_0268,Spoilers,10451,69.47609999999999,14457
FREA340-A340_0268-24,Composants Majeurs,A340_0268,Freins,14314,63.41540000000001,13805
SYSA340-A340_0268-25,Composants Majeurs,A340_0268,Système de contrôle des surfaces de vol,12676,64.50360000000002,13869
GOUA340-A340_0268-26,Composants Majeurs,A340_0268,Gouvernail de direction,10109,43.20990000000001,11480
SYSA340-A340_0268-27,Composants Majeurs,A340_0268,Système de pressurisation,72395,33.374095000000004,14625
SYSA340-A340_0268-28,Composants Majeurs,A340_0268,Système de conditionnement d'air,11250,36.615,14422
SYSA340-A340_0268-29,Composants Majeurs,A340_0268,Système d'extinction d'incendie,13444,56.17840000000001,13295
ECLA340-A340_0268-30,Composants Secondaires,A340_0268,Éclairage de cabine,10139,46.4229,3821
SIEA340-A340_0268-31,Composants Secondaires,A340_0268,Siège pilote,13077,23.024699999999996,3472
SIEA340-A340_0268-32,Composants Secondaires,A340_0268,Siège copilote,14412,66.83319999999999,3904
SYSA340-A340_0268-33,Composants Secondaires,A340_0268,Système de divertissement en vol,13112,21.953200000000002,3507
SYSA340-A340_0268-34,Composants Secondaires,A340_0268,Système d'annonce publique,14990,29.709000000000003,2256
TOIA340-A340_0268-35,Composants Secondaires,A340_0268,Toilettes,13151,48.64610000000001,3605
SYSA340-A340_0268-36,Composants Majeurs,A340_0268,Système de conditionnement d'air,11250,21.494999999999997,14422
DETA340-A340_0268-37,Composants Secondaires,A340_0268,Détecteurs de fumée,12928,48.77079999999999,4640
ECLA340-A340_0268-38,Composants Secondaires,A340_0268,Éclairage d'urgence,10969,68.2759,3701
PORA340-A340_0268-39,Composants Secondaires,A340_0268,Porte cargo,11188,23.636800000000004,2227
SYSA340-A340_0268-40,Composants Secondaires,A340_0268,Systèmes d'oxygène d'urgence,12602,14.7422,4344
PORA340-A340_0268-41,Composants Secondaires,A340_0268,Portes passagers,11227,37.8097,2970
HUBA340-A340_0268-42,Composants Secondaires,A340_0268,Hublots,14930,50.012999999999984,2567
ECLA340-A340_0268-43,Composants Secondaires,A340_0268,Éclairage de la cabine,11837,46.5007,4034
SYSA340-A340_0268-44,Composants Secondaires,A340_0268,Système d'approvisionnement en eau,13487,39.215700000000005,2226
REAB747-B747_2195-0,Composants Critiques,B747_2195,Réacteur gauche,11950,11.992650000000001,19845
REAB747-B747_2195-1,Composants Critiques,B747_2195,Réacteur droit,14014,39.409578,17416
SYSB747-B747_2195-2,Composants Critiques,B747_2195,Système de navigation,12519,44.833213000000015,16184
ORDB747-B747_2195-3,Composants Critiques,B747_2195,Ordinateur de vol,11612,50.14312399999999,18574
AUTB747-B747_2195-4,Composants Critiques,B747_2195,Autopilote,10655,59.78168499999998,18769
SYSB747-B747_2195-5,Composants Critiques,B747_2195,Système de contrôle de vol,14817,34.853659,19328
RADB747-B747_2195-6,Composants Critiques,B747_2195,Radar météorologique,11392,61.631184000000005,18424
SYSB747-B747_2195-7,Composants Critiques,B747_2195,Système de communication radio,13735,30.98884499999999,16827
SYSB747-B747_2195-8,Composants Critiques,B747_2195,Système de gestion de carburant,10158,27.370665999999996,19628
SYSB747-B747_2195-9,Composants Critiques,B747_2195,Système d'alerte de proximité au sol (GPWS),10474,27.311997999999992,17009
SYSB747-B747_2195-10,Composants Critiques,B747_2195,Système de commande des gaz,10195,38.761264999999995,17283
UNIB747-B747_2195-11,Composants Critiques,B747_2195,Unité de gestion de l'air,10141,64.856607,18452
SYSB747-B747_2195-12,Composants Critiques,B747_2195,Système de gestion électrique,10219,48.36111300000002,19476
SYSB747-B747_2195-13,Composants Critiques,B747_2195,Système d'atterrissage automatique,13906,13.850262000000003,16052
SYSB747-B747_2195-14,Composants Critiques,B747_2195,Système de surveillance du trafic aérien,10602,60.99785400000001,19732
SYSB747-B747_2195-15,Composants Majeurs,B747_2195,Système hydraulique principal,13527,43.97682900000001,11311
GENB747-B747_2195-16,Composants Majeurs,B747_2195,Générateur électrique,12651,39.40237700000002,12119
TRAB747-B747_2195-17,Composants Majeurs,B747_2195,Train d'atterrissage principal,12237,34.059999000000005,12977
TRAB747-B747_2195-18,Composants Majeurs,B747_2195,Train d'atterrissage avant,12260,56.23902,10146
SYSB747-B747_2195-19,Composants Majeurs,B747_2195,Système anti-givre,13273,15.106771,10559
AILB747-B747_2195-20,Composants Majeurs,B747_2195,Ailerons,10026,20.851502000000004,10133
EMPB747-B747_2195-21,Composants Majeurs,B747_2195,Empennage,11349,17.915623,12118
FLAB747-B747_2195-22,Composants Majeurs,B747_2195,Flaps,14015,49.180405000000015,12551
SPOB747-B747_2195-23,Composants Majeurs,B747_2195,Spoilers,10451,50.52297699999999,14457
FREB747-B747_2195-24,Composants Majeurs,B747_2195,Freins,14314,40.157678,13805
SYSB747-B747_2195-25,Composants Majeurs,B747_2195,Système de contrôle des surfaces de vol,12676,13.513051999999998,13869
GOUB747-B747_2195-26,Composants Majeurs,B747_2195,Gouvernail de direction,10109,62.050143000000006,11480
SYSB747-B747_2195-27,Composants Majeurs,B747_2195,Système de pressurisation,72395,13.46547,14625
SYSB747-B747_2195-28,Composants Majeurs,B747_2195,Système de conditionnement d'air,11250,27.13375,14422
SYSB747-B747_2195-29,Composants Majeurs,B747_2195,Système d'extinction d'incendie,13444,53.888188,13295
ECLB747-B747_2195-30,Composants Secondaires,B747_2195,Éclairage de cabine,10139,23.754952999999993,3821
SIEB747-B747_2195-31,Composants Secondaires,B747_2195,Siège pilote,13077,32.82467899999999,3472
SIEB747-B747_2195-32,Composants Secondaires,B747_2195,Siège copilote,14412,60.63872399999999,3904
SYSB747-B747_2195-33,Composants Secondaires,B747_2195,Système de divertissement en vol,13112,11.233623999999999,3507
SYSB747-B747_2195-34,Composants Secondaires,B747_2195,Système d'annonce publique,14990,69.41673000000003,2256
TOIB747-B747_2195-35,Composants Secondaires,B747_2195,Toilettes,13151,60.13587699999999,3605
SYSB747-B747_2195-36,Composants Majeurs,B747_2195,Système de conditionnement d'air,11250,19.203749999999996,14422
DETB747-B747_2195-37,Composants Secondaires,B747_2195,Détecteurs de fumée,12928,48.791456,4640
ECLB747-B747_2195-38,Composants Secondaires,B747_2195,Éclairage d'urgence,10969,22.73136300000001,3701
