ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D009948,E170_6353,SYSE170-E170_6353-36,47.925725,2024-06-01,False
D009118,E170_6353,DETE170-E170_6353-37,11.74995,2024-06-01,False
D008557,E170_6353,ECLE170-E170_6353-38,4.496925,2024-06-01,False
D003359,E170_6353,PORE170-E170_6353-39,8.938525,2024-06-01,False
D007229,E170_6353,SYSE170-E170_6353-40,24.00785,2024-06-01,False
D004016,E170_6353,PORE170-E170_6353-41,17.253025,2024-06-01,False
D000955,E170_6353,HUBE170-E170_6353-42,10.53335,2024-06-01,False
D007247,E170_6353,ECLE170-E170_6353-43,50.677925,2024-06-01,False
D000514,E170_6353,SYSE170-E170_6353-44,21.509700000000002,2024-06-01,False
D003716,B767_2803,REAB767-B767_2803-0,4.18443,2024-06-01,False
D004900,B767_2803,REAB767-B767_2803-1,19.225804,2024-06-01,False
D009419,B767_2803,SYSB767-B767_2803-2,46.559214000000004,2024-06-01,False
D000526,B767_2803,ORDB767-B767_2803-3,25.593814000000002,2024-06-01,False
D008068,B767_2803,AUTB767-B767_2803-4,4.121738,2024-06-01,False
D007621,B767_2803,SYSB767-B767_2803-5,26.22932,2024-06-01,False
D005676,B767_2803,RADB767-B767_2803-6,57.263842,2024-06-01,False
D008606,B767_2803,SYSB767-B767_2803-7,20.119979999999998,2024-06-01,False
D002066,B767_2803,SYSB767-B767_2803-8,10.413826,2024-06-01,False
D007166,B767_2803,SYSB767-B767_2803-9,20.522842,2024-06-01,False
D001487,B767_2803,SYSB767-B767_2803-10,23.134338,2024-06-01,False
D009699,B767_2803,UNIB767-B767_2803-11,43.234096,2024-06-01,False
D002688,B767_2803,SYSB767-B767_2803-12,41.022086,2024-06-01,False
D007634,B767_2803,SYSB767-B767_2803-13,39.640997999999996,2024-06-01,False
D001515,B767_2803,SYSB767-B767_2803-14,52.591241999999994,2024-06-01,False
D003070,B767_2803,SYSB767-B767_2803-15,26.239794,2024-06-01,False
D004711,B767_2803,GENB767-B767_2803-16,46.500664,2024-06-01,False
D003192,B767_2803,TRAB767-B767_2803-17,5.631006,2024-06-01,False
D007890,B767_2803,TRAB767-B767_2803-18,25.494055999999997,2024-06-01,False
D002810,B767_2803,SYSB767-B767_2803-19,4.639578,2024-06-01,False
D009472,B767_2803,AILB767-B767_2803-20,59.668296,2024-06-01,False
D002376,B767_2803,EMPB767-B767_2803-21,45.221743999999994,2024-06-01,False
D003509,B767_2803,FLAB767-B767_2803-22,1.7153500000000004,2024-06-01,False
D004583,B767_2803,SPOB767-B767_2803-23,48.815004,2024-06-01,False
D007051,B767_2803,FREB767-B767_2803-24,3.2148100000000004,2024-06-01,False
D008050,B767_2803,SYSB767-B767_2803-25,37.99075,2024-06-01,False
D004329,B767_2803,GOUB767-B767_2803-26,35.882722,2024-06-01,False
D008606,B767_2803,SYSB767-B767_2803-27,1.952252,2024-06-01,False
D007496,B767_2803,SYSB767-B767_2803-28,56.768522000000004,2024-06-01,False
D000165,B767_2803,SYSB767-B767_2803-29,20.706433999999998,2024-06-01,False
D004964,B767_2803,ECLB767-B767_2803-30,20.800066,2024-06-01,False
D007041,B767_2803,SIEB767-B767_2803-31,56.463724,2024-06-01,False
D008890,B767_2803,SIEB767-B767_2803-32,41.716800000000006,2024-06-01,False
D008521,B767_2803,SYSB767-B767_2803-33,34.055189999999996,2024-06-01,False
D005970,B767_2803,SYSB767-B767_2803-34,3.9193040000000003,2024-06-01,False
D004551,B767_2803,TOIB767-B767_2803-35,37.694419999999994,2024-06-01,False
D008002,B767_2803,SYSB767-B767_2803-36,56.708522,2024-06-01,False
D009672,B767_2803,DETB767-B767_2803-37,51.267564,2024-06-01,False
D006216,B767_2803,ECLB767-B767_2803-38,25.265386,2024-06-01,False
D000398,B767_2803,PORB767-B767_2803-39,23.438138000000002,2024-06-01,False
D003069,B767_2803,SYSB767-B767_2803-40,14.354052000000001,2024-06-01,False
D000924,B767_2803,PORB767-B767_2803-41,36.427777999999996,2024-06-01,False
D006492,B767_2803,HUBB767-B767_2803-42,10.384812,2024-06-01,False
D001195,B767_2803,ECLB767-B767_2803-43,51.334506,2024-06-01,False
D005839,B767_2803,SYSB767-B767_2803-44,20.000984,2024-06-01,False
D006519,CRJ700_6943,REACRJ700-CRJ700_6943-0,9.73021,2024-06-02,False
D003382,CRJ700_6943,REACRJ700-CRJ700_6943-1,41.86038799999999,2024-06-02,False
D001133,CRJ700_6943,SYSCRJ700-CRJ700_6943-2,19.144658000000003,2024-06-02,False
D000443,CRJ700_6943,ORDCRJ700-CRJ700_6943-3,3.3208580000000003,2024-06-02,False
D000067,CRJ700_6943,AUTCRJ700-CRJ700_6943-4,39.168886,2024-06-02,False
D000799,CRJ700_6943,SYSCRJ700-CRJ700_6943-5,49.99604,2024-06-02,False
D001539,CRJ700_6943,RADCRJ700-CRJ700_6943-6,47.575374,2024-06-02,False
D007375,CRJ700_6943,SYSCRJ700-CRJ700_6943-7,38.17106,2024-06-02,False
D008403,CRJ700_6943,SYSCRJ700-CRJ700_6943-8,51.154222,2024-06-02,False
D005139,CRJ700_6943,SYSCRJ700-CRJ700_6943-9,39.878373999999994,2024-06-02,False
D001899,CRJ700_6943,SYSCRJ700-CRJ700_6943-10,22.951085999999997,2024-06-02,False
D009548,CRJ700_6943,UNICRJ700-CRJ700_6943-11,16.964911999999998,2024-06-02,False
D005674,CRJ700_6943,SYSCRJ700-CRJ700_6943-12,10.786442000000001,2024-06-02,False
D008812,CRJ700_6943,SYSCRJ700-CRJ700_6943-13,25.908106,2024-06-02,False
D005779,CRJ700_6943,SYSCRJ700-CRJ700_6943-14,56.503174,2024-06-02,False
D008189,CRJ700_6943,SYSCRJ700-CRJ700_6943-15,40.383918,2024-06-02,False
D004950,CRJ700_6943,GENCRJ700-CRJ700_6943-16,47.302808,2024-06-02,False
D004215,CRJ700_6943,TRACRJ700-CRJ700_6943-17,43.433682000000005,2024-06-02,False
D001398,CRJ700_6943,TRACRJ700-CRJ700_6943-18,49.067032,2024-06-02,False
D008244,CRJ700_6943,SYSCRJ700-CRJ700_6943-19,42.693366,2024-06-02,False
D003959,CRJ700_6943,AILCRJ700-CRJ700_6943-20,33.812312,2024-06-02,False
D006606,CRJ700_6943,EMPCRJ700-CRJ700_6943-21,48.445567999999994,2024-06-02,False
D003006,CRJ700_6943,FLACRJ700-CRJ700_6943-22,49.42145,2024-06-02,False
D000004,CRJ700_6943,SPOCRJ700-CRJ700_6943-23,36.482788,2024-06-02,False
D007720,CRJ700_6943,FRECRJ700-CRJ700_6943-24,6.840070000000001,2024-06-02,False
D007069,CRJ700_6943,SYSCRJ700-CRJ700_6943-25,51.89525,2024-06-02,False
D007415,CRJ700_6943,GOUCRJ700-CRJ700_6943-26,5.514734000000001,2024-06-02,False
D009613,CRJ700_6943,SYSCRJ700-CRJ700_6943-27,55.704644,2024-06-02,False
D000684,CRJ700_6943,SYSCRJ700-CRJ700_6943-28,51.72733399999999,2024-06-02,False
D001982,CRJ700_6943,SYSCRJ700-CRJ700_6943-29,16.941997999999998,2024-06-02,False
D006903,CRJ700_6943,ECLCRJ700-CRJ700_6943-30,37.833501999999996,2024-06-02,False
D006211,CRJ700_6943,SIECRJ700-CRJ700_6943-31,31.790628,2024-06-02,False
D001241,CRJ700_6943,SIECRJ700-CRJ700_6943-32,21.1096,2024-06-02,False
D007864,CRJ700_6943,SYSCRJ700-CRJ700_6943-33,19.15993,2024-06-02,False
D002874,CRJ700_6943,SYSCRJ700-CRJ700_6943-34,38.294888,2024-06-02,False
D000586,CRJ700_6943,TOICRJ700-CRJ700_6943-35,17.675739999999998,2024-06-02,False
D005062,CRJ700_6943,SYSCRJ700-CRJ700_6943-36,1.6273340000000003,2024-06-02,False
D008252,CRJ700_6943,DETCRJ700-CRJ700_6943-37,55.277108000000005,2024-06-02,False
D003541,CRJ700_6943,ECLCRJ700-CRJ700_6943-38,40.691542,2024-06-02,False
D007349,CRJ700_6943,PORCRJ700-CRJ700_6943-39,2.0896860000000004,2024-06-02,False
D002890,CRJ700_6943,SYSCRJ700-CRJ700_6943-40,35.479244,2024-06-02,False
D002537,CRJ700_6943,PORCRJ700-CRJ700_6943-41,33.808766,2024-06-02,False
D006364,CRJ700_6943,HUBCRJ700-CRJ700_6943-42,17.858964,2024-06-02,False
D008857,CRJ700_6943,ECLCRJ700-CRJ700_6943-43,52.178182,2024-06-02,False
D009227,CRJ700_6943,SYSCRJ700-CRJ700_6943-44,6.385848,2024-06-02,False
D009315,A350_1177,REAA350-A350_1177-0,29.893600000000003,2024-06-01,False
D005521,A350_1177,REAA350-A350_1177-1,16.30008,2024-06-01,False
D007989,A350_1177,SYSA350-A350_1177-2,11.18328,2024-06-01,False
D008573,A350_1177,ORDA350-A350_1177-3,33.12528,2024-06-01,False
D007413,A350_1177,AUTA350-A350_1177-4,50.36776,2024-06-01,False
D006583,A350_1177,SYSA350-A350_1177-5,52.5964,2024-06-01,False
D005412,A350_1177,RADA350-A350_1177-6,23.033839999999998,2024-06-01,False
D002329,A350_1177,SYSA350-A350_1177-7,31.8696,2024-06-01,False
D008143,A350_1177,SYSA350-A350_1177-8,18.75752,2024-06-01,False
D006092,A350_1177,SYSA350-A350_1177-9,13.76384,2024-06-01,False
D004952,A350_1177,SYSA350-A350_1177-10,20.85976,2024-06-01,False
D000030,A350_1177,UNIA350-A350_1177-11,19.367919999999998,2024-06-01,False
D005079,A350_1177,SYSA350-A350_1177-12,35.55272,2024-06-01,False
D006438,A350_1177,SYSA350-A350_1177-13,36.75296,2024-06-01,False
D009103,A350_1177,SYSA350-A350_1177-14,15.57184,2024-06-01,False
D006919,A350_1177,SYSA350-A350_1177-15,36.20488,2024-06-01,False
D008475,A350_1177,GENA350-A350_1177-16,24.40728,2024-06-01,False
D002922,A350_1177,TRAA350-A350_1177-17,44.28112,2024-06-01,False
D004113,A350_1177,TRAA350-A350_1177-18,6.90712,2024-06-01,False
D005078,A350_1177,SYSA350-A350_1177-19,21.284560000000003,2024-06-01,False
D009241,A350_1177,AILA350-A350_1177-20,56.81192,2024-06-01,False
D009163,A350_1177,EMPA350-A350_1177-21,6.01888,2024-06-01,False
D004290,A350_1177,FLAA350-A350_1177-22,37.162,2024-06-01,False
D008723,A350_1177,SPOA350-A350_1177-23,19.69408,2024-06-01,False
D009005,A350_1177,FREA350-A350_1177-24,55.2612,2024-06-01,False
D007010,A350_1177,SYSA350-A350_1177-25,58.58,2024-06-01,False
D006154,A350_1177,GOUA350-A350_1177-26,41.07144,2024-06-01,False
D008734,A350_1177,SYSA350-A350_1177-27,3.4870400000000004,2024-06-01,False
D005624,A350_1177,SYSA350-A350_1177-28,34.08744,2024-06-01,False
D004680,A350_1177,SYSA350-A350_1177-29,24.96768,2024-06-01,False
D009771,A350_1177,ECLA350-A350_1177-30,11.44232,2024-06-01,False
D002237,A350_1177,SIEA350-A350_1177-31,41.75848,2024-06-01,False
D007482,A350_1177,SIEA350-A350_1177-32,40.596000000000004,2024-06-01,False
D006579,A350_1177,SYSA350-A350_1177-33,23.4588,2024-06-01,False
D002409,A350_1177,SYSA350-A350_1177-34,40.780080000000005,2024-06-01,False
D006425,A350_1177,TOIA350-A350_1177-35,42.3384,2024-06-01,False
D002834,A350_1177,SYSA350-A350_1177-36,28.64744,2024-06-01,False
D001090,A350_1177,DETA350-A350_1177-37,49.75528,2024-06-01,False
D005099,A350_1177,ECLA350-A350_1177-38,6.97872,2024-06-01,False
D007252,A350_1177,PORA350-A350_1177-39,47.74576,2024-06-01,False
D003550,A350_1177,SYSA350-A350_1177-40,3.7430400000000006,2024-06-01,False
D004547,A350_1177,PORA350-A350_1177-41,24.80856,2024-06-01,False
D008441,A350_1177,HUBA350-A350_1177-42,46.90824,2024-06-01,False
D005584,A350_1177,ECLA350-A350_1177-43,37.67112,2024-06-01,False
D003820,A350_1177,SYSA350-A350_1177-44,54.85368,2024-06-01,False
D006518,B777_4029,REAB777-B777_4029-0,30.858755000000002,2024-06-01,False
D001484,B777_4029,REAB777-B777_4029-1,20.241414000000002,2024-06-01,False
D002377,B777_4029,SYSB777-B777_4029-2,29.481099,2024-06-01,False
D003402,B777_4029,ORDB777-B777_4029-3,12.967199,2024-06-01,False
D004723,B777_4029,AUTB777-B777_4029-4,53.259033,2024-06-01,False
D006801,B777_4029,SYSB777-B777_4029-5,16.56062,2024-06-01,False
D000055,B777_4029,RADB777-B777_4029-6,59.684996999999996,2024-06-01,False
D000589,B777_4029,SYSB777-B777_4029-7,27.01443,2024-06-01,False
D004822,B777_4029,SYSB777-B777_4029-8,33.525541,2024-06-01,False
D008850,B777_4029,SYSB777-B777_4029-9,35.916497,2024-06-01,False
D006639,B777_4029,SYSB777-B777_4029-10,21.498133,2024-06-01,False
D006775,B777_4029,UNIB777-B777_4029-11,25.585736,2024-06-01,False
D004628,B777_4029,SYSB777-B777_4029-12,23.415951000000003,2024-06-01,False
D003545,B777_4029,SYSB777-B777_4029-13,42.457943,2024-06-01,False
D000644,B777_4029,SYSB777-B777_4029-14,29.550897,2024-06-01,False
D007381,B777_4029,SYSB777-B777_4029-15,22.147629000000002,2024-06-01,False
D003013,B777_4029,GENB777-B777_4029-16,19.284924,2024-06-01,False
D009804,B777_4029,TRAB777-B777_4029-17,4.685171,2024-06-01,False
D009990,B777_4029,TRAB777-B777_4029-18,46.094595999999996,2024-06-01,False
D007399,B777_4029,SYSB777-B777_4029-19,12.927472999999999,2024-06-01,False
D004497,B777_4029,AILB777-B777_4029-20,36.540436,2024-06-01,False
D004822,B777_4029,EMPB777-B777_4029-21,54.135704000000004,2024-06-01,False
D007245,B777_4029,FLAB777-B777_4029-22,29.149974999999998,2024-06-01,False
D005489,B777_4029,SPOB777-B777_4029-23,42.983614,2024-06-01,False
D005057,B777_4029,FREB777-B777_4029-24,28.249585,2024-06-01,False
D005563,B777_4029,SYSB777-B777_4029-25,21.283875000000002,2024-06-01,False
D004372,B777_4029,GOUB777-B777_4029-26,13.103076999999999,2024-06-01,False
D009008,B777_4029,SYSB777-B777_4029-27,41.712182000000006,2024-06-01,False
D003423,B777_4029,SYSB777-B777_4029-28,34.913377,2024-06-01,False
D002635,B777_4029,SYSB777-B777_4029-29,3.496869,2024-06-01,False
D009345,B777_4029,ECLB777-B777_4029-30,12.058381,2024-06-01,False
D005898,B777_4029,SIEB777-B777_4029-31,56.022133999999994,2024-06-01,False
D008514,B777_4029,SIEB777-B777_4029-32,46.403800000000004,2024-06-01,False
D008714,B777_4029,SYSB777-B777_4029-33,53.135415,2024-06-01,False
D006651,B777_4029,SYSB777-B777_4029-34,59.941164,2024-06-01,False
D008555,B777_4029,TOIB777-B777_4029-35,31.01597,2024-06-01,False
D008160,B777_4029,SYSB777-B777_4029-36,31.153377,2024-06-01,False
D009198,B777_4029,DETB777-B777_4029-37,2.5015739999999997,2024-06-01,False
D006728,B777_4029,ECLB777-B777_4029-38,56.170001,2024-06-01,False
D004384,B777_4029,PORB777-B777_4029-39,51.186433,2024-06-01,False
D004097,B777_4029,SYSB777-B777_4029-40,43.618482,2024-06-01,False
D004129,B777_4029,PORB777-B777_4029-41,45.211173,2024-06-01,False
D002418,B777_4029,HUBB777-B777_4029-42,31.560142000000003,2024-06-01,False
D001809,B777_4029,ECLB777-B777_4029-43,46.014921,2024-06-01,False
D007851,B777_4029,SYSB777-B777_4029-44,43.209044,2024-06-01,False
D001954,E175_3327,REAE175-E175_3327-0,15.640485000000002,2024-06-01,False
D006559,E175_3327,REAE175-E175_3327-1,7.469658,2024-06-01,False
D006629,E175_3327,SYSE175-E175_3327-2,52.997853,2024-06-01,False
D009302,E175_3327,ORDE175-E175_3327-3,6.464553,2024-06-01,False
D009960,E175_3327,AUTE175-E175_3327-4,6.379951,2024-06-01,False
D006818,E175_3327,SYSE175-E175_3327-5,46.21514,2024-06-01,False
D001983,E175_3327,RADE175-E175_3327-6,3.973459,2024-06-01,False
D002017,E175_3327,SYSE175-E175_3327-7,26.92221,2024-06-01,False
D000880,E175_3327,SYSE175-E175_3327-8,36.216227,2024-06-01,False
D005365,E175_3327,SYSE175-E175_3327-9,27.553959000000003,2024-06-01,False
D000441,E175_3327,SYSE175-E175_3327-10,8.227651,2024-06-01,False
D002869,E175_3327,UNIE175-E175_3327-11,30.826392000000002,2024-06-01,False
D008991,E175_3327,SYSE175-E175_3327-12,45.963497,2024-06-01,False
D005128,E175_3327,SYSE175-E175_3327-13,30.846721,2024-06-01,False
D002020,E175_3327,SYSE175-E175_3327-14,11.590759,2024-06-01,False
D007219,E175_3327,SYSE175-E175_3327-15,49.778763,2024-06-01,False
D009310,E175_3327,GENE175-E175_3327-16,32.492627999999996,2024-06-01,False
D004235,E175_3327,TRAE175-E175_3327-17,4.202837,2024-06-01,False
D009792,E175_3327,TRAE175-E175_3327-18,24.380812000000002,2024-06-01,False
D001744,E175_3327,SYSE175-E175_3327-19,44.378631,2024-06-01,False
D007555,E175_3327,AILE175-E175_3327-20,16.087292,2024-06-01,False
D004429,E175_3327,EMPE175-E175_3327-21,31.023288,2024-06-01,False
D003967,E175_3327,FLAE175-E175_3327-22,34.973825,2024-06-01,False
D009890,E175_3327,SPOE175-E175_3327-23,6.7030579999999995,2024-06-01,False
D006029,E175_3327,FREE175-E175_3327-24,47.343495,2024-06-01,False
D007623,E175_3327,SYSE175-E175_3327-25,16.767125,2024-06-01,False
D009448,E175_3327,GOUE175-E175_3327-26,37.597219,2024-06-01,False
D000186,E175_3327,SYSE175-E175_3327-27,28.844154,2024-06-01,False
D005137,E175_3327,SYSE175-E175_3327-28,41.781318999999996,2024-06-01,False
D005284,E175_3327,SYSE175-E175_3327-29,32.475043,2024-06-01,False
D006267,E175_3327,ECLE175-E175_3327-30,8.361707000000001,2024-06-01,False
D005397,E175_3327,SIEE175-E175_3327-31,25.449498000000002,2024-06-01,False
D007495,E175_3327,SIEE175-E175_3327-32,28.238599999999998,2024-06-01,False
D002679,E175_3327,SYSE175-E175_3327-33,20.911505,2024-06-01,False
D004022,E175_3327,SYSE175-E175_3327-34,9.347908,2024-06-01,False
D009128,E175_3327,TOIE175-E175_3327-35,21.14659,2024-06-01,False
D004025,E175_3327,SYSE175-E175_3327-36,43.791319,2024-06-01,False
D006694,E175_3327,DETE175-E175_3327-37,18.015178,2024-06-01,False
D004232,E175_3327,ECLE175-E175_3327-38,10.403846999999999,2024-06-01,False
D004053,E175_3327,PORE175-E175_3327-39,18.307751,2024-06-01,False
D008106,E175_3327,SYSE175-E175_3327-40,55.220254,2024-06-01,False
D007730,E175_3327,PORE175-E175_3327-41,3.482531,2024-06-01,False
D008791,E175_3327,HUBE175-E175_3327-42,33.116274,2024-06-01,False
D004018,E175_3327,ECLE175-E175_3327-43,36.681087,2024-06-01,False
D001948,E175_3327,SYSE175-E175_3327-44,24.912267999999997,2024-06-01,False
D004009,A330_4129,REAA330-A330_4129-0,23.989205000000002,2024-06-02,False
D008430,A330_4129,REAA330-A330_4129-1,25.217674000000002,2024-06-02,False
D001827,A330_4129,SYSA330-A330_4129-2,2.6965090000000003,2024-06-02,False
D007540,A330_4129,ORDA330-A330_4129-3,27.991609,2024-06-02,False
D008865,A330_4129,AUTA330-A330_4129-4,21.427503,2024-06-02,False
D004073,A330_4129,SYSA330-A330_4129-5,38.75642,2024-06-02,False
D009248,A330_4129,RADA330-A330_4129-6,47.404227000000006,2024-06-02,False
D000065,A330_4129,SYSA330-A330_4129-7,53.69813,2024-06-02,False
D001036,A330_4129,SYSA330-A330_4129-8,19.357731,2024-06-02,False
D002143,A330_4129,SYSA330-A330_4129-9,14.690726999999999,2024-06-02,False
D003754,A330_4129,SYSA330-A330_4129-10,3.165603,2024-06-02,False
D005649,A330_4129,UNIA330-A330_4129-11,59.037976,2024-06-02,False
D006962,A330_4129,SYSA330-A330_4129-12,34.990041,2024-06-02,False
D001312,A330_4129,SYSA330-A330_4129-13,55.303313,2024-06-02,False
D000184,A330_4129,SYSA330-A330_4129-14,11.461127000000001,2024-06-02,False
D001705,A330_4129,SYSA330-A330_4129-15,5.1557390000000005,2024-06-02,False
D003029,A330_4129,GENA330-A330_4129-16,31.672083999999998,2024-06-02,False
D002067,A330_4129,TRAA330-A330_4129-17,39.169061,2024-06-02,False
D009375,A330_4129,TRAA330-A330_4129-18,14.024236,2024-06-02,False
D000295,A330_4129,SYSA330-A330_4129-19,58.305543,2024-06-02,False
D003445,A330_4129,AILA330-A330_4129-20,16.765676,2024-06-02,False
D002890,A330_4129,EMPA330-A330_4129-21,32.333064,2024-06-02,False
D009759,A330_4129,FLAA330-A330_4129-22,11.510225,2024-06-02,False
D005136,A330_4129,SPOA330-A330_4129-23,33.82787400000001,2024-06-02,False
D003408,A330_4129,FREA330-A330_4129-24,49.319735,2024-06-02,False
D008031,A330_4129,SYSA330-A330_4129-25,51.335125,2024-06-02,False
D005365,A330_4129,GOUA330-A330_4129-26,49.609507,2024-06-02,False
D003267,A330_4129,SYSA330-A330_4129-27,34.775562,2024-06-02,False
D006395,A330_4129,SYSA330-A330_4129-28,52.506806999999995,2024-06-02,False
D006676,A330_4129,SYSA330-A330_4129-29,8.066579,2024-06-02,False
D005003,A330_4129,ECLA330-A330_4129-30,5.046170999999999,2024-06-02,False
D001782,A330_4129,SIEA330-A330_4129-31,16.723194,2024-06-02,False
D002299,A330_4129,SIEA330-A330_4129-32,50.5558,2024-06-02,False
D009232,A330_4129,SYSA330-A330_4129-33,51.335265,2024-06-02,False
D003234,A330_4129,SYSA330-A330_4129-34,4.379924000000001,2024-06-02,False
D004460,A330_4129,TOIA330-A330_4129-35,44.47827,2024-06-02,False
D001885,A330_4129,SYSA330-A330_4129-36,54.996807,2024-06-02,False
D003174,A330_4129,DETA330-A330_4129-37,39.022234,2024-06-02,False
D006419,A330_4129,ECLA330-A330_4129-38,47.263591,2024-06-02,False
D008531,A330_4129,PORA330-A330_4129-39,50.870903000000006,2024-06-02,False
D006400,A330_4129,SYSA330-A330_4129-40,53.818861999999996,2024-06-02,False
D000553,A330_4129,PORA330-A330_4129-41,3.802243,2024-06-02,False
D000821,A330_4129,HUBA330-A330_4129-42,5.469922,2024-06-02,False
D000299,A330_4129,ECLA330-A330_4129-43,1.781311,2024-06-02,False
D007152,A330_4129,SYSA330-A330_4129-44,6.4570039999999995,2024-06-02,False
D008223,A320_6678,REAA320-A320_6678-0,7.390555000000001,2024-05-31,False
D003267,A320_6678,REAA320-A320_6678-1,52.596454,2024-05-31,False
D003015,A320_6678,SYSA320-A320_6678-2,35.81273899999999,2024-05-31,False
D006046,A320_6678,ORDA320-A320_6678-3,14.964839000000001,2024-05-31,False
D005166,A320_6678,AUTA320-A320_6678-4,53.782913,2024-05-31,False
D006848,A320_6678,SYSA320-A320_6678-5,43.153819999999996,2024-05-31,False
D006310,A320_6678,RADA320-A320_6678-6,3.841917,2024-05-31,False
D001158,A320_6678,SYSA320-A320_6678-7,17.279230000000002,2024-05-31,False
D002694,A320_6678,SYSA320-A320_6678-8,45.744301,2024-05-31,False
D009137,A320_6678,SYSA320-A320_6678-9,44.293417,2024-05-31,False
D004122,A320_6678,SYSA320-A320_6678-10,10.688013,2024-05-31,False
D000935,A320_6678,UNIA320-A320_6678-11,24.404696,2024-05-31,False
D005736,A320_6678,SYSA320-A320_6678-12,4.852311,2024-05-31,False
D009013,A320_6678,SYSA320-A320_6678-13,48.389423,2024-05-31,False
D001061,A320_6678,SYSA320-A320_6678-14,35.881817000000005,2024-05-31,False
D005030,A320_6678,SYSA320-A320_6678-15,34.480069,2024-05-31,False
D005731,A320_6678,GENA320-A320_6678-16,4.293564,2024-05-31,False
D000841,A320_6678,TRAA320-A320_6678-17,33.920731,2024-05-31,False
D000201,A320_6678,TRAA320-A320_6678-18,49.823156,2024-05-31,False
D007971,A320_6678,SYSA320-A320_6678-19,15.969753,2024-05-31,False
D007863,A320_6678,AILA320-A320_6678-20,29.691396,2024-05-31,False
D009462,A320_6678,EMPA320-A320_6678-21,8.895144,2024-05-31,False
D003072,A320_6678,FLAA320-A320_6678-22,37.220975,2024-05-31,False
D008680,A320_6678,SPOA320-A320_6678-23,47.040653999999996,2024-05-31,False
D006494,A320_6678,FREA320-A320_6678-24,46.790185,2024-05-31,False
D008742,A320_6678,SYSA320-A320_6678-25,39.708875,2024-05-31,False
D007347,A320_6678,GOUA320-A320_6678-26,59.148797,2024-05-31,False
D008279,A320_6678,SYSA320-A320_6678-27,41.355702,2024-05-31,False
D004983,A320_6678,SYSA320-A320_6678-28,18.637097,2024-05-31,False
D003705,A320_6678,SYSA320-A320_6678-29,12.835709000000001,2024-05-31,False
D006789,A320_6678,ECLA320-A320_6678-30,37.269541,2024-05-31,False
D009409,A320_6678,SIEA320-A320_6678-31,17.416374,2024-05-31,False
D000401,A320_6678,SIEA320-A320_6678-32,30.6818,2024-05-31,False
D001217,A320_6678,SYSA320-A320_6678-33,44.404815,2024-05-31,False
