ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D004551,B767_2803,TOIB767-B767_2803-35,38.76604999999999,2024-06-04,False
D008002,B767_2803,SYSB767-B767_2803-36,57.546305000000004,2024-06-04,False
D009672,B767_2803,DETB767-B767_2803-37,52.163909999999994,2024-06-04,False
D006216,B767_2803,ECLB767-B767_2803-38,26.428465,2024-06-04,False
D000398,B767_2803,PORB767-B767_2803-39,24.365345,2024-06-04,False
D003069,B767_2803,SYSB767-B767_2803-40,15.41013,2024-06-04,False
D000924,B767_2803,PORB767-B767_2803-41,37.489444999999996,2024-06-04,False
D006492,B767_2803,HUBB767-B767_2803-42,15.97203,2024-06-04,False
D001195,B767_2803,ECLB767-B767_2803-43,52.196265,2024-06-04,False
D005839,B767_2803,SYSB767-B767_2803-44,21.03746,2024-06-04,False
D006519,CRJ700_6943,REACRJ700-CRJ700_6943-0,9.73021,2024-06-02,False
D003382,CRJ700_6943,REACRJ700-CRJ700_6943-1,41.86038799999999,2024-06-02,False
D001133,CRJ700_6943,SYSCRJ700-CRJ700_6943-2,19.144658000000003,2024-06-02,False
D000443,CRJ700_6943,ORDCRJ700-CRJ700_6943-3,3.3208580000000003,2024-06-02,False
D000067,CRJ700_6943,AUTCRJ700-CRJ700_6943-4,39.168886,2024-06-02,False
D000799,CRJ700_6943,SYSCRJ700-CRJ700_6943-5,49.99604,2024-06-02,False
D001539,CRJ700_6943,RADCRJ700-CRJ700_6943-6,47.575374,2024-06-02,False
D007375,CRJ700_6943,SYSCRJ700-CRJ700_6943-7,38.17106,2024-06-02,False
D008403,CRJ700_6943,SYSCRJ700-CRJ700_6943-8,51.154222,2024-06-02,False
D005139,CRJ700_6943,SYSCRJ700-CRJ700_6943-9,39.878373999999994,2024-06-02,False
D001899,CRJ700_6943,SYSCRJ700-CRJ700_6943-10,22.951085999999997,2024-06-02,False
D009548,CRJ700_6943,UNICRJ700-CRJ700_6943-11,16.964911999999998,2024-06-02,False
D005674,CRJ700_6943,SYSCRJ700-CRJ700_6943-12,10.786442000000001,2024-06-02,False
D008812,CRJ700_6943,SYSCRJ700-CRJ700_6943-13,25.908106,2024-06-02,False
D005779,CRJ700_6943,SYSCRJ700-CRJ700_6943-14,56.503174,2024-06-02,False
D008189,CRJ700_6943,SYSCRJ700-CRJ700_6943-15,40.383918,2024-06-02,False
D004950,CRJ700_6943,GENCRJ700-CRJ700_6943-16,47.302808,2024-06-02,False
D004215,CRJ700_6943,TRACRJ700-CRJ700_6943-17,43.433682000000005,2024-06-02,False
D001398,CRJ700_6943,TRACRJ700-CRJ700_6943-18,49.067032,2024-06-02,False
D008244,CRJ700_6943,SYSCRJ700-CRJ700_6943-19,42.693366,2024-06-02,False
D003959,CRJ700_6943,AILCRJ700-CRJ700_6943-20,33.812312,2024-06-02,False
D006606,CRJ700_6943,EMPCRJ700-CRJ700_6943-21,48.445567999999994,2024-06-02,False
D003006,CRJ700_6943,FLACRJ700-CRJ700_6943-22,49.42145,2024-06-02,False
D000004,CRJ700_6943,SPOCRJ700-CRJ700_6943-23,36.482788,2024-06-02,False
D007720,CRJ700_6943,FRECRJ700-CRJ700_6943-24,6.840070000000001,2024-06-02,False
D007069,CRJ700_6943,SYSCRJ700-CRJ700_6943-25,51.89525,2024-06-02,False
D007415,CRJ700_6943,GOUCRJ700-CRJ700_6943-26,5.514734000000001,2024-06-02,False
D009613,CRJ700_6943,SYSCRJ700-CRJ700_6943-27,55.704644,2024-06-02,False
D000684,CRJ700_6943,SYSCRJ700-CRJ700_6943-28,51.72733399999999,2024-06-02,False
D001982,CRJ700_6943,SYSCRJ700-CRJ700_6943-29,16.941997999999998,2024-06-02,False
D006903,CRJ700_6943,ECLCRJ700-CRJ700_6943-30,37.833501999999996,2024-06-02,False
D006211,CRJ700_6943,SIECRJ700-CRJ700_6943-31,31.790628,2024-06-02,False
D001241,CRJ700_6943,SIECRJ700-CRJ700_6943-32,21.1096,2024-06-02,False
D007864,CRJ700_6943,SYSCRJ700-CRJ700_6943-33,19.15993,2024-06-02,False
D002874,CRJ700_6943,SYSCRJ700-CRJ700_6943-34,38.294888,2024-06-02,False
D000586,CRJ700_6943,TOICRJ700-CRJ700_6943-35,17.675739999999998,2024-06-02,False
D005062,CRJ700_6943,SYSCRJ700-CRJ700_6943-36,1.6273340000000003,2024-06-02,False
D008252,CRJ700_6943,DETCRJ700-CRJ700_6943-37,55.277108000000005,2024-06-02,False
D003541,CRJ700_6943,ECLCRJ700-CRJ700_6943-38,40.691542,2024-06-02,False
D007349,CRJ700_6943,PORCRJ700-CRJ700_6943-39,2.0896860000000004,2024-06-02,False
D002890,CRJ700_6943,SYSCRJ700-CRJ700_6943-40,35.479244,2024-06-02,False
D002537,CRJ700_6943,PORCRJ700-CRJ700_6943-41,33.808766,2024-06-02,False
D006364,CRJ700_6943,HUBCRJ700-CRJ700_6943-42,17.858964,2024-06-02,False
D008857,CRJ700_6943,ECLCRJ700-CRJ700_6943-43,52.178182,2024-06-02,False
D009227,CRJ700_6943,SYSCRJ700-CRJ700_6943-44,6.385848,2024-06-02,False
D009315,A350_1177,REAA350-A350_1177-0,29.893600000000003,2024-06-01,False
D005521,A350_1177,REAA350-A350_1177-1,16.30008,2024-06-01,False
D007989,A350_1177,SYSA350-A350_1177-2,11.18328,2024-06-01,False
D008573,A350_1177,ORDA350-A350_1177-3,33.12528,2024-06-01,False
D007413,A350_1177,AUTA350-A350_1177-4,50.36776,2024-06-01,False
D006583,A350_1177,SYSA350-A350_1177-5,52.5964,2024-06-01,False
D005412,A350_1177,RADA350-A350_1177-6,23.033839999999998,2024-06-01,False
D002329,A350_1177,SYSA350-A350_1177-7,31.8696,2024-06-01,False
D008143,A350_1177,SYSA350-A350_1177-8,18.75752,2024-06-01,False
D006092,A350_1177,SYSA350-A350_1177-9,13.76384,2024-06-01,False
D004952,A350_1177,SYSA350-A350_1177-10,20.85976,2024-06-01,False
D000030,A350_1177,UNIA350-A350_1177-11,19.367919999999998,2024-06-01,False
D005079,A350_1177,SYSA350-A350_1177-12,35.55272,2024-06-01,False
D006438,A350_1177,SYSA350-A350_1177-13,36.75296,2024-06-01,False
D009103,A350_1177,SYSA350-A350_1177-14,15.57184,2024-06-01,False
D006919,A350_1177,SYSA350-A350_1177-15,36.20488,2024-06-01,False
D008475,A350_1177,GENA350-A350_1177-16,24.40728,2024-06-01,False
D002922,A350_1177,TRAA350-A350_1177-17,44.28112,2024-06-01,False
D004113,A350_1177,TRAA350-A350_1177-18,6.90712,2024-06-01,False
D005078,A350_1177,SYSA350-A350_1177-19,21.284560000000003,2024-06-01,False
D009241,A350_1177,AILA350-A350_1177-20,56.81192,2024-06-01,False
D009163,A350_1177,EMPA350-A350_1177-21,6.01888,2024-06-01,False
D004290,A350_1177,FLAA350-A350_1177-22,37.162,2024-06-01,False
D008723,A350_1177,SPOA350-A350_1177-23,19.69408,2024-06-01,False
D009005,A350_1177,FREA350-A350_1177-24,55.2612,2024-06-01,False
D007010,A350_1177,SYSA350-A350_1177-25,58.58,2024-06-01,False
D006154,A350_1177,GOUA350-A350_1177-26,41.07144,2024-06-01,False
D008734,A350_1177,SYSA350-A350_1177-27,3.4870400000000004,2024-06-01,False
D005624,A350_1177,SYSA350-A350_1177-28,34.08744,2024-06-01,False
D004680,A350_1177,SYSA350-A350_1177-29,24.96768,2024-06-01,False
D009771,A350_1177,ECLA350-A350_1177-30,11.44232,2024-06-01,False
D002237,A350_1177,SIEA350-A350_1177-31,41.75848,2024-06-01,False
D007482,A350_1177,SIEA350-A350_1177-32,40.596000000000004,2024-06-01,False
D006579,A350_1177,SYSA350-A350_1177-33,23.4588,2024-06-01,False
D002409,A350_1177,SYSA350-A350_1177-34,40.780080000000005,2024-06-01,False
D006425,A350_1177,TOIA350-A350_1177-35,42.3384,2024-06-01,False
D002834,A350_1177,SYSA350-A350_1177-36,28.64744,2024-06-01,False
D001090,A350_1177,DETA350-A350_1177-37,49.75528,2024-06-01,False
D005099,A350_1177,ECLA350-A350_1177-38,6.97872,2024-06-01,False
D007252,A350_1177,PORA350-A350_1177-39,47.74576,2024-06-01,False
D003550,A350_1177,SYSA350-A350_1177-40,3.7430400000000006,2024-06-01,False
D004547,A350_1177,PORA350-A350_1177-41,24.80856,2024-06-01,False
D008441,A350_1177,HUBA350-A350_1177-42,46.90824,2024-06-01,False
D005584,A350_1177,ECLA350-A350_1177-43,37.67112,2024-06-01,False
D003820,A350_1177,SYSA350-A350_1177-44,54.85368,2024-06-01,False
D006518,B777_4029,REAB777-B777_4029-0,32.737235000000005,2024-06-04,False
D001484,B777_4029,REAB777-B777_4029-1,22.203558000000005,2024-06-04,False
D002377,B777_4029,SYSB777-B777_4029-2,30.999003000000002,2024-06-04,False
D003402,B777_4029,ORDB777-B777_4029-3,14.470703,2024-06-04,False
D004723,B777_4029,AUTB777-B777_4029-4,55.397001,2024-06-04,False
D006801,B777_4029,SYSB777-B777_4029-5,18.37214,2024-06-04,False
D000055,B777_4029,RADB777-B777_4029-6,61.401908999999996,2024-06-04,False
D000589,B777_4029,SYSB777-B777_4029-7,28.507710000000003,2024-06-04,False
D004822,B777_4029,SYSB777-B777_4029-8,35.429077,2024-06-04,False
D008850,B777_4029,SYSB777-B777_4029-9,37.417409,2024-06-04,False
D006639,B777_4029,SYSB777-B777_4029-10,23.189701,2024-06-04,False
D006775,B777_4029,UNIB777-B777_4029-11,27.489992,2024-06-04,False
D004628,B777_4029,SYSB777-B777_4029-12,24.914847,2024-06-04,False
D003545,B777_4029,SYSB777-B777_4029-13,44.407271,2024-06-04,False
D000644,B777_4029,SYSB777-B777_4029-14,30.994208999999998,2024-06-04,False
D007381,B777_4029,SYSB777-B777_4029-15,24.280413,2024-06-04,False
D003013,B777_4029,GENB777-B777_4029-16,21.260028000000002,2024-06-04,False
D009804,B777_4029,TRAB777-B777_4029-17,6.181187000000001,2024-06-04,False
D009990,B777_4029,TRAB777-B777_4029-18,48.105411999999994,2024-06-04,False
D007399,B777_4029,SYSB777-B777_4029-19,15.059680999999998,2024-06-04,False
D004497,B777_4029,AILB777-B777_4029-20,38.055892,2024-06-04,False
D004822,B777_4029,EMPB777-B777_4029-21,56.113688,2024-06-04,False
D007245,B777_4029,FLAB777-B777_4029-22,30.737575,2024-06-04,False
D005489,B777_4029,SPOB777-B777_4029-23,44.91695800000001,2024-06-04,False
D005057,B777_4029,FREB777-B777_4029-24,29.835745,2024-06-04,False
D005563,B777_4029,SYSB777-B777_4029-25,22.885875000000002,2024-06-04,False
D004372,B777_4029,GOUB777-B777_4029-26,14.923669,2024-06-04,False
D009008,B777_4029,SYSB777-B777_4029-27,43.344854000000005,2024-06-04,False
D003423,B777_4029,SYSB777-B777_4029-28,36.402769,2024-06-04,False
D002635,B777_4029,SYSB777-B777_4029-29,5.220693,2024-06-04,False
D009345,B777_4029,ECLB777-B777_4029-30,13.898557,2024-06-04,False
D005898,B777_4029,SIEB777-B777_4029-31,57.76539799999999,2024-06-04,False
D008514,B777_4029,SIEB777-B777_4029-32,48.4486,2024-06-04,False
D008714,B777_4029,SYSB777-B777_4029-33,55.149255000000004,2024-06-04,False
D006651,B777_4029,SYSB777-B777_4029-34,61.939308000000004,2024-06-04,False
D008555,B777_4029,TOIB777-B777_4029-35,32.92109,2024-06-04,False
D008160,B777_4029,SYSB777-B777_4029-36,32.642769,2024-06-04,False
D009198,B777_4029,DETB777-B777_4029-37,4.095078,2024-06-04,False
D006728,B777_4029,ECLB777-B777_4029-38,58.237697000000004,2024-06-04,False
D004384,B777_4029,PORB777-B777_4029-39,52.834801,2024-06-04,False
D004097,B777_4029,SYSB777-B777_4029-40,45.495954000000005,2024-06-04,False
D004129,B777_4029,PORB777-B777_4029-41,47.098581,2024-06-04,False
D002418,B777_4029,HUBB777-B777_4029-42,41.492974000000004,2024-06-04,False
D001809,B777_4029,ECLB777-B777_4029-43,47.546937,2024-06-04,False
D007851,B777_4029,SYSB777-B777_4029-44,45.051668,2024-06-04,False
D001954,E175_3327,REAE175-E175_3327-0,16.501455000000004,2024-06-03,False
D006559,E175_3327,REAE175-E175_3327-1,8.368974,2024-06-03,False
D006629,E175_3327,SYSE175-E175_3327-2,53.693559,2024-06-03,False
D009302,E175_3327,ORDE175-E175_3327-3,7.153659,2024-06-03,False
D009960,E175_3327,AUTE175-E175_3327-4,7.359853,2024-06-03,False
D006818,E175_3327,SYSE175-E175_3327-5,47.04542,2024-06-03,False
D001983,E175_3327,RADE175-E175_3327-6,4.760377,2024-06-03,False
D002017,E175_3327,SYSE175-E175_3327-7,27.60663,2024-06-03,False
D000880,E175_3327,SYSE175-E175_3327-8,37.088681,2024-06-03,False
D005365,E175_3327,SYSE175-E175_3327-9,28.241877000000002,2024-06-03,False
D000441,E175_3327,SYSE175-E175_3327-10,9.002953,2024-06-03,False
D002869,E175_3327,UNIE175-E175_3327-11,31.699176,2024-06-03,False
D008991,E175_3327,SYSE175-E175_3327-12,46.650490999999995,2024-06-03,False
D005128,E175_3327,SYSE175-E175_3327-13,31.740163,2024-06-03,False
D002020,E175_3327,SYSE175-E175_3327-14,12.252277,2024-06-03,False
D007219,E175_3327,SYSE175-E175_3327-15,50.756288999999995,2024-06-03,False
D009310,E175_3327,GENE175-E175_3327-16,33.397884,2024-06-03,False
D004235,E175_3327,TRAE175-E175_3327-17,4.888510999999999,2024-06-03,False
D009792,E175_3327,TRAE175-E175_3327-18,25.302436000000004,2024-06-03,False
D001744,E175_3327,SYSE175-E175_3327-19,45.355893,2024-06-03,False
D007555,E175_3327,AILE175-E175_3327-20,16.781876,2024-06-03,False
D004429,E175_3327,EMPE175-E175_3327-21,31.929864000000002,2024-06-03,False
D003967,E175_3327,FLAE175-E175_3327-22,35.701474999999995,2024-06-03,False
D009890,E175_3327,SPOE175-E175_3327-23,7.589174,2024-06-03,False
D006029,E175_3327,FREE175-E175_3327-24,48.070485,2024-06-03,False
D007623,E175_3327,SYSE175-E175_3327-25,17.501375,2024-06-03,False
D009448,E175_3327,GOUE175-E175_3327-26,38.431657,2024-06-03,False
D000186,E175_3327,SYSE175-E175_3327-27,29.592462,2024-06-03,False
D005137,E175_3327,SYSE175-E175_3327-28,42.46395699999999,2024-06-03,False
D005284,E175_3327,SYSE175-E175_3327-29,33.265129,2024-06-03,False
D006267,E175_3327,ECLE175-E175_3327-30,9.205121,2024-06-03,False
D005397,E175_3327,SIEE175-E175_3327-31,26.248494,2024-06-03,False
D007495,E175_3327,SIEE175-E175_3327-32,29.1758,2024-06-03,False
D002679,E175_3327,SYSE175-E175_3327-33,21.834515,2024-06-03,False
D004022,E175_3327,SYSE175-E175_3327-34,10.263724,2024-06-03,False
D009128,E175_3327,TOIE175-E175_3327-35,22.01977,2024-06-03,False
D004025,E175_3327,SYSE175-E175_3327-36,44.473957,2024-06-03,False
D006694,E175_3327,DETE175-E175_3327-37,18.745534,2024-06-03,False
D004232,E175_3327,ECLE175-E175_3327-38,11.351541,2024-06-03,False
D004053,E175_3327,PORE175-E175_3327-39,19.063253,2024-06-03,False
D008106,E175_3327,SYSE175-E175_3327-40,56.080762,2024-06-03,False
D007730,E175_3327,PORE175-E175_3327-41,4.347593,2024-06-03,False
D008791,E175_3327,HUBE175-E175_3327-42,37.668822,2024-06-03,False
D004018,E175_3327,ECLE175-E175_3327-43,37.383261,2024-06-03,False
D001948,E175_3327,SYSE175-E175_3327-44,25.756804,2024-06-03,False
D004009,A330_4129,REAA330-A330_4129-0,24.615365,2024-06-04,False
D008430,A330_4129,REAA330-A330_4129-1,25.871722000000002,2024-06-04,False
D001827,A330_4129,SYSA330-A330_4129-2,3.202477,2024-06-04,False
D007540,A330_4129,ORDA330-A330_4129-3,28.492777,2024-06-04,False
D008865,A330_4129,AUTA330-A330_4129-4,22.140159,2024-06-04,False
D004073,A330_4129,SYSA330-A330_4129-5,39.36026,2024-06-04,False
D009248,A330_4129,RADA330-A330_4129-6,47.97653100000001,2024-06-04,False
D000065,A330_4129,SYSA330-A330_4129-7,54.19589,2024-06-04,False
D001036,A330_4129,SYSA330-A330_4129-8,19.992243000000002,2024-06-04,False
D002143,A330_4129,SYSA330-A330_4129-9,15.191030999999999,2024-06-04,False
D003754,A330_4129,SYSA330-A330_4129-10,3.729459,2024-06-04,False
D005649,A330_4129,UNIA330-A330_4129-11,59.672728,2024-06-04,False
D006962,A330_4129,SYSA330-A330_4129-12,35.489672999999996,2024-06-04,False
D001312,A330_4129,SYSA330-A330_4129-13,55.953089000000006,2024-06-04,False
D000184,A330_4129,SYSA330-A330_4129-14,11.942231000000001,2024-06-04,False
D001705,A330_4129,SYSA330-A330_4129-15,5.8666670000000005,2024-06-04,False
D003029,A330_4129,GENA330-A330_4129-16,32.330452,2024-06-04,False
D002067,A330_4129,TRAA330-A330_4129-17,39.667733,2024-06-04,False
D009375,A330_4129,TRAA330-A330_4129-18,14.694508,2024-06-04,False
D000295,A330_4129,SYSA330-A330_4129-19,59.016279,2024-06-04,False
D003445,A330_4129,AILA330-A330_4129-20,17.270827999999998,2024-06-04,False
D002890,A330_4129,EMPA330-A330_4129-21,32.992392,2024-06-04,False
D009759,A330_4129,FLAA330-A330_4129-22,12.039425,2024-06-04,False
D005136,A330_4129,SPOA330-A330_4129-23,34.472322000000005,2024-06-04,False
D003408,A330_4129,FREA330-A330_4129-24,49.848455,2024-06-04,False
D008031,A330_4129,SYSA330-A330_4129-25,51.869125,2024-06-04,False
D005365,A330_4129,GOUA330-A330_4129-26,50.216371,2024-06-04,False
D003267,A330_4129,SYSA330-A330_4129-27,35.319786,2024-06-04,False
D006395,A330_4129,SYSA330-A330_4129-28,53.003271,2024-06-04,False
D006676,A330_4129,SYSA330-A330_4129-29,8.641187,2024-06-04,False
D005003,A330_4129,ECLA330-A330_4129-30,5.6595629999999995,2024-06-04,False
D001782,A330_4129,SIEA330-A330_4129-31,17.304282,2024-06-04,False
D002299,A330_4129,SIEA330-A330_4129-32,51.2374,2024-06-04,False
D009232,A330_4129,SYSA330-A330_4129-33,52.006545,2024-06-04,False
D003234,A330_4129,SYSA330-A330_4129-34,5.045972000000001,2024-06-04,False
D004460,A330_4129,TOIA330-A330_4129-35,45.11331,2024-06-04,False
D001885,A330_4129,SYSA330-A330_4129-36,55.493271,2024-06-04,False
D003174,A330_4129,DETA330-A330_4129-37,39.553402,2024-06-04,False
D006419,A330_4129,ECLA330-A330_4129-38,47.952822999999995,2024-06-04,False
D008531,A330_4129,PORA330-A330_4129-39,51.420359000000005,2024-06-04,False
D006400,A330_4129,SYSA330-A330_4129-40,54.444686,2024-06-04,False
D000553,A330_4129,PORA330-A330_4129-41,4.431379,2024-06-04,False
D000821,A330_4129,HUBA330-A330_4129-42,8.780866,2024-06-04,False
D000299,A330_4129,ECLA330-A330_4129-43,2.291983,2024-06-04,False
D007152,A330_4129,SYSA330-A330_4129-44,7.071211999999999,2024-06-04,False
D008223,A320_6678,REAA320-A320_6678-0,8.147165000000001,2024-06-04,False
D003267,A320_6678,REAA320-A320_6678-1,53.386762000000004,2024-06-04,False
D003015,A320_6678,SYSA320-A320_6678-2,36.42411699999999,2024-06-04,False
D006046,A320_6678,ORDA320-A320_6678-3,15.570417,2024-06-04,False
D005166,A320_6678,AUTA320-A320_6678-4,54.644039,2024-06-04,False
D006848,A320_6678,SYSA320-A320_6678-5,43.88346,2024-06-04,False
D006310,A320_6678,RADA320-A320_6678-6,4.533451,2024-06-04,False
D001158,A320_6678,SYSA320-A320_6678-7,17.88069,2024-06-04,False
D002694,A320_6678,SYSA320-A320_6678-8,46.511003,2024-06-04,False
D009137,A320_6678,SYSA320-A320_6678-9,44.897951,2024-06-04,False
D004122,A320_6678,SYSA320-A320_6678-10,11.369339,2024-06-04,False
D000935,A320_6678,UNIA320-A320_6678-11,25.171688,2024-06-04,False
D005736,A320_6678,SYSA320-A320_6678-12,5.456033,2024-06-04,False
D009013,A320_6678,SYSA320-A320_6678-13,49.174569000000005,2024-06-04,False
D001061,A320_6678,SYSA320-A320_6678-14,36.463151,2024-06-04,False
D005030,A320_6678,SYSA320-A320_6678-15,35.339107,2024-06-04,False
D005731,A320_6678,GENA320-A320_6678-16,5.089092,2024-06-04,False
D000841,A320_6678,TRAA320-A320_6678-17,34.523293,2024-06-04,False
D000201,A320_6678,TRAA320-A320_6678-18,50.633067999999994,2024-06-04,False
D007971,A320_6678,SYSA320-A320_6678-19,16.828559000000002,2024-06-04,False
D007863,A320_6678,AILA320-A320_6678-20,30.301788000000002,2024-06-04,False
D009462,A320_6678,EMPA320-A320_6678-21,9.691832,2024-06-04,False
D003072,A320_6678,FLAA320-A320_6678-22,37.860425000000006,2024-06-04,False
D008680,A320_6678,SPOA320-A320_6678-23,47.819362,2024-06-04,False
D006494,A320_6678,FREA320-A320_6678-24,47.429055000000005,2024-06-04,False
D008742,A320_6678,SYSA320-A320_6678-25,40.354124999999996,2024-06-04,False
D007347,A320_6678,GOUA320-A320_6678-26,59.882091,2024-06-04,False
D008279,A320_6678,SYSA320-A320_6678-27,42.013306,2024-06-04,False
D004983,A320_6678,SYSA320-A320_6678-28,19.236991,2024-06-04,False
D003705,A320_6678,SYSA320-A320_6678-29,13.530027000000002,2024-06-04,False
D006789,A320_6678,ECLA320-A320_6678-30,38.010723,2024-06-04,False
D009409,A320_6678,SIEA320-A320_6678-31,18.118522000000002,2024-06-04,False
D000401,A320_6678,SIEA320-A320_6678-32,31.505399999999998,2024-06-04,False
