ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D007720,CRJ700_6943,FRECRJ700-CRJ700_6943-24,7.567060000000001,2024-06-05,False
D007069,CRJ700_6943,SYSCRJ700-CRJ700_6943-25,52.6295,2024-06-05,False
D007415,CRJ700_6943,GOUCRJ700-CRJ700_6943-26,6.349172,2024-06-05,False
D009613,CRJ700_6943,SYSCRJ700-CRJ700_6943-27,56.452952,2024-06-05,False
D000684,CRJ700_6943,SYSCRJ700-CRJ700_6943-28,52.40997199999999,2024-06-05,False
D001982,CRJ700_6943,SYSCRJ700-CRJ700_6943-29,17.732083999999997,2024-06-05,False
D006903,CRJ700_6943,ECLCRJ700-CRJ700_6943-30,38.676916,2024-06-05,False
D006211,CRJ700_6943,SIECRJ700-CRJ700_6943-31,32.589624,2024-06-05,False
D001241,CRJ700_6943,SIECRJ700-CRJ700_6943-32,22.0468,2024-06-05,False
D007864,CRJ700_6943,SYSCRJ700-CRJ700_6943-33,20.08294,2024-06-05,False
D002874,CRJ700_6943,SYSCRJ700-CRJ700_6943-34,39.210704,2024-06-05,False
D000586,CRJ700_6943,TOICRJ700-CRJ700_6943-35,18.54892,2024-06-05,False
D005062,CRJ700_6943,SYSCRJ700-CRJ700_6943-36,2.309972,2024-06-05,False
D008252,CRJ700_6943,DETCRJ700-CRJ700_6943-37,56.007464000000006,2024-06-05,False
D003541,CRJ700_6943,ECLCRJ700-CRJ700_6943-38,41.639236,2024-06-05,False
D007349,CRJ700_6943,PORCRJ700-CRJ700_6943-39,2.8451880000000003,2024-06-05,False
D002890,CRJ700_6943,SYSCRJ700-CRJ700_6943-40,36.339752000000004,2024-06-05,False
D002537,CRJ700_6943,PORCRJ700-CRJ700_6943-41,34.673828,2024-06-05,False
D006364,CRJ700_6943,HUBCRJ700-CRJ700_6943-42,22.411512000000002,2024-06-05,False
D008857,CRJ700_6943,ECLCRJ700-CRJ700_6943-43,52.880356,2024-06-05,False
D009227,CRJ700_6943,SYSCRJ700-CRJ700_6943-44,7.230384,2024-06-05,False
D009315,A350_1177,REAA350-A350_1177-0,30.480625000000003,2024-06-08,False
D005521,A350_1177,REAA350-A350_1177-1,16.91325,2024-06-08,False
D007989,A350_1177,SYSA350-A350_1177-2,11.657625,2024-06-08,False
D008573,A350_1177,ORDA350-A350_1177-3,33.595124999999996,2024-06-08,False
D007413,A350_1177,AUTA350-A350_1177-4,51.035875,2024-06-08,False
D006583,A350_1177,SYSA350-A350_1177-5,53.1625,2024-06-08,False
D005412,A350_1177,RADA350-A350_1177-6,23.570375,2024-06-08,False
D002329,A350_1177,SYSA350-A350_1177-7,32.33625,2024-06-08,False
D008143,A350_1177,SYSA350-A350_1177-8,19.352375,2024-06-08,False
D006092,A350_1177,SYSA350-A350_1177-9,14.232875,2024-06-08,False
D004952,A350_1177,SYSA350-A350_1177-10,21.388375,2024-06-08,False
D000030,A350_1177,UNIA350-A350_1177-11,19.962999999999997,2024-06-08,False
D005079,A350_1177,SYSA350-A350_1177-12,36.021125,2024-06-08,False
D006438,A350_1177,SYSA350-A350_1177-13,37.362125,2024-06-08,False
D009103,A350_1177,SYSA350-A350_1177-14,16.022875,2024-06-08,False
D006919,A350_1177,SYSA350-A350_1177-15,36.871375,2024-06-08,False
D008475,A350_1177,GENA350-A350_1177-16,25.0245,2024-06-08,False
D002922,A350_1177,TRAA350-A350_1177-17,44.748625000000004,2024-06-08,False
D004113,A350_1177,TRAA350-A350_1177-18,7.5355,2024-06-08,False
D005078,A350_1177,SYSA350-A350_1177-19,21.950875000000003,2024-06-08,False
D009241,A350_1177,AILA350-A350_1177-20,57.2855,2024-06-08,False
D009163,A350_1177,EMPA350-A350_1177-21,6.6370000000000005,2024-06-08,False
D004290,A350_1177,FLAA350-A350_1177-22,37.658125,2024-06-08,False
D008723,A350_1177,SPOA350-A350_1177-23,20.29825,2024-06-08,False
D009005,A350_1177,FREA350-A350_1177-24,55.756875,2024-06-08,False
D007010,A350_1177,SYSA350-A350_1177-25,59.080625,2024-06-08,False
D006154,A350_1177,GOUA350-A350_1177-26,41.640375000000006,2024-06-08,False
D008734,A350_1177,SYSA350-A350_1177-27,3.99725,2024-06-08,False
D005624,A350_1177,SYSA350-A350_1177-28,34.552875,2024-06-08,False
D004680,A350_1177,SYSA350-A350_1177-29,25.506375000000002,2024-06-08,False
D009771,A350_1177,ECLA350-A350_1177-30,12.017375000000001,2024-06-08,False
D002237,A350_1177,SIEA350-A350_1177-31,42.30325,2024-06-08,False
D007482,A350_1177,SIEA350-A350_1177-32,41.23500000000001,2024-06-08,False
D006579,A350_1177,SYSA350-A350_1177-33,24.088125,2024-06-08,False
D002409,A350_1177,SYSA350-A350_1177-34,41.404500000000006,2024-06-08,False
D006425,A350_1177,TOIA350-A350_1177-35,42.93375,2024-06-08,False
D002834,A350_1177,SYSA350-A350_1177-36,29.112875,2024-06-08,False
D001090,A350_1177,DETA350-A350_1177-37,50.25325,2024-06-08,False
D005099,A350_1177,ECLA350-A350_1177-38,7.624875,2024-06-08,False
D007252,A350_1177,PORA350-A350_1177-39,48.260875,2024-06-08,False
D003550,A350_1177,SYSA350-A350_1177-40,4.329750000000001,2024-06-08,False
D004547,A350_1177,PORA350-A350_1177-41,25.398375,2024-06-08,False
D008441,A350_1177,HUBA350-A350_1177-42,50.01225,2024-06-08,False
D005584,A350_1177,ECLA350-A350_1177-43,38.149875,2024-06-08,False
D003820,A350_1177,SYSA350-A350_1177-44,55.4295,2024-06-08,False
D006518,B777_4029,REAB777-B777_4029-0,34.146095,2024-06-08,False
D001484,B777_4029,REAB777-B777_4029-1,23.675166000000008,2024-06-08,False
D002377,B777_4029,SYSB777-B777_4029-2,32.137431,2024-06-08,False
D003402,B777_4029,ORDB777-B777_4029-3,15.598331,2024-06-08,False
D004723,B777_4029,AUTB777-B777_4029-4,57.000477,2024-06-08,False
D006801,B777_4029,SYSB777-B777_4029-5,19.73078,2024-06-08,False
D000055,B777_4029,RADB777-B777_4029-6,62.689592999999995,2024-06-08,False
D000589,B777_4029,SYSB777-B777_4029-7,29.627670000000006,2024-06-08,False
D004822,B777_4029,SYSB777-B777_4029-8,36.856729,2024-06-08,False
D008850,B777_4029,SYSB777-B777_4029-9,38.543093,2024-06-08,False
D006639,B777_4029,SYSB777-B777_4029-10,24.458377,2024-06-08,False
D006775,B777_4029,UNIB777-B777_4029-11,28.918184000000004,2024-06-08,False
D004628,B777_4029,SYSB777-B777_4029-12,26.039019000000003,2024-06-08,False
D003545,B777_4029,SYSB777-B777_4029-13,45.869267,2024-06-08,False
D000644,B777_4029,SYSB777-B777_4029-14,32.076693,2024-06-08,False
D007381,B777_4029,SYSB777-B777_4029-15,25.880001,2024-06-08,False
D003013,B777_4029,GENB777-B777_4029-16,22.741356000000003,2024-06-08,False
D009804,B777_4029,TRAB777-B777_4029-17,7.303199000000001,2024-06-08,False
D009990,B777_4029,TRAB777-B777_4029-18,49.613524,2024-06-08,False
D007399,B777_4029,SYSB777-B777_4029-19,16.658837,2024-06-08,False
D004497,B777_4029,AILB777-B777_4029-20,39.192484,2024-06-08,False
D004822,B777_4029,EMPB777-B777_4029-21,57.597176000000005,2024-06-08,False
D007245,B777_4029,FLAB777-B777_4029-22,31.928275,2024-06-08,False
D005489,B777_4029,SPOB777-B777_4029-23,46.36696600000001,2024-06-08,False
D005057,B777_4029,FREB777-B777_4029-24,31.025365,2024-06-08,False
D005563,B777_4029,SYSB777-B777_4029-25,24.087375,2024-06-08,False
D004372,B777_4029,GOUB777-B777_4029-26,16.289113,2024-06-08,False
D009008,B777_4029,SYSB777-B777_4029-27,44.569358,2024-06-08,False
D003423,B777_4029,SYSB777-B777_4029-28,37.519813,2024-06-08,False
D002635,B777_4029,SYSB777-B777_4029-29,6.513560999999999,2024-06-08,False
D009345,B777_4029,ECLB777-B777_4029-30,15.278689,2024-06-08,False
D005898,B777_4029,SIEB777-B777_4029-31,59.072845999999984,2024-06-08,False
D008514,B777_4029,SIEB777-B777_4029-32,49.9822,2024-06-08,False
D008714,B777_4029,SYSB777-B777_4029-33,56.659635,2024-06-08,False
D006651,B777_4029,SYSB777-B777_4029-34,63.437916,2024-06-08,False
D008555,B777_4029,TOIB777-B777_4029-35,34.34993000000001,2024-06-08,False
D008160,B777_4029,SYSB777-B777_4029-36,33.759813,2024-06-08,False
D009198,B777_4029,DETB777-B777_4029-37,5.2902059999999995,2024-06-08,False
D006728,B777_4029,ECLB777-B777_4029-38,59.788469000000006,2024-06-08,False
D004384,B777_4029,PORB777-B777_4029-39,54.071076999999995,2024-06-08,False
D004097,B777_4029,SYSB777-B777_4029-40,46.904058000000006,2024-06-08,False
D004129,B777_4029,PORB777-B777_4029-41,48.514137000000005,2024-06-08,False
D002418,B777_4029,HUBB777-B777_4029-42,48.942598000000004,2024-06-08,False
D001809,B777_4029,ECLB777-B777_4029-43,48.695949000000006,2024-06-08,False
D007851,B777_4029,SYSB777-B777_4029-44,46.433636,2024-06-08,False
D001954,E175_3327,REAE175-E175_3327-0,18.810420000000004,2024-06-09,False
D006559,E175_3327,REAE175-E175_3327-1,10.780776,2024-06-09,False
D006629,E175_3327,SYSE175-E175_3327-2,55.559315999999995,2024-06-09,False
D009302,E175_3327,ORDE175-E175_3327-3,9.001716,2024-06-09,False
D009960,E175_3327,AUTE175-E175_3327-4,9.987772000000001,2024-06-09,False
D006818,E175_3327,SYSE175-E175_3327-5,49.27208,2024-06-09,False
D001983,E175_3327,RADE175-E175_3327-6,6.870748000000001,2024-06-09,False
D002017,E175_3327,SYSE175-E175_3327-7,29.44212,2024-06-09,False
D000880,E175_3327,SYSE175-E175_3327-8,39.428444,2024-06-09,False
D005365,E175_3327,SYSE175-E175_3327-9,30.086748000000004,2024-06-09,False
D000441,E175_3327,SYSE175-E175_3327-10,11.082172,2024-06-09,False
D002869,E175_3327,UNIE175-E175_3327-11,34.039824,2024-06-09,False
D008991,E175_3327,SYSE175-E175_3327-12,48.492884,2024-06-09,False
D005128,E175_3327,SYSE175-E175_3327-13,34.136212,2024-06-09,False
D002020,E175_3327,SYSE175-E175_3327-14,14.026347999999999,2024-06-09,False
D007219,E175_3327,SYSE175-E175_3327-15,53.377835999999995,2024-06-09,False
D009310,E175_3327,GENE175-E175_3327-16,35.825616,2024-06-09,False
D004235,E175_3327,TRAE175-E175_3327-17,6.727364,2024-06-09,False
D009792,E175_3327,TRAE175-E175_3327-18,27.774064000000003,2024-06-09,False
D001744,E175_3327,SYSE175-E175_3327-19,47.976732,2024-06-09,False
D007555,E175_3327,AILE175-E175_3327-20,18.644624,2024-06-09,False
D004429,E175_3327,EMPE175-E175_3327-21,34.361136,2024-06-09,False
D003967,E175_3327,FLAE175-E175_3327-22,37.652899999999995,2024-06-09,False
D009890,E175_3327,SPOE175-E175_3327-23,9.965576,2024-06-09,False
D006029,E175_3327,FREE175-E175_3327-24,50.02014,2024-06-09,False
D007623,E175_3327,SYSE175-E175_3327-25,19.4705,2024-06-09,False
D009448,E175_3327,GOUE175-E175_3327-26,40.669468,2024-06-09,False
D000186,E175_3327,SYSE175-E175_3327-27,31.599288,2024-06-09,False
D005137,E175_3327,SYSE175-E175_3327-28,44.294667999999994,2024-06-09,False
D005284,E175_3327,SYSE175-E175_3327-29,35.383996,2024-06-09,False
D006267,E175_3327,ECLE175-E175_3327-30,11.467004000000001,2024-06-09,False
D005397,E175_3327,SIEE175-E175_3327-31,28.391256000000002,2024-06-09,False
D007495,E175_3327,SIEE175-E175_3327-32,31.6892,2024-06-09,False
D002679,E175_3327,SYSE175-E175_3327-33,24.309859999999997,2024-06-09,False
D004022,E175_3327,SYSE175-E175_3327-34,12.719776000000001,2024-06-09,False
D009128,E175_3327,TOIE175-E175_3327-35,24.36148,2024-06-09,False
D004025,E175_3327,SYSE175-E175_3327-36,46.304668,2024-06-09,False
D006694,E175_3327,DETE175-E175_3327-37,20.704216,2024-06-09,False
D004232,E175_3327,ECLE175-E175_3327-38,13.893084,2024-06-09,False
D004053,E175_3327,PORE175-E175_3327-39,21.089372,2024-06-09,False
D008106,E175_3327,SYSE175-E175_3327-40,58.388488,2024-06-09,False
D007730,E175_3327,PORE175-E175_3327-41,6.6675320000000005,2024-06-09,False
D008791,E175_3327,HUBE175-E175_3327-42,49.877928,2024-06-09,False
D004018,E175_3327,ECLE175-E175_3327-43,39.266363999999996,2024-06-09,False
D001948,E175_3327,SYSE175-E175_3327-44,28.021696,2024-06-09,False
D004009,A330_4129,REAA330-A330_4129-0,25.4372,2024-06-08,False
D008430,A330_4129,REAA330-A330_4129-1,26.73016,2024-06-08,False
D001827,A330_4129,SYSA330-A330_4129-2,3.8665599999999998,2024-06-08,False
D007540,A330_4129,ORDA330-A330_4129-3,29.150560000000002,2024-06-08,False
D008865,A330_4129,AUTA330-A330_4129-4,23.07552,2024-06-08,False
D004073,A330_4129,SYSA330-A330_4129-5,40.1528,2024-06-08,False
D009248,A330_4129,RADA330-A330_4129-6,48.72768000000001,2024-06-08,False
D000065,A330_4129,SYSA330-A330_4129-7,54.8492,2024-06-08,False
D001036,A330_4129,SYSA330-A330_4129-8,20.82504,2024-06-08,False
D002143,A330_4129,SYSA330-A330_4129-9,15.847679999999999,2024-06-08,False
D003754,A330_4129,SYSA330-A330_4129-10,4.46952,2024-06-08,False
D005649,A330_4129,UNIA330-A330_4129-11,60.50584,2024-06-08,False
D006962,A330_4129,SYSA330-A330_4129-12,36.14544,2024-06-08,False
D001312,A330_4129,SYSA330-A330_4129-13,56.80592,2024-06-08,False
D000184,A330_4129,SYSA330-A330_4129-14,12.573680000000001,2024-06-08,False
D001705,A330_4129,SYSA330-A330_4129-15,6.799760000000001,2024-06-08,False
D003029,A330_4129,GENA330-A330_4129-16,33.19456,2024-06-08,False
D002067,A330_4129,TRAA330-A330_4129-17,40.32224,2024-06-08,False
D009375,A330_4129,TRAA330-A330_4129-18,15.57424,2024-06-08,False
D000295,A330_4129,SYSA330-A330_4129-19,59.94911999999999,2024-06-08,False
D003445,A330_4129,AILA330-A330_4129-20,17.93384,2024-06-08,False
D002890,A330_4129,EMPA330-A330_4129-21,33.857760000000006,2024-06-08,False
D009759,A330_4129,FLAA330-A330_4129-22,12.734,2024-06-08,False
D005136,A330_4129,SPOA330-A330_4129-23,35.318160000000006,2024-06-08,False
D003408,A330_4129,FREA330-A330_4129-24,50.5424,2024-06-08,False
D008031,A330_4129,SYSA330-A330_4129-25,52.56999999999999,2024-06-08,False
D005365,A330_4129,GOUA330-A330_4129-26,51.012879999999996,2024-06-08,False
D003267,A330_4129,SYSA330-A330_4129-27,36.034079999999996,2024-06-08,False
D006395,A330_4129,SYSA330-A330_4129-28,53.65488,2024-06-08,False
D006676,A330_4129,SYSA330-A330_4129-29,9.39536,2024-06-08,False
D005003,A330_4129,ECLA330-A330_4129-30,6.464639999999999,2024-06-08,False
D001782,A330_4129,SIEA330-A330_4129-31,18.06696,2024-06-08,False
D002299,A330_4129,SIEA330-A330_4129-32,52.132000000000005,2024-06-08,False
D009232,A330_4129,SYSA330-A330_4129-33,52.887600000000006,2024-06-08,False
D003234,A330_4129,SYSA330-A330_4129-34,5.920160000000001,2024-06-08,False
D004460,A330_4129,TOIA330-A330_4129-35,45.946799999999996,2024-06-08,False
D001885,A330_4129,SYSA330-A330_4129-36,56.14488,2024-06-08,False
D003174,A330_4129,DETA330-A330_4129-37,40.25055999999999,2024-06-08,False
D006419,A330_4129,ECLA330-A330_4129-38,48.85744,2024-06-08,False
D008531,A330_4129,PORA330-A330_4129-39,52.14152000000001,2024-06-08,False
D006400,A330_4129,SYSA330-A330_4129-40,55.26608,2024-06-08,False
D000553,A330_4129,PORA330-A330_4129-41,5.2571200000000005,2024-06-08,False
D000821,A330_4129,HUBA330-A330_4129-42,13.12648,2024-06-08,False
D000299,A330_4129,ECLA330-A330_4129-43,2.96224,2024-06-08,False
D007152,A330_4129,SYSA330-A330_4129-44,7.877359999999999,2024-06-08,False
D008223,A320_6678,REAA320-A320_6678-0,9.816925000000001,2024-06-07,False
D003267,A320_6678,REAA320-A320_6678-1,55.13089,2024-06-07,False
D003015,A320_6678,SYSA320-A320_6678-2,37.773364999999984,2024-06-07,False
D006046,A320_6678,ORDA320-A320_6678-3,16.906865000000003,2024-06-07,False
D005166,A320_6678,AUTA320-A320_6678-4,56.544455,2024-06-07,False
D006848,A320_6678,SYSA320-A320_6678-5,45.493700000000004,2024-06-07,False
D006310,A320_6678,RADA320-A320_6678-6,6.059595000000001,2024-06-07,False
D001158,A320_6678,SYSA320-A320_6678-7,19.20805,2024-06-07,False
D002694,A320_6678,SYSA320-A320_6678-8,48.20303500000001,2024-06-07,False
D009137,A320_6678,SYSA320-A320_6678-9,46.232095,2024-06-07,False
D004122,A320_6678,SYSA320-A320_6678-10,12.872955000000001,2024-06-07,False
D000935,A320_6678,UNIA320-A320_6678-11,26.864359999999998,2024-06-07,False
D005736,A320_6678,SYSA320-A320_6678-12,6.788385,2024-06-07,False
D009013,A320_6678,SYSA320-A320_6678-13,50.90730500000001,2024-06-07,False
D001061,A320_6678,SYSA320-A320_6678-14,37.746095000000004,2024-06-07,False
D005030,A320_6678,SYSA320-A320_6678-15,37.234914999999994,2024-06-07,False
D005731,A320_6678,GENA320-A320_6678-16,6.844740000000001,2024-06-07,False
D000841,A320_6678,TRAA320-A320_6678-17,35.853085,2024-06-07,False
D000201,A320_6678,TRAA320-A320_6678-18,52.42046,2024-06-07,False
D007971,A320_6678,SYSA320-A320_6678-19,18.723855000000004,2024-06-07,False
D007863,A320_6678,AILA320-A320_6678-20,31.648860000000003,2024-06-07,False
D009462,A320_6678,EMPA320-A320_6678-21,11.45004,2024-06-07,False
D003072,A320_6678,FLAA320-A320_6678-22,39.27162500000001,2024-06-07,False
D008680,A320_6678,SPOA320-A320_6678-23,49.537890000000004,2024-06-07,False
D006494,A320_6678,FREA320-A320_6678-24,48.83897500000001,2024-06-07,False
D008742,A320_6678,SYSA320-A320_6678-25,41.778124999999996,2024-06-07,False
D007347,A320_6678,GOUA320-A320_6678-26,61.500395000000005,2024-06-07,False
D008279,A320_6678,SYSA320-A320_6678-27,43.46457,2024-06-07,False
D004983,A320_6678,SYSA320-A320_6678-28,20.560895,2024-06-07,False
D003705,A320_6678,SYSA320-A320_6678-29,15.062315000000003,2024-06-07,False
D006789,A320_6678,ECLA320-A320_6678-30,39.646435000000004,2024-06-07,False
