ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D005173,E175_4124,SYSE175-E175_4124-40,54.52419400000001,2023-11-06,False
D004396,E175_4124,PORE175-E175_4124-41,62.85331899999999,2023-11-06,False
D008197,E175_4124,HUBE175-E175_4124-42,25.695210000000003,2023-11-06,False
D005697,E175_4124,ECLE175-E175_4124-43,43.86148899999999,2023-11-06,False
D007190,E175_4124,SYSE175-E175_4124-44,67.57653899999998,2023-11-06,False
D003941,E175_6334,REAE175-E175_6334-0,44.47635000000002,2023-11-01,False
D006764,E175_6334,REAE175-E175_6334-1,75.17870200000002,2023-11-01,False
D005622,E175_6334,SYSE175-E175_6334-2,53.485167000000004,2023-11-01,False
D000867,E175_6334,ORDE175-E175_6334-3,21.783115999999996,2023-11-01,False
D002225,E175_6334,AUTE175-E175_6334-4,49.24141500000001,2023-11-01,False
D002067,E175_6334,SYSE175-E175_6334-5,23.736681,2023-11-01,False
D005542,E175_6334,RADE175-E175_6334-6,32.630655999999995,2023-11-01,False
D001668,E175_6334,SYSE175-E175_6334-7,59.715855,2023-11-01,False
D002088,E175_6334,SYSE175-E175_6334-8,30.108494000000007,2023-11-01,False
D003979,E175_6334,SYSE175-E175_6334-9,55.85548199999999,2023-11-01,False
D002550,E175_6334,SYSE175-E175_6334-10,54.44263500000001,2023-11-01,False
D000294,E175_6334,UNIE175-E175_6334-11,28.058213,2023-11-01,False
D006626,E175_6334,SYSE175-E175_6334-12,28.501266999999995,2023-11-01,False
D009770,E175_6334,SYSE175-E175_6334-13,40.699858,2023-11-01,False
D008278,E175_6334,SYSE175-E175_6334-14,37.738186000000006,2023-11-01,False
D006776,E175_6334,SYSE175-E175_6334-15,54.747711,2023-11-01,False
D008603,E175_6334,GENE175-E175_6334-16,62.14264300000001,2023-11-01,False
D001382,E175_6334,TRAE175-E175_6334-17,59.608741000000016,2023-11-01,False
D007080,E175_6334,TRAE175-E175_6334-18,22.076180000000004,2023-11-01,False
D001692,E175_6334,SYSE175-E175_6334-19,59.90468900000002,2023-11-01,False
D000357,E175_6334,AILE175-E175_6334-20,68.01101799999999,2023-11-01,False
D004871,E175_6334,EMPE175-E175_6334-21,28.709357,2023-11-01,False
D000546,E175_6334,FLAE175-E175_6334-22,27.549895000000003,2023-11-01,False
D009271,E175_6334,SPOE175-E175_6334-23,25.988043,2023-11-01,False
D009402,E175_6334,FREE175-E175_6334-24,43.836602,2023-11-01,False
D006715,E175_6334,SYSE175-E175_6334-25,74.552468,2023-11-01,False
D005004,E175_6334,GOUE175-E175_6334-26,54.180037,2023-11-01,False
D006312,E175_6334,SYSE175-E175_6334-27,90.42723500000001,2023-11-01,False
D006217,E175_6334,SYSE175-E175_6334-28,15.731249999999998,2023-11-01,False
D003187,E175_6334,SYSE175-E175_6334-29,54.07869200000001,2023-11-01,False
D003611,E175_6334,ECLE175-E175_6334-30,29.915826999999993,2023-11-01,False
D003885,E175_6334,SIEE175-E175_6334-31,17.260861000000002,2023-11-01,False
D006700,E175_6334,SIEE175-E175_6334-32,61.103515999999985,2023-11-01,False
D006392,E175_6334,SYSE175-E175_6334-33,18.712616000000004,2023-11-01,False
D005494,E175_6334,SYSE175-E175_6334-34,75.04306999999999,2023-11-01,False
D008894,E175_6334,TOIE175-E175_6334-35,30.449143000000003,2023-11-01,False
D009260,E175_6334,SYSE175-E175_6334-36,63.191250000000004,2023-11-01,False
D007335,E175_6334,DETE175-E175_6334-37,61.71310399999999,2023-11-01,False
D004011,E175_6334,ECLE175-E175_6334-38,45.636017,2023-11-01,False
D008224,E175_6334,PORE175-E175_6334-39,16.367283999999998,2023-11-01,False
D000236,E175_6334,SYSE175-E175_6334-40,51.734186000000015,2023-11-01,False
D009299,E175_6334,PORE175-E175_6334-41,44.75381099999999,2023-11-01,False
D008052,E175_6334,HUBE175-E175_6334-42,36.99149000000001,2023-11-01,False
D002940,E175_6334,ECLE175-E175_6334-43,65.891541,2023-11-01,False
D002314,E175_6334,SYSE175-E175_6334-44,57.11999100000001,2023-11-01,False
D003221,B777_1214,REAB777-B777_1214-0,41.941950000000006,2023-11-06,False
D003004,B777_1214,REAB777-B777_1214-1,63.79081399999998,2023-11-06,False
D005079,B777_1214,SYSB777-B777_1214-2,39.855318999999994,2023-11-06,False
D002797,B777_1214,ORDB777-B777_1214-3,34.286012,2023-11-06,False
D005080,B777_1214,AUTB777-B777_1214-4,61.51665500000001,2023-11-06,False
D007449,B777_1214,SYSB777-B777_1214-5,55.465217,2023-11-06,False
D006069,B777_1214,RADB777-B777_1214-6,43.88179200000002,2023-11-06,False
D002251,B777_1214,SYSB777-B777_1214-7,44.995735,2023-11-06,False
D005226,B777_1214,SYSB777-B777_1214-8,41.109758,2023-11-06,False
D002097,B777_1214,SYSB777-B777_1214-9,27.169274,2023-11-06,False
D000469,B777_1214,SYSB777-B777_1214-10,69.93419499999999,2023-11-06,False
D003370,B777_1214,UNIB777-B777_1214-11,48.76934099999998,2023-11-06,False
D000177,B777_1214,SYSB777-B777_1214-12,65.753019,2023-11-06,False
D008808,B777_1214,SYSB777-B777_1214-13,62.241105999999995,2023-11-06,False
D007153,B777_1214,SYSB777-B777_1214-14,50.26300199999999,2023-11-06,False
D001514,B777_1214,SYSB777-B777_1214-15,45.535926999999994,2023-11-06,False
D002231,B777_1214,GENB777-B777_1214-16,41.653851,2023-11-06,False
D002092,B777_1214,TRAB777-B777_1214-17,26.16663700000001,2023-11-06,False
D005205,B777_1214,TRAB777-B777_1214-18,72.31426000000002,2023-11-06,False
D006248,B777_1214,SYSB777-B777_1214-19,47.810873000000015,2023-11-06,False
D000472,B777_1214,AILB777-B777_1214-20,24.681226000000006,2023-11-06,False
D000728,B777_1214,EMPB777-B777_1214-21,37.190149,2023-11-06,False
D004958,B777_1214,FLAB777-B777_1214-22,23.142015,2023-11-06,False
D009750,B777_1214,SPOB777-B777_1214-23,61.151651,2023-11-06,False
D003736,B777_1214,FREB777-B777_1214-24,62.841114,2023-11-06,False
D006492,B777_1214,SYSB777-B777_1214-25,44.023876,2023-11-06,False
D006901,B777_1214,GOUB777-B777_1214-26,56.03090900000001,2023-11-06,False
D009256,B777_1214,SYSB777-B777_1214-27,89.136395,2023-11-06,False
D001251,B777_1214,SYSB777-B777_1214-28,31.63125000000001,2023-11-06,False
D008600,B777_1214,SYSB777-B777_1214-29,30.916243999999995,2023-11-06,False
D007022,B777_1214,ECLB777-B777_1214-30,58.146939,2023-11-06,False
D002526,B777_1214,SIEB777-B777_1214-31,57.965476999999986,2023-11-06,False
D007955,B777_1214,SIEB777-B777_1214-32,61.878811999999996,2023-11-06,False
D004115,B777_1214,SYSB777-B777_1214-33,16.887512,2023-11-06,False
D007792,B777_1214,SYSB777-B777_1214-34,20.852990000000005,2023-11-06,False
D001077,B777_1214,TOIB777-B777_1214-35,49.54435100000002,2023-11-06,False
D009922,B777_1214,SYSB777-B777_1214-36,66.42124999999999,2023-11-06,False
D004849,B777_1214,DETB777-B777_1214-37,50.92652799999998,2023-11-06,False
D000913,B777_1214,ECLB777-B777_1214-38,41.883768999999994,2023-11-06,False
D005214,B777_1214,PORB777-B777_1214-39,31.496788000000006,2023-11-06,False
D003594,B777_1214,SYSB777-B777_1214-40,48.825002,2023-11-06,False
D008507,B777_1214,PORB777-B777_1214-41,51.103627,2023-11-06,False
D007903,B777_1214,HUBB777-B777_1214-42,20.260930000000002,2023-11-06,False
D007887,B777_1214,ECLB777-B777_1214-43,48.576237000000006,2023-11-06,False
D007380,B777_1214,SYSB777-B777_1214-44,22.477887000000003,2023-11-06,False
D002304,CRJ900_0813,REACRJ900-CRJ900_0813-0,21.544050000000006,2023-11-03,False
D007380,CRJ900_0813,REACRJ900-CRJ900_0813-1,50.348306,2023-11-03,False
D001597,CRJ900_0813,SYSCRJ900-CRJ900_0813-2,32.604201,2023-11-03,False
D004675,CRJ900_0813,ORDCRJ900-CRJ900_0813-3,67.71694799999999,2023-11-03,False
D001563,CRJ900_0813,AUTCRJ900-CRJ900_0813-4,63.805745,2023-11-03,False
D007785,CRJ900_0813,SYSCRJ900-CRJ900_0813-5,50.12414300000002,2023-11-03,False
D009189,CRJ900_0813,RADCRJ900-CRJ900_0813-6,38.38356800000001,2023-11-03,False
D007701,CRJ900_0813,SYSCRJ900-CRJ900_0813-7,66.31306500000001,2023-11-03,False
D006740,CRJ900_0813,SYSCRJ900-CRJ900_0813-8,23.568881999999995,2023-11-03,False
D001478,CRJ900_0813,SYSCRJ900-CRJ900_0813-9,60.66664600000001,2023-11-03,False
D006381,CRJ900_0813,SYSCRJ900-CRJ900_0813-10,15.961405000000003,2023-11-03,False
D007897,CRJ900_0813,UNICRJ900-CRJ900_0813-11,61.42393899999999,2023-11-03,False
D001503,CRJ900_0813,SYSCRJ900-CRJ900_0813-12,67.072501,2023-11-03,False
D002377,CRJ900_0813,SYSCRJ900-CRJ900_0813-13,16.593374000000004,2023-11-03,False
D003646,CRJ900_0813,SYSCRJ900-CRJ900_0813-14,52.76915799999999,2023-11-03,False
D000135,CRJ900_0813,SYSCRJ900-CRJ900_0813-15,47.910233,2023-11-03,False
D003825,CRJ900_0813,GENCRJ900-CRJ900_0813-16,39.670229,2023-11-03,False
D000799,CRJ900_0813,TRACRJ900-CRJ900_0813-17,39.946323,2023-11-03,False
D005410,CRJ900_0813,TRACRJ900-CRJ900_0813-18,12.506540000000001,2023-11-03,False
D009121,CRJ900_0813,SYSCRJ900-CRJ900_0813-19,52.17696699999999,2023-11-03,False
D002625,CRJ900_0813,AILCRJ900-CRJ900_0813-20,31.642854000000007,2023-11-03,False
D006320,CRJ900_0813,EMPCRJ900-CRJ900_0813-21,39.025771000000006,2023-11-03,False
D008868,CRJ900_0813,FLACRJ900-CRJ900_0813-22,66.63918500000001,2023-11-03,False
D006737,CRJ900_0813,SPOCRJ900-CRJ900_0813-23,12.546429,2023-11-03,False
D007877,CRJ900_0813,FRECRJ900-CRJ900_0813-24,21.032006000000003,2023-11-03,False
D005641,CRJ900_0813,SYSCRJ900-CRJ900_0813-25,16.472204,2023-11-03,False
D001255,CRJ900_0813,GOUCRJ900-CRJ900_0813-26,32.775811000000004,2023-11-03,False
D006281,CRJ900_0813,SYSCRJ900-CRJ900_0813-27,83.89520499999999,2023-11-03,False
D005426,CRJ900_0813,SYSCRJ900-CRJ900_0813-28,58.06875000000001,2023-11-03,False
D006937,CRJ900_0813,SYSCRJ900-CRJ900_0813-29,71.487276,2023-11-03,False
D004316,CRJ900_0813,ECLCRJ900-CRJ900_0813-30,19.942180999999998,2023-11-03,False
D003903,CRJ900_0813,SIECRJ900-CRJ900_0813-31,26.12468299999999,2023-11-03,False
D007956,CRJ900_0813,SIECRJ900-CRJ900_0813-32,20.068148,2023-11-03,False
D001992,CRJ900_0813,SYSCRJ900-CRJ900_0813-33,23.945448,2023-11-03,False
D001886,CRJ900_0813,SYSCRJ900-CRJ900_0813-34,52.56621,2023-11-03,False
D001726,CRJ900_0813,TOICRJ900-CRJ900_0813-35,70.719729,2023-11-03,False
D006424,CRJ900_0813,SYSCRJ900-CRJ900_0813-36,38.49875000000001,2023-11-03,False
D002963,CRJ900_0813,DETCRJ900-CRJ900_0813-37,41.143712,2023-11-03,False
D003984,CRJ900_0813,ECLCRJ900-CRJ900_0813-38,44.01175099999999,2023-11-03,False
D002350,CRJ900_0813,PORCRJ900-CRJ900_0813-39,64.264252,2023-11-03,False
D007028,CRJ900_0813,SYSCRJ900-CRJ900_0813-40,47.217158,2023-11-03,False
D001824,CRJ900_0813,PORCRJ900-CRJ900_0813-41,32.93853299999999,2023-11-03,False
D005645,CRJ900_0813,HUBCRJ900-CRJ900_0813-42,64.63346999999997,2023-11-03,False
D005558,CRJ900_0813,ECLCRJ900-CRJ900_0813-43,10.494723000000002,2023-11-03,False
D002785,CRJ900_0813,SYSCRJ900-CRJ900_0813-44,55.925073,2023-11-03,False
D004736,A340_0268,REAA340-A340_0268-0,31.374999999999996,2023-11-04,False
D003276,A340_0268,REAA340-A340_0268-1,75.0954,2023-11-04,False
D006178,A340_0268,SYSA340-A340_0268-2,27.310900000000007,2023-11-04,False
D005965,A340_0268,ORDA340-A340_0268-3,48.08320000000001,2023-11-04,False
D003074,A340_0268,AUTA340-A340_0268-4,59.38049999999999,2023-11-04,False
D004544,A340_0268,SYSA340-A340_0268-5,55.66870000000001,2023-11-04,False
D005244,A340_0268,RADA340-A340_0268-6,40.061200000000014,2023-11-04,False
D006852,A340_0268,SYSA340-A340_0268-7,69.98850000000002,2023-11-04,False
D000998,A340_0268,SYSA340-A340_0268-8,47.53380000000001,2023-11-04,False
D009573,A340_0268,SYSA340-A340_0268-9,20.9914,2023-11-04,False
D006021,A340_0268,SYSA340-A340_0268-10,16.044500000000003,2023-11-04,False
D009159,A340_0268,UNIA340-A340_0268-11,63.625099999999996,2023-11-04,False
D006126,A340_0268,SYSA340-A340_0268-12,19.7809,2023-11-04,False
D006167,A340_0268,SYSA340-A340_0268-13,46.876599999999996,2023-11-04,False
D004879,A340_0268,SYSA340-A340_0268-14,49.752200000000016,2023-11-04,False
D004696,A340_0268,SYSA340-A340_0268-15,22.4997,2023-11-04,False
D009908,A340_0268,GENA340-A340_0268-16,54.606100000000005,2023-11-04,False
D007095,A340_0268,TRAA340-A340_0268-17,31.210699999999996,2023-11-04,False
D004372,A340_0268,TRAA340-A340_0268-18,26.426000000000002,2023-11-04,False
D003632,A340_0268,SYSA340-A340_0268-19,70.96030000000003,2023-11-04,False
D004479,A340_0268,AILA340-A340_0268-20,50.7486,2023-11-04,False
D009873,A340_0268,EMPA340-A340_0268-21,35.83389999999999,2023-11-04,False
D008518,A340_0268,FLAA340-A340_0268-22,16.2365,2023-11-04,False
D005805,A340_0268,SPOA340-A340_0268-23,69.47609999999999,2023-11-04,False
D001071,A340_0268,FREA340-A340_0268-24,63.41540000000001,2023-11-04,False
D000893,A340_0268,SYSA340-A340_0268-25,64.50360000000002,2023-11-04,False
D004450,A340_0268,GOUA340-A340_0268-26,43.20990000000001,2023-11-04,False
D002000,A340_0268,SYSA340-A340_0268-27,33.374095000000004,2023-11-04,False
D001279,A340_0268,SYSA340-A340_0268-28,36.615,2023-11-04,False
D009775,A340_0268,SYSA340-A340_0268-29,56.17840000000001,2023-11-04,False
D002594,A340_0268,ECLA340-A340_0268-30,46.4229,2023-11-04,False
D008936,A340_0268,SIEA340-A340_0268-31,23.024699999999996,2023-11-04,False
D001998,A340_0268,SIEA340-A340_0268-32,66.83319999999999,2023-11-04,False
D009719,A340_0268,SYSA340-A340_0268-33,21.953200000000002,2023-11-04,False
D005868,A340_0268,SYSA340-A340_0268-34,29.709000000000003,2023-11-04,False
D000683,A340_0268,TOIA340-A340_0268-35,48.64610000000001,2023-11-04,False
D009447,A340_0268,SYSA340-A340_0268-36,21.494999999999997,2023-11-04,False
D003760,A340_0268,DETA340-A340_0268-37,48.77079999999999,2023-11-04,False
D000512,A340_0268,ECLA340-A340_0268-38,68.2759,2023-11-04,False
D006368,A340_0268,PORA340-A340_0268-39,23.636800000000004,2023-11-04,False
D001729,A340_0268,SYSA340-A340_0268-40,14.7422,2023-11-04,False
D007281,A340_0268,PORA340-A340_0268-41,37.8097,2023-11-04,False
D008889,A340_0268,HUBA340-A340_0268-42,50.012999999999984,2023-11-04,False
D002207,A340_0268,ECLA340-A340_0268-43,46.5007,2023-11-04,False
D000191,A340_0268,SYSA340-A340_0268-44,39.215700000000005,2023-11-04,False
D003336,B747_2195,REAB747-B747_2195-0,11.992650000000001,2023-11-05,False
D004344,B747_2195,REAB747-B747_2195-1,39.409578,2023-11-05,False
D004336,B747_2195,SYSB747-B747_2195-2,44.833213000000015,2023-11-05,False
D008579,B747_2195,ORDB747-B747_2195-3,50.14312399999999,2023-11-05,False
D002390,B747_2195,AUTB747-B747_2195-4,59.78168499999998,2023-11-05,False
D006597,B747_2195,SYSB747-B747_2195-5,34.853659,2023-11-05,False
D001763,B747_2195,RADB747-B747_2195-6,61.631184000000005,2023-11-05,False
D004015,B747_2195,SYSB747-B747_2195-7,30.98884499999999,2023-11-05,False
D007778,B747_2195,SYSB747-B747_2195-8,27.370665999999996,2023-11-05,False
D002668,B747_2195,SYSB747-B747_2195-9,27.311997999999992,2023-11-05,False
D004919,B747_2195,SYSB747-B747_2195-10,38.761264999999995,2023-11-05,False
D008695,B747_2195,UNIB747-B747_2195-11,64.856607,2023-11-05,False
D001627,B747_2195,SYSB747-B747_2195-12,48.36111300000002,2023-11-05,False
D006458,B747_2195,SYSB747-B747_2195-13,13.850262000000003,2023-11-05,False
D000362,B747_2195,SYSB747-B747_2195-14,60.99785400000001,2023-11-05,False
D003022,B747_2195,SYSB747-B747_2195-15,43.97682900000001,2023-11-05,False
D001244,B747_2195,GENB747-B747_2195-16,39.40237700000002,2023-11-05,False
D002824,B747_2195,TRAB747-B747_2195-17,34.059999000000005,2023-11-05,False
D004791,B747_2195,TRAB747-B747_2195-18,56.23902,2023-11-05,False
D005134,B747_2195,SYSB747-B747_2195-19,15.106771,2023-11-05,False
D005873,B747_2195,AILB747-B747_2195-20,20.851502000000004,2023-11-05,False
D005504,B747_2195,EMPB747-B747_2195-21,17.915623,2023-11-05,False
D005454,B747_2195,FLAB747-B747_2195-22,49.180405000000015,2023-11-05,False
D008652,B747_2195,SPOB747-B747_2195-23,50.52297699999999,2023-11-05,False
D009201,B747_2195,FREB747-B747_2195-24,40.157678,2023-11-05,False
D000490,B747_2195,SYSB747-B747_2195-25,13.513051999999998,2023-11-05,False
D001250,B747_2195,GOUB747-B747_2195-26,62.050143000000006,2023-11-05,False
D009960,B747_2195,SYSB747-B747_2195-27,13.46547,2023-11-05,False
D001386,B747_2195,SYSB747-B747_2195-28,27.13375,2023-11-05,False
D005663,B747_2195,SYSB747-B747_2195-29,53.888188,2023-11-05,False
D001653,B747_2195,ECLB747-B747_2195-30,23.754952999999993,2023-11-05,False
D000214,B747_2195,SIEB747-B747_2195-31,32.82467899999999,2023-11-05,False
D008853,B747_2195,SIEB747-B747_2195-32,60.63872399999999,2023-11-05,False
D009256,B747_2195,SYSB747-B747_2195-33,11.233623999999999,2023-11-05,False
D000567,B747_2195,SYSB747-B747_2195-34,69.41673000000003,2023-11-05,False
D008526,B747_2195,TOIB747-B747_2195-35,60.13587699999999,2023-11-05,False
D000869,B747_2195,SYSB747-B747_2195-36,19.203749999999996,2023-11-05,False
D001518,B747_2195,DETB747-B747_2195-37,48.791456,2023-11-05,False
D000952,B747_2195,ECLB747-B747_2195-38,22.73136300000001,2023-11-05,False
D000127,B747_2195,PORB747-B747_2195-39,63.182475999999994,2023-11-05,False
D004372,B747_2195,SYSB747-B747_2195-40,68.871854,2023-11-05,False
D002492,B747_2195,PORB747-B747_2195-41,47.534729000000006,2023-11-05,False
D005515,B747_2195,HUBB747-B747_2195-42,64.85711,2023-11-05,False
D005140,B747_2195,ECLB747-B747_2195-43,33.779198999999984,2023-11-05,False
D007297,B747_2195,SYSB747-B747_2195-44,21.903749000000005,2023-11-05,False
D001453,CRJ900_5784,REACRJ900-CRJ900_5784-0,21.3749,2023-11-06,False
D002844,CRJ900_5784,REACRJ900-CRJ900_5784-1,78.81734799999997,2023-11-06,False
D009611,CRJ900_5784,SYSCRJ900-CRJ900_5784-2,67.10125799999999,2023-11-06,False
D003369,CRJ900_5784,ORDCRJ900-CRJ900_5784-3,36.437784000000015,2023-11-06,False
D005044,CRJ900_5784,AUTCRJ900-CRJ900_5784-4,60.36520999999998,2023-11-06,False
D004014,CRJ900_5784,SYSCRJ900-CRJ900_5784-5,70.02709399999998,2023-11-06,False
D009281,CRJ900_5784,RADCRJ900-CRJ900_5784-6,32.463744000000005,2023-11-06,False
D002256,CRJ900_5784,SYSCRJ900-CRJ900_5784-7,52.46176999999998,2023-11-06,False
D007805,CRJ900_5784,SYSCRJ900-CRJ900_5784-8,16.358355999999997,2023-11-06,False
D009175,CRJ900_5784,SYSCRJ900-CRJ900_5784-9,19.825068,2023-11-06,False
D002690,CRJ900_5784,SYSCRJ900-CRJ900_5784-10,53.77949000000002,2023-11-06,False
D004875,CRJ900_5784,UNICRJ900-CRJ900_5784-11,56.354862000000004,2023-11-06,False
D002768,CRJ900_5784,SYSCRJ900-CRJ900_5784-12,49.91265799999999,2023-11-06,False
D004090,CRJ900_5784,SYSCRJ900-CRJ900_5784-13,56.888092000000015,2023-11-06,False
D004291,CRJ900_5784,SYSCRJ900-CRJ900_5784-14,16.711964000000002,2023-11-06,False
D006855,CRJ900_5784,SYSCRJ900-CRJ900_5784-15,63.214314,2023-11-06,False
D002900,CRJ900_5784,GENCRJ900-CRJ900_5784-16,28.423681999999996,2023-11-06,False
D004156,CRJ900_5784,TRACRJ900-CRJ900_5784-17,28.801534000000004,2023-11-06,False
D002141,CRJ900_5784,TRACRJ900-CRJ900_5784-18,50.21332,2023-11-06,False
D006056,CRJ900_5784,SYSCRJ900-CRJ900_5784-19,75.35328600000001,2023-11-06,False
D000504,CRJ900_5784,AILCRJ900-CRJ900_5784-20,19.745932,2023-11-06,False
D000005,CRJ900_5784,EMPCRJ900-CRJ900_5784-21,30.094318,2023-11-06,False
D005720,CRJ900_5784,FLACRJ900-CRJ900_5784-22,55.08872999999999,2023-11-06,False
D009570,CRJ900_5784,SPOCRJ900-CRJ900_5784-23,23.473281999999998,2023-11-06,False
D007874,CRJ900_5784,FRECRJ900-CRJ900_5784-24,65.681948,2023-11-06,False
D001525,CRJ900_5784,SYSCRJ900-CRJ900_5784-25,19.938232,2023-11-06,False
D000029,CRJ900_5784,GOUCRJ900-CRJ900_5784-26,57.71063800000002,2023-11-06,False
D007919,CRJ900_5784,SYSCRJ900-CRJ900_5784-27,60.739405000000005,2023-11-06,False
D002059,CRJ900_5784,SYSCRJ900-CRJ900_5784-28,40.637499999999996,2023-11-06,False
D002031,CRJ900_5784,SYSCRJ900-CRJ900_5784-29,53.90960799999999,2023-11-06,False
D001548,CRJ900_5784,ECLCRJ900-CRJ900_5784-30,60.932097999999996,2023-11-06,False
D006245,CRJ900_5784,SIECRJ900-CRJ900_5784-31,62.312414,2023-11-06,False
D002141,CRJ900_5784,SIECRJ900-CRJ900_5784-32,32.497384000000004,2023-11-06,False
D008712,CRJ900_5784,SYSCRJ900-CRJ900_5784-33,39.010784000000015,2023-11-06,False
D008456,CRJ900_5784,SYSCRJ900-CRJ900_5784-34,50.22618,2023-11-06,False
D006994,CRJ900_5784,TOICRJ900-CRJ900_5784-35,20.204682000000002,2023-11-06,False
D002927,CRJ900_5784,SYSCRJ900-CRJ900_5784-36,34.457499999999996,2023-11-06,False
D001481,CRJ900_5784,DETCRJ900-CRJ900_5784-37,25.366496,2023-11-06,False
D006676,CRJ900_5784,ECLCRJ900-CRJ900_5784-38,56.679158,2023-11-06,False
D005479,CRJ900_5784,PORCRJ900-CRJ900_5784-39,61.411815999999995,2023-11-06,False
D008723,CRJ900_5784,SYSCRJ900-CRJ900_5784-40,76.49596399999999,2023-11-06,False
D009072,CRJ900_5784,PORCRJ900-CRJ900_5784-41,32.105714,2023-11-06,False
D004715,CRJ900_5784,HUBCRJ900-CRJ900_5784-42,23.553259999999998,2023-11-06,False
D007239,CRJ900_5784,ECLCRJ900-CRJ900_5784-43,51.48873400000001,2023-11-06,False
D002032,CRJ900_5784,SYSCRJ900-CRJ900_5784-44,40.12903400000001,2023-11-06,False
D001065,B757_2506,REAB757-B757_2506-0,67.64415,2023-11-06,False
D003387,B757_2506,REAB757-B757_2506-1,33.581958,2023-11-06,False
D000563,B757_2506,SYSB757-B757_2506-2,29.901443000000008,2023-11-06,False
D009181,B757_2506,ORDB757-B757_2506-3,71.48716399999998,2023-11-06,False
D004324,B757_2506,AUTB757-B757_2506-4,33.313035,2023-11-06,False
D007726,B757_2506,SYSB757-B757_2506-5,60.842549,2023-11-06,False
D006056,B757_2506,RADB757-B757_2506-6,35.057824000000004,2023-11-06,False
D008888,B757_2506,SYSB757-B757_2506-7,45.56379500000001,2023-11-06,False
D003110,B757_2506,SYSB757-B757_2506-8,36.057525999999996,2023-11-06,False
D005247,B757_2506,SYSB757-B757_2506-9,15.082578000000003,2023-11-06,False
D001818,B757_2506,SYSB757-B757_2506-10,45.35441499999998,2023-11-06,False
D006703,B757_2506,UNIB757-B757_2506-11,34.98057699999999,2023-11-06,False
D007658,B757_2506,SYSB757-B757_2506-12,11.618343000000003,2023-11-06,False
D000755,B757_2506,SYSB757-B757_2506-13,49.86428200000001,2023-11-06,False
