ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D002810,B767_2803,SYSB767-B767_2803-19,6.0,2024-06-04,0
D009472,B767_2803,AILB767-B767_2803-20,61.0,2024-06-04,0
D002376,B767_2803,EMPB767-B767_2803-21,46.0,2024-06-04,0
D003509,B767_2803,FLAB767-B767_2803-22,3.0,2024-06-04,0
D004583,B767_2803,SPOB767-B767_2803-23,50.0,2024-06-04,0
D007051,B767_2803,FREB767-B767_2803-24,4.0,2024-06-04,0
D008050,B767_2803,SYSB767-B767_2803-25,39.0,2024-06-04,0
D004329,B767_2803,GOUB767-B767_2803-26,37.0,2024-06-04,0
D008606,B767_2803,SYSB767-B767_2803-27,3.0,2024-06-04,0
D007496,B767_2803,SYSB767-B767_2803-28,58.0,2024-06-04,0
D000165,B767_2803,SYSB767-B767_2803-29,22.0,2024-06-04,0
D004964,B767_2803,ECLB767-B767_2803-30,22.0,2024-06-04,0
D007041,B767_2803,SIEB767-B767_2803-31,57.0,2024-06-04,0
D008890,B767_2803,SIEB767-B767_2803-32,43.0,2024-06-04,0
D008521,B767_2803,SYSB767-B767_2803-33,35.0,2024-06-04,0
D005970,B767_2803,SYSB767-B767_2803-34,5.0,2024-06-04,0
D004551,B767_2803,TOIB767-B767_2803-35,39.0,2024-06-04,0
D008002,B767_2803,SYSB767-B767_2803-36,58.0,2024-06-04,0
D009672,B767_2803,DETB767-B767_2803-37,52.0,2024-06-04,0
D006216,B767_2803,ECLB767-B767_2803-38,26.0,2024-06-04,0
D000398,B767_2803,PORB767-B767_2803-39,24.0,2024-06-04,0
D003069,B767_2803,SYSB767-B767_2803-40,15.0,2024-06-04,0
D000924,B767_2803,PORB767-B767_2803-41,37.0,2024-06-04,0
D006492,B767_2803,HUBB767-B767_2803-42,16.0,2024-06-04,0
D001195,B767_2803,ECLB767-B767_2803-43,52.0,2024-06-04,0
D005839,B767_2803,SYSB767-B767_2803-44,21.0,2024-06-04,0
D006519,CRJ700_6943,REACRJ700-CRJ700_6943-0,11.0,2024-06-05,0
D003382,CRJ700_6943,REACRJ700-CRJ700_6943-1,43.0,2024-06-05,0
D001133,CRJ700_6943,SYSCRJ700-CRJ700_6943-2,20.0,2024-06-05,0
D000443,CRJ700_6943,ORDCRJ700-CRJ700_6943-3,4.0,2024-06-05,0
D000067,CRJ700_6943,AUTCRJ700-CRJ700_6943-4,40.0,2024-06-05,0
D000799,CRJ700_6943,SYSCRJ700-CRJ700_6943-5,51.0,2024-06-05,0
D001539,CRJ700_6943,RADCRJ700-CRJ700_6943-6,48.0,2024-06-05,0
D007375,CRJ700_6943,SYSCRJ700-CRJ700_6943-7,39.0,2024-06-05,0
D008403,CRJ700_6943,SYSCRJ700-CRJ700_6943-8,52.0,2024-06-05,0
D005139,CRJ700_6943,SYSCRJ700-CRJ700_6943-9,41.0,2024-06-05,0
D001899,CRJ700_6943,SYSCRJ700-CRJ700_6943-10,24.0,2024-06-05,0
D009548,CRJ700_6943,UNICRJ700-CRJ700_6943-11,18.0,2024-06-05,0
D005674,CRJ700_6943,SYSCRJ700-CRJ700_6943-12,11.0,2024-06-05,0
D008812,CRJ700_6943,SYSCRJ700-CRJ700_6943-13,27.0,2024-06-05,0
D005779,CRJ700_6943,SYSCRJ700-CRJ700_6943-14,57.0,2024-06-05,0
D008189,CRJ700_6943,SYSCRJ700-CRJ700_6943-15,41.0,2024-06-05,0
D004950,CRJ700_6943,GENCRJ700-CRJ700_6943-16,48.0,2024-06-05,0
D004215,CRJ700_6943,TRACRJ700-CRJ700_6943-17,44.0,2024-06-05,0
D001398,CRJ700_6943,TRACRJ700-CRJ700_6943-18,50.0,2024-06-05,0
D008244,CRJ700_6943,SYSCRJ700-CRJ700_6943-19,44.0,2024-06-05,0
D003959,CRJ700_6943,AILCRJ700-CRJ700_6943-20,35.0,2024-06-05,0
D006606,CRJ700_6943,EMPCRJ700-CRJ700_6943-21,49.0,2024-06-05,0
D003006,CRJ700_6943,FLACRJ700-CRJ700_6943-22,50.0,2024-06-05,0
D000004,CRJ700_6943,SPOCRJ700-CRJ700_6943-23,37.0,2024-06-05,0
D007720,CRJ700_6943,FRECRJ700-CRJ700_6943-24,8.0,2024-06-05,0
D007069,CRJ700_6943,SYSCRJ700-CRJ700_6943-25,53.0,2024-06-05,0
D007415,CRJ700_6943,GOUCRJ700-CRJ700_6943-26,6.0,2024-06-05,0
D009613,CRJ700_6943,SYSCRJ700-CRJ700_6943-27,56.0,2024-06-05,0
D000684,CRJ700_6943,SYSCRJ700-CRJ700_6943-28,52.0,2024-06-05,0
D001982,CRJ700_6943,SYSCRJ700-CRJ700_6943-29,18.0,2024-06-05,0
D006903,CRJ700_6943,ECLCRJ700-CRJ700_6943-30,39.0,2024-06-05,0
D006211,CRJ700_6943,SIECRJ700-CRJ700_6943-31,33.0,2024-06-05,0
D001241,CRJ700_6943,SIECRJ700-CRJ700_6943-32,22.0,2024-06-05,0
D007864,CRJ700_6943,SYSCRJ700-CRJ700_6943-33,20.0,2024-06-05,0
D002874,CRJ700_6943,SYSCRJ700-CRJ700_6943-34,39.0,2024-06-05,0
D000586,CRJ700_6943,TOICRJ700-CRJ700_6943-35,19.0,2024-06-05,0
D005062,CRJ700_6943,SYSCRJ700-CRJ700_6943-36,2.0,2024-06-05,0
D008252,CRJ700_6943,DETCRJ700-CRJ700_6943-37,56.0,2024-06-05,0
D003541,CRJ700_6943,ECLCRJ700-CRJ700_6943-38,42.0,2024-06-05,0
D007349,CRJ700_6943,PORCRJ700-CRJ700_6943-39,3.0,2024-06-05,0
D002890,CRJ700_6943,SYSCRJ700-CRJ700_6943-40,36.0,2024-06-05,0
D002537,CRJ700_6943,PORCRJ700-CRJ700_6943-41,35.0,2024-06-05,0
D006364,CRJ700_6943,HUBCRJ700-CRJ700_6943-42,22.0,2024-06-05,0
D008857,CRJ700_6943,ECLCRJ700-CRJ700_6943-43,53.0,2024-06-05,0
D009227,CRJ700_6943,SYSCRJ700-CRJ700_6943-44,7.0,2024-06-05,0
D009315,A350_1177,REAA350-A350_1177-0,30.0,2024-06-01,0
D005521,A350_1177,REAA350-A350_1177-1,16.0,2024-06-01,0
D007989,A350_1177,SYSA350-A350_1177-2,11.0,2024-06-01,0
D008573,A350_1177,ORDA350-A350_1177-3,33.0,2024-06-01,0
D007413,A350_1177,AUTA350-A350_1177-4,50.0,2024-06-01,0
D006583,A350_1177,SYSA350-A350_1177-5,53.0,2024-06-01,0
D005412,A350_1177,RADA350-A350_1177-6,23.0,2024-06-01,0
D002329,A350_1177,SYSA350-A350_1177-7,32.0,2024-06-01,0
D008143,A350_1177,SYSA350-A350_1177-8,19.0,2024-06-01,0
D006092,A350_1177,SYSA350-A350_1177-9,14.0,2024-06-01,0
D004952,A350_1177,SYSA350-A350_1177-10,21.0,2024-06-01,0
D000030,A350_1177,UNIA350-A350_1177-11,19.0,2024-06-01,0
D005079,A350_1177,SYSA350-A350_1177-12,36.0,2024-06-01,0
D006438,A350_1177,SYSA350-A350_1177-13,37.0,2024-06-01,0
D009103,A350_1177,SYSA350-A350_1177-14,16.0,2024-06-01,0
D006919,A350_1177,SYSA350-A350_1177-15,36.0,2024-06-01,0
D008475,A350_1177,GENA350-A350_1177-16,24.0,2024-06-01,0
D002922,A350_1177,TRAA350-A350_1177-17,44.0,2024-06-01,0
D004113,A350_1177,TRAA350-A350_1177-18,7.0,2024-06-01,0
D005078,A350_1177,SYSA350-A350_1177-19,21.0,2024-06-01,0
D009241,A350_1177,AILA350-A350_1177-20,57.0,2024-06-01,0
D009163,A350_1177,EMPA350-A350_1177-21,6.0,2024-06-01,0
D004290,A350_1177,FLAA350-A350_1177-22,37.0,2024-06-01,0
D008723,A350_1177,SPOA350-A350_1177-23,20.0,2024-06-01,0
D009005,A350_1177,FREA350-A350_1177-24,55.0,2024-06-01,0
D007010,A350_1177,SYSA350-A350_1177-25,59.0,2024-06-01,0
D006154,A350_1177,GOUA350-A350_1177-26,41.0,2024-06-01,0
D008734,A350_1177,SYSA350-A350_1177-27,3.0,2024-06-01,0
D005624,A350_1177,SYSA350-A350_1177-28,34.0,2024-06-01,0
D004680,A350_1177,SYSA350-A350_1177-29,25.0,2024-06-01,0
D009771,A350_1177,ECLA350-A350_1177-30,11.0,2024-06-01,0
D002237,A350_1177,SIEA350-A350_1177-31,42.0,2024-06-01,0
D007482,A350_1177,SIEA350-A350_1177-32,41.0,2024-06-01,0
D006579,A350_1177,SYSA350-A350_1177-33,23.0,2024-06-01,0
D002409,A350_1177,SYSA350-A350_1177-34,41.0,2024-06-01,0
D006425,A350_1177,TOIA350-A350_1177-35,42.0,2024-06-01,0
D002834,A350_1177,SYSA350-A350_1177-36,29.0,2024-06-01,0
D001090,A350_1177,DETA350-A350_1177-37,50.0,2024-06-01,0
D005099,A350_1177,ECLA350-A350_1177-38,7.0,2024-06-01,0
D007252,A350_1177,PORA350-A350_1177-39,48.0,2024-06-01,0
D003550,A350_1177,SYSA350-A350_1177-40,4.0,2024-06-01,0
D004547,A350_1177,PORA350-A350_1177-41,25.0,2024-06-01,0
D008441,A350_1177,HUBA350-A350_1177-42,47.0,2024-06-01,0
D005584,A350_1177,ECLA350-A350_1177-43,38.0,2024-06-01,0
D003820,A350_1177,SYSA350-A350_1177-44,55.0,2024-06-01,0
D006518,B777_4029,REAB777-B777_4029-0,34.0,2024-06-06,0
D001484,B777_4029,REAB777-B777_4029-1,23.0,2024-06-06,0
D002377,B777_4029,SYSB777-B777_4029-2,32.0,2024-06-06,0
D003402,B777_4029,ORDB777-B777_4029-3,15.0,2024-06-06,0
D004723,B777_4029,AUTB777-B777_4029-4,56.0,2024-06-06,0
D006801,B777_4029,SYSB777-B777_4029-5,19.0,2024-06-06,0
D000055,B777_4029,RADB777-B777_4029-6,62.0,2024-06-06,0
D000589,B777_4029,SYSB777-B777_4029-7,29.0,2024-06-06,0
D004822,B777_4029,SYSB777-B777_4029-8,36.0,2024-06-06,0
D008850,B777_4029,SYSB777-B777_4029-9,38.0,2024-06-06,0
D006639,B777_4029,SYSB777-B777_4029-10,24.0,2024-06-06,0
D006775,B777_4029,UNIB777-B777_4029-11,28.0,2024-06-06,0
D004628,B777_4029,SYSB777-B777_4029-12,26.0,2024-06-06,0
D003545,B777_4029,SYSB777-B777_4029-13,45.0,2024-06-06,0
D000644,B777_4029,SYSB777-B777_4029-14,32.0,2024-06-06,0
D007381,B777_4029,SYSB777-B777_4029-15,25.0,2024-06-06,0
D003013,B777_4029,GENB777-B777_4029-16,22.0,2024-06-06,0
D009804,B777_4029,TRAB777-B777_4029-17,7.0,2024-06-06,0
D009990,B777_4029,TRAB777-B777_4029-18,49.0,2024-06-06,0
D007399,B777_4029,SYSB777-B777_4029-19,16.0,2024-06-06,0
D004497,B777_4029,AILB777-B777_4029-20,39.0,2024-06-06,0
D004822,B777_4029,EMPB777-B777_4029-21,57.0,2024-06-06,0
D007245,B777_4029,FLAB777-B777_4029-22,31.0,2024-06-06,0
D005489,B777_4029,SPOB777-B777_4029-23,46.0,2024-06-06,0
D005057,B777_4029,FREB777-B777_4029-24,31.0,2024-06-06,0
D005563,B777_4029,SYSB777-B777_4029-25,24.0,2024-06-06,0
D004372,B777_4029,GOUB777-B777_4029-26,16.0,2024-06-06,0
D009008,B777_4029,SYSB777-B777_4029-27,44.0,2024-06-06,0
D003423,B777_4029,SYSB777-B777_4029-28,37.0,2024-06-06,0
D002635,B777_4029,SYSB777-B777_4029-29,6.0,2024-06-06,0
D009345,B777_4029,ECLB777-B777_4029-30,15.0,2024-06-06,0
D005898,B777_4029,SIEB777-B777_4029-31,59.0,2024-06-06,0
D008514,B777_4029,SIEB777-B777_4029-32,49.0,2024-06-06,0
D008714,B777_4029,SYSB777-B777_4029-33,56.0,2024-06-06,0
D006651,B777_4029,SYSB777-B777_4029-34,63.0,2024-06-06,0
D008555,B777_4029,TOIB777-B777_4029-35,34.0,2024-06-06,0
D008160,B777_4029,SYSB777-B777_4029-36,33.0,2024-06-06,0
D009198,B777_4029,DETB777-B777_4029-37,5.0,2024-06-06,0
D006728,B777_4029,ECLB777-B777_4029-38,59.0,2024-06-06,0
D004384,B777_4029,PORB777-B777_4029-39,54.0,2024-06-06,0
D004097,B777_4029,SYSB777-B777_4029-40,46.0,2024-06-06,0
D004129,B777_4029,PORB777-B777_4029-41,48.0,2024-06-06,0
D002418,B777_4029,HUBB777-B777_4029-42,46.0,2024-06-06,0
D001809,B777_4029,ECLB777-B777_4029-43,48.0,2024-06-06,0
D007851,B777_4029,SYSB777-B777_4029-44,46.0,2024-06-06,0
D001954,E175_3327,REAE175-E175_3327-0,18.0,2024-06-05,0
D006559,E175_3327,REAE175-E175_3327-1,10.0,2024-06-05,0
D006629,E175_3327,SYSE175-E175_3327-2,55.0,2024-06-05,0
D009302,E175_3327,ORDE175-E175_3327-3,8.0,2024-06-05,0
D009960,E175_3327,AUTE175-E175_3327-4,9.0,2024-06-05,0
D006818,E175_3327,SYSE175-E175_3327-5,48.0,2024-06-05,0
D001983,E175_3327,RADE175-E175_3327-6,6.0,2024-06-05,0
D002017,E175_3327,SYSE175-E175_3327-7,29.0,2024-06-05,0
D000880,E175_3327,SYSE175-E175_3327-8,38.0,2024-06-05,0
D005365,E175_3327,SYSE175-E175_3327-9,29.0,2024-06-05,0
D000441,E175_3327,SYSE175-E175_3327-10,10.0,2024-06-05,0
D002869,E175_3327,UNIE175-E175_3327-11,33.0,2024-06-05,0
D008991,E175_3327,SYSE175-E175_3327-12,48.0,2024-06-05,0
D005128,E175_3327,SYSE175-E175_3327-13,33.0,2024-06-05,0
D002020,E175_3327,SYSE175-E175_3327-14,13.0,2024-06-05,0
D007219,E175_3327,SYSE175-E175_3327-15,52.0,2024-06-05,0
D009310,E175_3327,GENE175-E175_3327-16,35.0,2024-06-05,0
D004235,E175_3327,TRAE175-E175_3327-17,6.0,2024-06-05,0
D009792,E175_3327,TRAE175-E175_3327-18,27.0,2024-06-05,0
D001744,E175_3327,SYSE175-E175_3327-19,47.0,2024-06-05,0
D007555,E175_3327,AILE175-E175_3327-20,18.0,2024-06-05,0
D004429,E175_3327,EMPE175-E175_3327-21,33.0,2024-06-05,0
D003967,E175_3327,FLAE175-E175_3327-22,37.0,2024-06-05,0
D009890,E175_3327,SPOE175-E175_3327-23,9.0,2024-06-05,0
D006029,E175_3327,FREE175-E175_3327-24,49.0,2024-06-05,0
D007623,E175_3327,SYSE175-E175_3327-25,19.0,2024-06-05,0
D009448,E175_3327,GOUE175-E175_3327-26,40.0,2024-06-05,0
D000186,E175_3327,SYSE175-E175_3327-27,31.0,2024-06-05,0
D005137,E175_3327,SYSE175-E175_3327-28,43.0,2024-06-05,0
D005284,E175_3327,SYSE175-E175_3327-29,34.0,2024-06-05,0
D006267,E175_3327,ECLE175-E175_3327-30,10.0,2024-06-05,0
D005397,E175_3327,SIEE175-E175_3327-31,27.0,2024-06-05,0
D007495,E175_3327,SIEE175-E175_3327-32,31.0,2024-06-05,0
D002679,E175_3327,SYSE175-E175_3327-33,23.0,2024-06-05,0
D004022,E175_3327,SYSE175-E175_3327-34,12.0,2024-06-05,0
D009128,E175_3327,TOIE175-E175_3327-35,23.0,2024-06-05,0
D004025,E175_3327,SYSE175-E175_3327-36,46.0,2024-06-05,0
D006694,E175_3327,DETE175-E175_3327-37,20.0,2024-06-05,0
D004232,E175_3327,ECLE175-E175_3327-38,13.0,2024-06-05,0
D004053,E175_3327,PORE175-E175_3327-39,20.0,2024-06-05,0
D008106,E175_3327,SYSE175-E175_3327-40,57.0,2024-06-05,0
D007730,E175_3327,PORE175-E175_3327-41,6.0,2024-06-05,0
D008791,E175_3327,HUBE175-E175_3327-42,45.0,2024-06-05,0
D004018,E175_3327,ECLE175-E175_3327-43,38.0,2024-06-05,0
D001948,E175_3327,SYSE175-E175_3327-44,27.0,2024-06-05,0
D004009,A330_4129,REAA330-A330_4129-0,25.0,2024-06-05,0
D008430,A330_4129,REAA330-A330_4129-1,26.0,2024-06-05,0
D001827,A330_4129,SYSA330-A330_4129-2,3.0,2024-06-05,0
D007540,A330_4129,ORDA330-A330_4129-3,29.0,2024-06-05,0
D008865,A330_4129,AUTA330-A330_4129-4,22.0,2024-06-05,0
D004073,A330_4129,SYSA330-A330_4129-5,39.0,2024-06-05,0
D009248,A330_4129,RADA330-A330_4129-6,48.0,2024-06-05,0
D000065,A330_4129,SYSA330-A330_4129-7,54.0,2024-06-05,0
D001036,A330_4129,SYSA330-A330_4129-8,20.0,2024-06-05,0
D002143,A330_4129,SYSA330-A330_4129-9,15.0,2024-06-05,0
D003754,A330_4129,SYSA330-A330_4129-10,4.0,2024-06-05,0
D005649,A330_4129,UNIA330-A330_4129-11,60.0,2024-06-05,0
D006962,A330_4129,SYSA330-A330_4129-12,36.0,2024-06-05,0
D001312,A330_4129,SYSA330-A330_4129-13,56.0,2024-06-05,0
D000184,A330_4129,SYSA330-A330_4129-14,12.0,2024-06-05,0
D001705,A330_4129,SYSA330-A330_4129-15,6.0,2024-06-05,0
D003029,A330_4129,GENA330-A330_4129-16,32.0,2024-06-05,0
D002067,A330_4129,TRAA330-A330_4129-17,40.0,2024-06-05,0
D009375,A330_4129,TRAA330-A330_4129-18,15.0,2024-06-05,0
D000295,A330_4129,SYSA330-A330_4129-19,59.0,2024-06-05,0
D003445,A330_4129,AILA330-A330_4129-20,17.0,2024-06-05,0
D002890,A330_4129,EMPA330-A330_4129-21,33.0,2024-06-05,0
D009759,A330_4129,FLAA330-A330_4129-22,12.0,2024-06-05,0
D005136,A330_4129,SPOA330-A330_4129-23,35.0,2024-06-05,0
D003408,A330_4129,FREA330-A330_4129-24,50.0,2024-06-05,0
D008031,A330_4129,SYSA330-A330_4129-25,52.0,2024-06-05,0
D005365,A330_4129,GOUA330-A330_4129-26,50.0,2024-06-05,0
D003267,A330_4129,SYSA330-A330_4129-27,35.0,2024-06-05,0
D006395,A330_4129,SYSA330-A330_4129-28,53.0,2024-06-05,0
D006676,A330_4129,SYSA330-A330_4129-29,9.0,2024-06-05,0
D005003,A330_4129,ECLA330-A330_4129-30,6.0,2024-06-05,0
D001782,A330_4129,SIEA330-A330_4129-31,17.0,2024-06-05,0
D002299,A330_4129,SIEA330-A330_4129-32,51.0,2024-06-05,0
D009232,A330_4129,SYSA330-A330_4129-33,52.0,2024-06-05,0
D003234,A330_4129,SYSA330-A330_4129-34,5.0,2024-06-05,0
D004460,A330_4129,TOIA330-A330_4129-35,45.0,2024-06-05,0
D001885,A330_4129,SYSA330-A330_4129-36,56.0,2024-06-05,0
D003174,A330_4129,DETA330-A330_4129-37,40.0,2024-06-05,0
D006419,A330_4129,ECLA330-A330_4129-38,48.0,2024-06-05,0
D008531,A330_4129,PORA330-A330_4129-39,51.0,2024-06-05,0
D006400,A330_4129,SYSA330-A330_4129-40,55.0,2024-06-05,0
D000553,A330_4129,PORA330-A330_4129-41,5.0,2024-06-05,0
D000821,A330_4129,HUBA330-A330_4129-42,9.0,2024-06-05,0
D000299,A330_4129,ECLA330-A330_4129-43,2.0,2024-06-05,0
D007152,A330_4129,SYSA330-A330_4129-44,7.0,2024-06-05,0
D008223,A320_6678,REAA320-A320_6678-0,9.0,2024-06-06,0
D003267,A320_6678,REAA320-A320_6678-1,55.0,2024-06-06,0
D003015,A320_6678,SYSA320-A320_6678-2,37.0,2024-06-06,0
D006046,A320_6678,ORDA320-A320_6678-3,17.0,2024-06-06,0
D005166,A320_6678,AUTA320-A320_6678-4,56.0,2024-06-06,0
D006848,A320_6678,SYSA320-A320_6678-5,45.0,2024-06-06,0
D006310,A320_6678,RADA320-A320_6678-6,6.0,2024-06-06,0
D001158,A320_6678,SYSA320-A320_6678-7,19.0,2024-06-06,0
D002694,A320_6678,SYSA320-A320_6678-8,48.0,2024-06-06,0
D009137,A320_6678,SYSA320-A320_6678-9,46.0,2024-06-06,0
D004122,A320_6678,SYSA320-A320_6678-10,12.0,2024-06-06,0
D000935,A320_6678,UNIA320-A320_6678-11,26.0,2024-06-06,0
D005736,A320_6678,SYSA320-A320_6678-12,6.0,2024-06-06,0
D009013,A320_6678,SYSA320-A320_6678-13,50.0,2024-06-06,0
D001061,A320_6678,SYSA320-A320_6678-14,37.0,2024-06-06,0
D005030,A320_6678,SYSA320-A320_6678-15,37.0,2024-06-06,0
D005731,A320_6678,GENA320-A320_6678-16,6.0,2024-06-06,0
D000841,A320_6678,TRAA320-A320_6678-17,35.0,2024-06-06,0
D000201,A320_6678,TRAA320-A320_6678-18,52.0,2024-06-06,0
D007971,A320_6678,SYSA320-A320_6678-19,18.0,2024-06-06,0
D007863,A320_6678,AILA320-A320_6678-20,31.0,2024-06-06,0
D009462,A320_6678,EMPA320-A320_6678-21,11.0,2024-06-06,0
D003072,A320_6678,FLAA320-A320_6678-22,39.0,2024-06-06,0
D008680,A320_6678,SPOA320-A320_6678-23,49.0,2024-06-06,0
D006494,A320_6678,FREA320-A320_6678-24,48.0,2024-06-06,0
D008742,A320_6678,SYSA320-A320_6678-25,41.0,2024-06-06,0
D007347,A320_6678,GOUA320-A320_6678-26,61.0,2024-06-06,0
D008279,A320_6678,SYSA320-A320_6678-27,43.0,2024-06-06,0
D004983,A320_6678,SYSA320-A320_6678-28,20.0,2024-06-06,0
D003705,A320_6678,SYSA320-A320_6678-29,15.0,2024-06-06,0
D006789,A320_6678,ECLA320-A320_6678-30,39.0,2024-06-06,0
D009409,A320_6678,SIEA320-A320_6678-31,19.0,2024-06-06,0
D000401,A320_6678,SIEA320-A320_6678-32,33.0,2024-06-06,0
D001217,A320_6678,SYSA320-A320_6678-33,47.0,2024-06-06,0
D007883,A320_6678,SYSA320-A320_6678-34,45.0,2024-06-06,0
D003571,A320_6678,TOIA320-A320_6678-35,34.0,2024-06-06,0
D005762,A320_6678,SYSA320-A320_6678-36,11.0,2024-06-06,0
D002357,A320_6678,DETA320-A320_6678-37,41.0,2024-06-06,0
D005877,A320_6678,ECLA320-A320_6678-38,7.0,2024-06-06,0
D003883,A320_6678,PORA320-A320_6678-39,60.0,2024-06-06,0
D006293,A320_6678,SYSA320-A320_6678-40,54.0,2024-06-06,0
D008480,A320_6678,PORA320-A320_6678-41,57.0,2024-06-06,0
D009933,A320_6678,HUBA320-A320_6678-42,75.0,2024-06-06,0
D001643,A320_6678,ECLA320-A320_6678-43,61.0,2024-06-06,0
D006315,A320_6678,SYSA320-A320_6678-44,48.0,2024-06-06,0
D002464,A321_5105,REAA321-A321_5105-0,14.0,2024-06-05,0
D005322,A321_5105,REAA321-A321_5105-1,10.0,2024-06-05,0
D001140,A321_5105,SYSA321-A321_5105-2,3.0,2024-06-05,0
D008139,A321_5105,ORDA321-A321_5105-3,23.0,2024-06-05,0
D006961,A321_5105,AUTA321-A321_5105-4,11.0,2024-06-05,0
D009567,A321_5105,SYSA321-A321_5105-5,48.0,2024-06-05,0
D000112,A321_5105,RADA321-A321_5105-6,46.0,2024-06-05,0
